2.0,experiment,experiment
51.0,sought,people,affected,attend,president,trump,sought,people,affected,attend,president,trump
52.0,pandemic,equivalent,sending,people,cliff,pandemic,equivalent,sending,people,cliff
53.0,looking,boy,positive,infected,blanket
55.0,supreme,court,notice,central,government,seeking,transfer,funds,supreme,court,notice,central,government,seeking,transfer,funds
58.0,sign,petition,protect,student,hardship,sign,petition,protect,student,hardship
61.0,abdication,trump,extraordinary,dying,daily,pace,abdication,trump,extraordinary,dying,daily,pace
63.0,new,covid,new,covid
64.0,impact,covid,impact,covid
65.0,insolvency,framework,radically,reformed,response,upheaval,experienced,firm
66.0,mobile,lab,testing,promote,mile,testing,access,rural,inaccessible,area,mobile,lab,testing,promote,mile,testing,access,rural,inaccessible
67.0,support,health,social,care,staff,support,health,social,care,staff
74.0,success,dealing,pandemic,success,dealing,pandemic
75.0,protestor,infectious,working,shopping,rally,guess,protestor,infectious,working,shopping,rally,gue
78.0,article,june,said,house,article,june,said
79.0,said,covid,crisis,pressing,issue,facing,allow,said,covid,crisis,pressing,issue,facing
80.0,watch,cricketer,health,saying,days
82.0,student,test,positive,covid,initial,phase,screening,student,test,positive,covid,initial,phase,screening
83.0,number,business,news,channel,undivided,attention,week,week,thank,number,business,news,channel,undivided,attention,week,week,thank,viewer
87.0,context,covid,commissioner,luna,national,context,covid,commissioner,luna,national
92.0,amma,provide,free,food,people,metropolitan,police
98.0,vice,president,pence,success,covid,day,vice,president,pence,success,covid,day
99.0,rally,bad,idea,respect,spread,irresponsible,rally,bad,idea,respect,spread,irresponsible
101.0,big,government
103.0,swim,safely,swimming,legend,president,swim,safely,swimming,legend,president
105.0,covid,chance,change,way,travel,school,better,need,easier,covid,chance,change,way,travel,school,better,need,easier
107.0,imagine,removing,highly,qualified,giving,situation,madness,superb,stuff,video,unlock
111.0,corona,tweet,twitter
112.0,following,level,strict,health,place
113.0,young,men,white,men,racist,rampage,covid,young,men,white,men,racist,rampage,covid
119.0,early,warning,day,dad,like,think
120.0,mean,better,woman,lead,virus,new,iceland,finland,common
122.0,check,recent,publication,guide,decision,data,understand,extent,spread
123.0,advisory,possible,maintain,meter,distance,especially,advisory,possible,maintain,meter,distance,especial
125.0,thank,fantastic,staff,spoke,cross,hospital,cor,thank,fantastic,staff,spoke,cross,hospital
126.0,according,tally,united,according,tally,united
127.0,covid,pay,later,contractor,policy,look,like
128.0,day,day,people
129.0,visit,following,link,service,enable,view
130.0,new,premier,western,media,statistically,new,fare,new,premier,western,media,statistically,new
131.0,development,operation,analysis,aid,development,operation,analysis,aid
132.0,china,supply,covid,vaccine,free,charge
134.0,according,mixture,tulsi,taken,twice,daily,according,mixture,tulsi,taken,twice
135.0,small,wonder,people,disagree,covid,health,place,small,wonder,people,disagree,covid,health,place
136.0,alan,sugar,given,chance,stupid,likely,apprentice,come,dead,alive,everybody,know,lord,alan,sugar
137.0,north,council,people,facing,rent,covid
139.0,covid,forced,wear,mask,glasses,time,condensation,covid,forced,wear,mask,glasses,time,condensation
140.0,understand,arms,character,taking,covid
141.0,going,bring,fact,lot,new,covid,going,bring,fact,lot,new,covid,bali
142.0,trump,holding,rally,despite,increase,soc,trump,holding,rally,despite,increase
144.0,loneliness,big,challenge,miss,family,bunch,loneliness,big,challenge,miss,family
146.0,academic,covid,participate,study,impact,covid,teaching,research,service,academic,covid,participate,study,impact,covid,teaching,research
147.0,news,prince,sense,smell,taste,news,prince,sense,smell,taste
149.0,health,minister,roll,winter,health,minister,roll,winter
151.0,receive,update,shortly,progress,test,giving,receive,update,shortly,progress,test,giving
153.0,house,house
154.0,working,story,effect,physical,patient,diagnosis,treatment,working,story,effect,physical,patient,diagnosis,treatment
155.0,sought,people,affected,attend,president,trump,sought,people,affected,attend,president,trump
157.0,want,add,instead,covid
159.0,think,role,think,role
161.0,amid,fear,exploit,pandemic,buy,bargain,amid,fear,exploit,pandemic,buy,bargain
162.0,dan,said,pandemic,hit,lots,dan,said,pandemic,hit,lots
163.0,eminent,speaker,share,covid,crisis,strategy,eminent,speaker,share,covid,crisis
164.0,rally,come,media,people,risk,rally,come,media,people,risk
166.0,joe,president,trump,lost,interest,fight,kill,joe,president,trump,lost,interest,fight,kill
167.0,somebody,covid,telling,wit
170.0,radio,news,radio,feature,mad,like,corona,virus,origin,radio,news,radio,feature,mad,like,corona,virus
171.0,time,ask,father,included,men,trash,statement,think,right,time,ask,father,included,men,trash,statement,think,right
172.0,judge,stop,rally,covid
175.0,watch,free,version,documentary,wish,figured,watch,free,version,documentary,wish
176.0,efficiency,resilience,debate,going,interesting,watch,unfold,converge,supply,topic,today,news,report,resilient,supply,design
179.0,times,likely,die,covid
180.0,question,important,positive,covid
181.0,summer,foreign,instead,holiday
185.0,sheriff,county,tested,positive,day,visiting,whit,sheriff,county,tested,positive,day,visiting
186.0,absolute,urge,people,test,straight,believe,absolute,urge,people,test,straight,believe
187.0,critical,situation,covid,critical,situation,covid
189.0,tell,story
190.0,likely,covid,huge,puzzle,easy
191.0,rolled,immediate,mass,testing,tracing,locked,fir,rolled,immediate,mass,testing,tracing,locked
192.0,shown,day,day,provide,collective,basis,society,possible,shown,day,day,provide,collective,basis,society,possible
193.0,new,study,widespread,mask,use,prevent,long,second,wave,new,study,widespread,mask,use,prevent,long,second,wave,huge
194.0,penalty,mass,murder,sent,democrat,demanding,explain,pro
195.0,sheriff,enforce,covid,sheriff,enforce,covid
198.0,capital,city,contain,fresh,wave,capital,city,contain,fresh,wave
199.0,positive,test,positive,test
200.0,going,prison,border,wall,migrant,terrorist,caravan,going,prison,border,wall,migrant,terrorist
201.0,unblock
202.0,internal,mistakenly,new,york,times,response,initially,ended,internal,mistakenly,new,york,times,response,initially,ended
203.0,defend,build,wall,ban,ice,people,covid,getting,rape,defend,build,wall,ban,ice,people,covid,getting
204.0,year,old,grandson,went,party,people,week,mask,social,year,old,grandson,went,party,people,week,mask,social
205.0,mutual,aid,initiative,mutual,aid,initiative
206.0,rise,minority,king
207.0,brilliant,need,set,social,verbal,non,verbal,mean,end,collaboration,classroom,classroom
208.0,smile,succeed,saving,million,people,thank,party,took,smile,succeed,saving,million,people,thank,party
210.0,platform,reportedly,half,finance
211.0,today,hearing,today,hearing
214.0,continue,follow,news,covid,outbreak,continue,follow,news,covid,outbreak
217.0,berlin,train,new,proposal,ultra,rapid,train,network,year,berlin,train,new,proposal,ultra,rapid,train,network,yea
218.0,article,june,said,house,article,june,said
219.0,exactly,know,important,goes,test,came,yesterday,exactly,know,important,goes,test,came,yesterday,bee
220.0,reason,way,want,die,believe,spouse,reason,way,want,die,believe
223.0,lee,pandemic,strengthen,commitment
224.0,article,official,death,toll,covid,article,official,death,toll,covid
225.0,ahead,presentation,adjustment,budget,week,longer,ahead,presentation,adjustment,budget,week
226.0,corona,election,year,strategy
227.0,affected,little,differently,safe,goalkeeper,rob,green,affected,little,differently,safe,goalkeeper,rob
228.0,support,roll,german,corona,warn,privacy,respecting,official,diagnosis,support,roll,german,corona,warn,privacy,respecting,official,diagnosis
229.0,beginning,drive,crazy,evidence,beginning,drive,crazy,evidence
230.0,prime,minister,pedro,state,ceremony,virus,outbreak,wearing,face,provide,social
234.0,flatten,curve,new,state,data,filling,flatten,curve,new,state,data,filling
237.0,exclusive,covid,transform,paradigm,reveal,exclusive,covid,transform,paradigm,reveal
238.0,mina,bad,rep,lot,unduly,simply,easier,criticize
240.0,behalf,intellectual,developmental,thank,behalf,intellectual,developmental
241.0,sir,man,took,tha,corona,sir,area,covered
242.0,people,like,alan,sugar,discuss,simply,idiot,people
244.0,time,white,house,task,force,briefing,leaving,month,time,white,house,task,force,briefing,leaving,mon
249.0,left,wing,line,absolutely,essential,opposing,obviously,left,wing,line,absolutely,essential,opposing,obviously
250.0,new,new,new,case,new,case,week,man,new,new,new,case,new,case,week,man
251.0,ago,couple,away,lived,cop,shot,cruiser,sent,entire,ago,couple,away,lived,cop,shot,cruiser,sent
254.0,ethic,cleansing,way,think,virus
256.0,new,covid,special,committee,set,final,face,chamber
257.0,china,virus,earth,china,virus,earth
260.0,interesting,read,thing,note,overwhelmingly,driven,moment,blue,interesting,read,thing,note,overwhelmingly,driven,moment,blue
261.0,covid,crisis,lost,generation,people,retire,covid,crisis,lost,generation,people,retire
262.0,stays,historic,rath,covid,pandemic,stays,historic,rath,covid,pandemic
264.0,fantastic,news,plane,dull,grey,bright,bold,union,fantastic,news,plane,dull,grey,bright,bold,union
265.0,ways,employee,morale,outbreak,ways,employee,morale,outbreak
266.0,great,social,great,social
269.0,covid,level,permit,essential,covid,level,permit,essential
272.0,world,class,viral,transport,media,world,class,viral,transport,media
273.0,dangerous,china,corona,congress,agree,dangerous,china,corona,congress,agree
274.0,amidst,time,quick,special,edition
275.0,country,economy,following,global,pandemic,need,ensure,green,recovery,country,economy,following,global,pandemic,need,ensure,green,recovery
278.0,people,told,half,said,people,told
281.0,world,beating,track,trace,going,help,world,beating,track,trace,going,help
282.0,project,technology,connect,people,need,project,technology,connect,people,need
283.0,kim,lost,grandma,dad,covid,remains,brother,kim,lost,grandma,dad,covid,remains,brother
284.0,fantastic,science,stage,fight,covid,outstanding,commitment,study,low,cost,covid,drug,survival,rate,severe,respiratory
288.0,condition,job,money,help
289.0,absence,massive,taken,health,sur
290.0,like,travel,ferry,summer,ferry,unveil,safety,preparation,like,travel,ferry,summer,ferry,unveil,safety
291.0,got,banging,stone,resemble,pig,blanket,got,banging,stone,resemble,pig
292.0,painted,plane,thing,care,distraction
293.0,reporter,global,times,hired,cheap,business
296.0,trump,lose,margin,history,trump,literally,great,depression,like,economy
297.0,new,york,times,learned,contact,tracing,contract,secretive,procurement,process,cost,mill,new,york,times,learned,contact,tracing,contract,secretive,procurement,process,cost
298.0,break,record,break,record
299.0,translation,need,money,translation,need,money
300.0,lazy,lazy,pro,ultimate,lazy,lazy,pro,ultimate
302.0,maw,wide,ranging,consequence,factual,significance,getting
304.0,pence,denier,second,wave,overblown,wave,pence,denier,second,wave,overblown
306.0,curb,boycott,china,border,clash,blindly,border,curb,boycott,china,border,clash,blindly,border
307.0,apparently,stay,pub,immune,spend,min
308.0,come,home,learning,simply,working,come,home,learning,simply,working
309.0,hammer,star,lucy,fan,reunion,dad
310.0,totally,ignore,said,anti,police,gathering,immune,totally,ignore,said,anti,police,gathering
311.0,smile,succeed,saving,million,people,thank,party,took,smile,succeed,saving,million,people,thank,party
312.0,schedule,condensed,pandemic
315.0,stupidity,lying,fool,script,writer,ran,lied,unstable,lunatic,help,protect,wearing,face,covering,public,transport
316.0,love,waking,depressing,realistic,hard,set,goal,parang,hopeless,pandemic,end
317.0,open,busy,saying,open,busy,saying
318.0,hear,new,pandemic,affecting,police,report,hear,new,pandemic,affecting,police
319.0,house,rough,pandemic,return,business,house,rough,pandemic,return,business
320.0,corona,basically,new,corona,basically,new
321.0,received,said,business,money,received,said,business,money
324.0,point,recent,accurate,figure,money,blown,far,fiasco,month,ago,point,recent,accurate,figure,money,blown,far,fiasco,mon
325.0,according,housing,land,network,eviction,affected,people,according,housing,land,network,eviction,affected,people
326.0,position,preach
327.0,interesting,albeit,relatively,early,latest,covid,science,antibody,persistence,young,people,air,pollution
328.0,ani,corona,rally,ani,corona,rally
331.0,employed,week,food,travel,fash
336.0,people
338.0,property,tax,increase,pay,joke,property,tax,increase,pay,joke
339.0,shock,working,tracing,shock,working,tracing
341.0,book,revealing,fumbling,angry,corrupt,racist,vengeful,ignorant,president,president,book,revealing,fumbling,angry,corrupt,racist,vengeful,ignorant,president,preside
343.0,public,health,person,help,clarify,great,update,new,public,health,person,help,clarify,great,update,new
344.0,great,featured,ode,great,featured,ode
345.0,chief,covid,chief,covid
346.0,great,social,great,social
348.0,god,surely,appropriate,right,time,pray,curing,corona,yesterday,saw,dream,fighting,china,nuclear,arsenal,aga
352.0,situation,fair,aside,hearts,looking
353.0,understand,able,hair,pandemic
354.0,great,raising,local,government,city,region,local,great,raising,local,government,city,region,local
355.0,federation,western,cine,thanks,coming,support,directly,federation,western,cine,thanks,coming,support
358.0,tested,positive,covid,tell,sake,people,tested,positive,covid,tell,sake
359.0,come,restaurant,paper,bag,mask,good,measure,fight,come,restaurant,paper,bag,mask,good,measure,fight
360.0,beware,dangerous,china,corona,congress,communist,lastly,support,beware,dangerous,china,corona,congress,communist,lastly,support
361.0,pickup,line,hey,corona,coz,pickup,line,hey,corona,coz
363.0,recovery,rate,june,recovery,rate,june
364.0,yes,booked,covid,hopeful
365.0,day
371.0,thing,going,hard,times,thing,going,hard,times
372.0,let,dance,sing,congregate,way,shorter,vote,singing,transmission
374.0,need,fight,plan,unlock
375.0,read,slavery,current,work,read,slavery,current,work
376.0,analysis,san,use,stimulus,money,analysis,san,use,stimulus,money
377.0,covid,stop,normal
378.0,place,kind,tell,state,subject,state,decide,weather,place,kind,tell,state,subject,state,decide
380.0,throwback,song,bang,covid,party,attend,drop,throwback,song,bang,covid,party,attend,drop
381.0,post,according,survey,public,health,expert,post,according,survey,public,health
382.0,tipping,point,forcing,finally,cut,chaos
384.0,thread,literally,read,share,thread,literally,read,share
385.0,trump,threat,covid,action,necessary,contain,trump,threat,covid,action,necessary
386.0,tested,positive,covid,tell,sake,people,tested,positive,covid,tell,sake
390.0,system,designed,price,system,designed
391.0,dispute,northern,chin,dispute,northern,chin
394.0,system,update,increasing,likelihood,exploit,attention
398.0,press,secretary,repeatedly,refusing,answer,told,president,trump,safe,hold,rally,press,secretary,repeatedly,refusing,answer,told,president,trump,safe
399.0,hello,danger,allow,help,china,hello,danger,allow,help,china
400.0,right,delighted,covid,closed,internal,count,right,delighted,covid,closed,internal,count
402.0,learn,japan
404.0,ideological,opposing,track,trace,recap,ideological,opposing,track,trace,recap
405.0,consider,collateral,damage,fear,driven,policy,major,consider,collateral,damage,fear,driven,policy,major
406.0,warn,trump,follow,killing,revolution
407.0,forward,robust,relationship,mice,tourism
408.0,generally,listen,program,mon,people,found,generally,listen,program,mon,people
410.0,massive,covid,outbreak,trump,rally,massive,covid,outbreak,trump,rally
411.0,utterly,damning,report,test,trace,secretive,process,led,million,contract,utterly,damning,report,test,trace,secretive,process,led,million
412.0,wealthy,trump,getting,millions,relief,meant,small,administration,wealthy,trump,getting,millions,relief,meant,small,administration
414.0,new,post,follow,link,provided,china,find,new,target,salmon,new,yor
415.0,pinch,salt,overcome,stench,massive,pile,claim,government,successfully
418.0,profit,maximization,furlough,fraud,work,funds,unde,profit,maximization,furlough,fraud,work
420.0,new,covid
421.0,thank,listing
422.0,peter,pandemic,arsenal
424.0,great,commentary,evidence,severe,great,commentary,evidence,sever
430.0,toast,stopped,following,corona,virus
432.0,tested,state,yesterday,total,tested,till,date,principal,health,tested,state,yesterday,total,tested,till,date
433.0,right,blocking,billion,early,voting,vote,mail,registration,pass,right,blocking,billion,early,voting,vote,mail,registration
434.0,staggering,covid,encroachment,government,use,way,kill
437.0,people,industry,got,offer,support,people,industry,got,offer,support
439.0,press,secretary,repeatedly,refusing,answer,told,president,trump,safe,hold,rally,press,secretary,repeatedly,refusing,answer,told,president,trump,safe
440.0,prepare,open,place,step,covid,secure,plan
441.0,difficult,thing,game,tough
442.0,feed,rage,disappointment,cat,feed,rage,disappointment,cat
445.0,hospital,ventilator,hospital,hospital,ventilator,hospital
448.0,patient,intensive,care
449.0,race,vaccine,leave
450.0,system,designed,price,system,designed
451.0,people,team,district,west,today,adhere,people,team,district,west,today
452.0,good,job,days,leaving,picked,good,job,days,leaving,picked
453.0,live,covid,solidarity,need,support,global,compact,live,covid,solidarity,need,support,global,compact,refugee
455.0,way,ensure,hungry,economic,damage,partly,way,ensure,hungry,economic,damage,partly
458.0,public,health,person,help,clarify,great,update,new,public,health,person,help,clarify,great,update,new
460.0,agree,differ,delighted,living,great,country
463.0,open,busy,saying,open,busy,saying
465.0,capital
469.0,gallery,freedom,space,little,sad
470.0,care,face,care,face
471.0,robot,covid,testing
473.0,dispute,northern,chin,dispute,northern,chin
474.0,giro,victim,according,pandemic,level,based,ann
479.0,let,clear,fully,phase,personal,responsibility,pandemic,let,clear,fully,phase,personal,responsibility,pandemic
480.0,kremlin,absurd,russia,politics
481.0,people,clear,blue,sky,come,series,racially,people,clear,blue,sky,come,series
482.0,employer,broke,furlough
483.0,pandemic,chance,demonstrate,new,guise,global,pandemic,chance,demonstrate,new,guise,global
484.0,breaking,sheriff,county,tested,positive,day,vis,breaking,sheriff,county,tested,positive,day
485.0,yesterday,new,additional,past,yesterday,new,additional,past
487.0,learning,need,extra,help,positive,learning,need,extra,help,positive
488.0,traveled,days,battle,reversed,car,drove,battle,traveled,days,battle,reversed,car,drove
489.0,regional,western,said,number,new,covid,linked,large,plant,regional,western,said,number,new,covid,linked,large
490.0,tower,open,use,tower,open,use
491.0,police,better,pay,support,public,police,better,pay,support,public
495.0,plan,corona,virus,outbreak,visiting,family,try,learned,chin,want,eat,rice,cute,ask,tea
496.0,far,trump,worry,beginning,far,trump,worry,beginning
498.0,raising,funds,peppermint,industrial,raising,funds,peppermint,industrial
500.0,lew,lew,testing,today,home,schooling,open,best
502.0,best,mate,crying
503.0,wrote,think,handling,covid,spoiler,great,wrote,think,handling,covid,spoiler,great
505.0,corona,basically,new,corona,basically,new
506.0,highest,number,active,south,number,active,highest,number,active,south,number
508.0,picture,year,old,pic,cos,nose,mask,den,social
509.0,hurt,heart,sorry,deal,loss,mary,soul,hurt,heart,sorry,deal,loss,mary
510.0,longer,longer
511.0,provide,southern,provide,southern
516.0,march,student,end,training,forego,volunteer,fight,march,student,end,training,forego,volunteer,fight
519.0,moving,gesture,coming,assistance,fellow,whilst,morocco,moving,gesture,coming,assistance,fellow,whilst,moro
520.0,prosecute,sam,people,gat,prosecute,minister,family,fly,covid
521.0,pandemic,world,war,pandemic,world,war
522.0,port,registry,costa,spa,infected,foreign,nationality,woman,retest
524.0,man,donate,blood,plasma,learning,recipient,man,donate,blood,plasma,learning,recipient
525.0,love,pride,went,trump,rally,got,stupid,plague,racism,infectious
526.0,ended,nationalism,turned,illiberal,ended,nationalism,turned,illiberal
527.0,fall,trap,mobile,spread,yes,fight,fall,trap,mobile,spread,yes,fight
528.0,twat,wonder,got,right,social,rule,stand,close,possible,pat
529.0,mockery,fash,mock
531.0,time,country,gross,dereliction,duty,outcry,surgeon,general,wear,mask,trump,pence,control
532.0,yes,completely,agree,younger,differ,difficult,apart,disc,yes,completely,agree,younger,differ,difficult,apart
533.0,capital,city,contain,fresh,wave,capital,city,contain,fresh,wave
534.0,congress,china,hum,congress,china,hum
535.0,interesting,stuff,furlough,end
537.0,answer,education,reach
540.0,covid,covid
543.0,hello,danger,allow,help,china,hello,danger,allow,help,china
544.0,smile,succeed,saving,million,people,thank,party,took,smile,succeed,saving,million,people,thank,party
547.0,low,providing,meet,certain,main,deposit,rate,ultra,cheap
548.0,city,phase,city,phase
549.0,internal,mistakenly,new,york,times,response,initially,ended,internal,mistakenly,new,york,times,response,initially,ended
551.0,expanding,practice,regardless,situation,expanding,practice,regardless,situation
552.0,covid,amazing
553.0,thank,opal,service,possible,everyday,feed,thank,opal,service,possible,everyday
554.0,self,cleaning,mask,kill
556.0,talking,covid,forced,stand,outside,rain
557.0,best,study,abroad,canada,best,study,abroad,canada
562.0,government,funded,clinical,trial,globally,find,treatment,government,funded,clinical,trial,globally,find,treatment
563.0,pedro,pro,blame,finishing,season,sam,pedro,pro,blame,finishing,season
564.0,health,secretary,totally,social,student,health,secretary,totally,social
565.0,received,june,today,deadline,offer,queen,mary,received,june,today,deadline,offer
566.0,ceremony,place,stadium,administrative,capital,public,ceremony,place,stadium,administrative,capital
568.0,anger,comes,care
570.0,independent,interview,think,period,incredible,interview,think,period,incredible
571.0,humanity,hidden,corona,virus,world,lead,disaster,million
573.0,total,failure,government,total,failure,government
574.0,federation,western,cine,thanks,coming,support,directly,federation,western,cine,thanks,coming,support
576.0,gotten,life,weirdly,anxious,gotten,life,weirdly,anxious
577.0,thought,fever,finally,boiling
582.0,reason,seen,want,stuck,situation,easily,reason,seen,want,stuck,situation
583.0,smile,succeed,saving,million,people,thank,party,took,smile,succeed,saving,million,people,thank,party
585.0,new,covid,screening,detention,staff,new
586.0,hear,new,pandemic,affecting,police,report,hear,new,pandemic,affecting,police
588.0,kindly,help,locate,owner,know,hell,able,replace,kindly,help,locate,owner,know,hell,able,replace
590.0,according,number,anti,woman,violence,risen,percent,start,covid,according,number,anti,woman,violence,risen,percent,start,covid
591.0,king,amid,pandemic
592.0,corona,spin
593.0,remember,year,experiment,government,pretended,black,people,vaccine,actually,remember,year,experiment,government,pretended,black,people,vaccine,actual
595.0,health,secretary,commons,finally,social,health,secretary,commons,finally
597.0,stunning,window,graphics,kick,start,post,roger,hill,road,stunning,window,graphics,kick,start,post,roger,hill
598.0,hey,saw,office,vice,president,working,covid,relief,start
599.0,people,news,mean,virus,gone,people,news,mean,virus,gone
600.0,region,beginning,reopen,making,outdoor,sho
603.0,list,goes,list,goes
604.0,sheriff,county,tested,positive,day,visiting,whit,sheriff,county,tested,positive,day,visiting
605.0,wondering,outrage,decision,restart,campaign,global,prote,wondering,outrage,decision,restart,campaign,global
606.0,forming,different,possible,forming,different,possible
607.0,access,transformation,powerful,session,course,free,access,transformation,powerful,session,course,free
610.0,june,join,pride,host,pride,live,pride,live,concert
612.0,damning,report,response,covid
613.0,confirmed,new,total,age,confirmed,new,total
618.0,student,bravely,early,fight,covid,told,month,student,bravely,early,fight,covid,told,month
619.0,kim,lost,grandma,dad,covid,remains,brother,kim,lost,grandma,dad,covid,remains,brother
620.0,student,minimum,month,working,contract,working,line,student,minimum,month,working,contract,working,line
622.0,psychological,assume,bakery,closed,tomorrow,bakery
624.0,director,critical,care,mater,experience,treating
625.0,help,reduce,spread,corona,virus,getting,better,help,reduce,spread,corona,virus,getting,better
627.0,loud,ass,bitch,love,movie,stop,talking,raggedy
632.0,new,covid,today,june,yesterday,new,wear,mask,new,covid,today,june,yesterday,new,wear
635.0,low,key,celebration,year,amid,covid,outbreak
636.0,office,vice,president,working,covid,relief,start,qua,office,vice,president,working,covid,relief,start
638.0,seven,staff,return,work
639.0,look,world,come,look,world,come
640.0,meeting,detail,plan,lifting,outlined,meeting,detail,plan,lifting,outlined
641.0,total,covid,pass,additional,past,respiratory,virus,source,total,covid,pass,additional,past,respiratory,virus,source
643.0,translation,need,money,translation,need,money
644.0,prediction,kill,people,corona,virus,fake,prediction,kill,people,corona,virus,fake
645.0,covid,real,veteran,singer,recovery,covid,real,veteran,singer,recovery
647.0,man,hero,man,hero
648.0,lazy,lazy,pro,ultimate,lazy,lazy,pro,ultimate
650.0,breakdown,state,found,breakdown,state,found
651.0,football,premier,league,season,day,absence,execrable,pandemic
653.0,urgent,close,ventilator,blood,group,plasma,tested,covid,urgent,close,ventilator,blood,group,plasma,tested,covid
654.0,minor,surgical,procedure,pandemic,feel,like,solid,plan
656.0,control,liberty,law,parliament,suspend,illegal,yesterday
657.0,export,pork,german,company,suspended,china,cluster,export,pork,german,company,suspended,china,cluster
660.0,county,covid,positivity,rate,wrong,way,wrong,way,active,county,covid,positivity,rate,wrong,way,wrong,way
664.0,tissue,regeneration,market,covid,impact,analysis,growth,rate,segmentation,investment
666.0,smart,technology,works,technology,help,smart,technology,works,technology
667.0,away,director,general
668.0,amnesty,report,voicing,opinion,covid,amnesty,report,voicing,opinion,covid
669.0,dan,sense,argue,sense,high,risk,category,ready,dan,sense,argue,sense,high,risk,category
670.0,crew,neck,perfect,weather,perfect,looking,crew,neck,perfect,weather,perfect
671.0,china,russia,trying,exploit,covid,crisis,china,russia,trying,exploit,covid,crisis
673.0,country,increase,need,play,ensure,pandemic,worsen,country,increase,need,play,ensure,pandemic,worsen
675.0,know,prove,prove,prove,prove,know,prove,prove,prove,prove
676.0,affected,little,differently,safe,goalkeeper,rob,green,affected,little,differently,safe,goalkeeper,rob
677.0,united,far,million,people,infected,dead
678.0,point,review,state,pension,point,review,state,pension
679.0,need,current,global,pandemic,unthinkable,prime,minister,rever,need,current,global,pandemic,unthinkable,prime,minister
680.0,traveled,days,battle,reversed,car,drove
682.0,uprising,chronology,read,uprising,chronology,read
684.0,china,pandemic,position,world,know,china,pandemic,position,world,know
685.0,zaibatsu,help,stop,spread,science,simple,help,stop,spread,science,simple
686.0,garbage,care,add,list,garbage,care,add,list
687.0,missing,missing
688.0,hope,men,ashamed,pandemic,hope,men,ashamed,pandemic
690.0,corona,virus,burden,greater,strength,bear,pardon,grant,corona,virus,burden,greater,strength,bear,pardon,grant
691.0,confinement,toxic,boredom,plagued,long,term,care,covid,confinement,toxic,boredom,plagued,long,term,care,covid
692.0,funder,breaking,trump,lied,saying,effect,young,people,impeachable,lie,breaking,trump,lied,saying,effect,young,people,impeachable,lie
694.0,corona,basically,new,corona,basically,new
695.0,mary,little,thrift,store,pandemic,homeless,mary,little,thrift,store,pandemic
697.0,vice,president,pence,success,covid,day,vice,president,pence,success,covid,day
698.0,wear,encouraging,people,wear,face,leave
699.0,racing,stop,new,outbreak,abattoir,western,state,north,rhine,racing,stop,new,outbreak,abattoir,western,state,north
701.0,translation,need,money,translation,need,money
702.0,phoebe,love,rainbow,peacock,wonderful,drawing,looking,smile,phoebe,love,rainbow,peacock,wonderful,drawing,looking,smile
703.0,media,wait,entire,nation,die,start,covering,media,wait,entire,nation,die,start
705.0,health,secretary,commons,finally,social,health,secretary,commons,finally
706.0,china,war,purposeful,diversion,mismanagement,corona,chi
707.0,conduct,covid,rapid,antigen,methodology,new,home,kish,conduct,covid,rapid,antigen,methodology,new,home,reddy
708.0,fight,cop,steal,busted,drunk,wheel,dare,fight,cop,steal,busted,drunk,wheel,dar
715.0,corona,basically,new,corona,basically,new
718.0,member,staff,concession,company,limited,tollgate,tested,positive,covid,member,staff,concession,company,limited,tollgate,tested,positive
