3.0,willing,test,exposure,rep,yap
138.0,remember,coming,talk,let,pandemic,distract,fact,premier,league
139.0,appeal,divert,new,parliament,building,central,vista,supple,appeal,divert,new,parliament,building,central,vista
140.0,getting,time,check,cover,covid,unemployment,canada,getting,time,check,cover,covid,unemployment,canada
141.0,acre,wood,middle,earth,acre,wood,middle,earth
143.0,day,mean,fragile,day,mean,fragile
145.0,democratic,rep,ben,tested,positive,week,said,democratic,rep,ben,tested,positive,week,said
146.0,waste,necessary,taken,seriously,government,daily
147.0,foreign,office,steven,dick,deputy,head,mission,embassy,foreign,office,steven,dick,deputy,head,mission,embassy,covid
149.0,good,morning,stay,safe,care,beloved
152.0,china,public,health,emergency,scope,mandate,outbreak,china,public,health,emergency,scope,mandate
153.0,rightly,said,yes,stop,pandemic,corona,pandemic,real,global,care,religion,sect,status,skin,colour,profession,nationality
156.0,stay,home,walk,dog,jog,walk,health,minister,walking,dogs
158.0,said,princess,said,princess
160.0,agree,hope,china,starting,virus
161.0,rate,case,day,hospital,capacity,week
164.0,flu,epidemic,million,million,far,flu,epidemic,million,million,far
167.0,want,remain,hungry,covid,relief,package,news
168.0,ashamed,admit,worried
169.0,wedding,obvious,chocolate,wedding,time,wedding,obvious,chocolate,wedding
171.0,corona,virus,body,gummy,ate,ago,corona,virus,body,gummy,ate,ago
173.0,solidarity,pandemic,giving,help,solve,immediate,need,don,solidarity,pandemic,giving,help,solve,immediate,need
175.0,people,smoke,tobacco,risk,sick,contract,people,smoke,tobacco,risk,sick,contract
176.0,live,times,tune,know,printing,technology,help
181.0,corona,corona
182.0,best,way,engage,fit,kill,corona
184.0,people,dying,trump,head
185.0,wealthy,travel,warning,second,home,bolthole,wealthy,travel,warning,second,home,bolthole
186.0,year,old,hospital,worker,found,dead,home,year,old,child,body,year,old,hospital,worker,found,dead,home,year,old,child
187.0,government,production,abroad,tax,evasion
188.0,airport,check,spread,covid,airport,check,spread,covid
189.0,queen,remains,good,health,prince,tested,positive,palace,new
190.0,retail,construction,sector,taking,protect,retail,construction,sector,taking,protect
191.0,big,crore,economic,relief,package,medical,insurance,cover,warrior,big,crore,economic,relief,package,medical,insurance,cover
192.0,instead,gender,political,tool,supportive,covid,crisis,nurse,child,early,childhood,aged,car
197.0,covid,damn,lot,handling,pandemic,covid,damn,lot,handling,pandemic
199.0,mayor,enlist,service,let,help,city,love,mayor,enlist,service,let,help,city,love
203.0,urgent,sale,model,price,reasonable,negotiation,buyer,urgent,sale,model,price,reasonable,negotiation
205.0,khan,away,shut,faith,journalist,khan,away,shut,faith,journalist
206.0,case,spent,massive,gathering,case,spent,massive
207.0,war,war,worry,particularly,backed,war,mill
208.0,breaking,prince,positive,breaking,prince,positive
215.0,new,confirmed,new,confirmed
216.0,ani,total,people,came,contact,clinic,doctor,days,health,minister,total,people,came,contact,clinic,doctor,days
217.0,right,wing,excuse,target
218.0,month,subscription,best,way,kill,time,enjoying
220.0,gratitude,giving,opportunity,support,curb,pan,gratitude,giving,opportunity,support
221.0,privileged,salaried,people,sitting,air,conditioned,stuffed,privileged,salaried,people,sitting,air,conditioned,stuffed
222.0,thy,yes,confess,powerlessness,yes,confess,thy,yes,confess,powerlessness,yes,con
224.0,works,hard,working,works,hard,working
225.0,animal,crossing,pandemic,literally,know,spending,night
226.0,russia,president,currently,visiting,covid,leading,russia,president,currently,visiting,covid,leading
229.0,roundup,rock,panic,recommendation,roundup,rock,panic,recommendation
230.0,technology,surveillance,history,crisis
231.0,covid,stop,world,tour,covid,stop,world,tour
234.0,believe,world,overcome,covid,believe,world,overcome,covid
236.0,new,service,brighten,day,starring,feel,free,add,cap,new,service,brighten,day,starring,feel,free,add
239.0,holy,hell,nursing,manager,hospital,hospital,holy,hell,nursing,manager,hospital
240.0,safe,simple,advice,safe,simple,advice
241.0,world,rid,corona,virus,stop,world,rid,corona,virus,stop
242.0,hello,stop,making,fun,know,father,working,dame,hello,stop,making,fun,know,father,working,dame
244.0,play,suddenly,play,suddenly
245.0,total,total
246.0,international,today
248.0,spent,week,fighting,life,share,personal,video,spent,week,fighting,life,share,personal,video
249.0,son,bought,help,university,avail,son,bought,help,university
250.0,plastic,protect,availability
251.0,sri,embassy,read,sri,embassy,read
254.0,black,mother,told,priority,worst,covid
257.0,said,princess,said,princess
258.0,package,ready,poor,need,immediate,help,like,migrant,urban,rural,poor,package,ready,poor,need,immediate,help,like,migrant,urban,rural
260.0,behalf,thanks,behalf,thanks
261.0,order,preventive,avoid,getting,order,preventive,avoid,getting
263.0,social,oneself,nature,social,oneself,nature
265.0,help,slow,spread,identify,risk,sooner,self,daily
266.0,going,phone,covid,toll,free,number,report,finished,alcohol,going,phone,covid,toll,free,number,report,finished
267.0,fact,think,spit,distributed,state
268.0,new,york,times,worked,doctor,film,hospital,hit,new,york,times,worked,doctor,film,hospital,hit
271.0,million,support,covid,fight,million,support,covid,fight
273.0,massive,crore,package,tackle,roughly,percent,annual,massive,crore,package,tackle,roughly,percent,annual
280.0,based,global,engineering,firm,weir,outlook
282.0,quarantine,days,productive,stay,home,stay,safe,win,exciting,contest,quarantine,days,productive,stay,home,stay,safe,win,exciting
286.0,relief,funds,fight,corona,pandemic,relief,funds,fight,corona,pandemic
287.0,purview,covid,currently,operating,reduced,strength
288.0,economy,shrink,year,unemployment,economy,shrink,year,unemployment
289.0,till,epidemic,summer,proper,academic,session,till,epidemic,summer,proper,academic,session
290.0,post,simply,fact,look,covid,accuse,spreading,post,simply,fact,look,covid,accuse,spreading,lie
291.0,permanent,outrageous,charging,parking,permanent,outrageous,charging,parking
292.0,corona,dey,enter,long
294.0,interesting,perspective,young,interesting,perspective,young
295.0,join,quarantine,edition,late,late,join,quarantine,edition,late,late
296.0,president,suspension,public,transport,country,days,fight,president,suspension,public,transport,country,days,fight
297.0,shamelessness,peak,instruct,police,arrest,man,punish,hard,shamelessness,peak,instruct,police,arrest,man,punish,hard
300.0,face,eviction,housing,discrimination,face,eviction,housing,discrimination
301.0,speak,house,obviously,written,clever,pretty,sure,tell,speak,house,obviously,written,clever,pretty,sure,tell
305.0,decision,work,isolation,want,compromise,dear,colleague,decision,work,isolation,want,compromise,dear,coll
306.0,crore,relief,fund,support,sri,turbulent,crore,relief,fund,support,sri,turb
307.0,low,key,corona,virus,right,loud,everybody,low,key,corona,virus,right,loud,everybody,fee
308.0,spring,breaker,seen,viral,video,threat,new,message,life,precious,spring,breaker,seen,viral,video,threat,new,message,life,precious,don
310.0,clear,calling,virus,health,emergency,travel,clear,calling,virus,health,emergency,travel
311.0,corona,virus,flown,karma,real,corona,virus,flown,karma,real,man
313.0,time,stand,need,relief,fund,fight,time,stand,need,relief,fund
320.0,point,enable,precise,targeted,stop,transmission,save,live,point,enable,precise,targeted,stop
322.0,hospital,admit,patient,want,zero,new,case,record,hospital,admit,patient,want,zero,new,case,record
323.0,person,insurance,cover,dealing,outbreak
324.0,people,like,health,petrol,bank,supermarket,considered,people,like,health,petrol,bank,supermarket,considered
326.0,dad,ventilator,pray,hospital,test,positive,dad,ventilator,pray,hospital,test,positive
327.0,playbook,sat,office,shelf,director,preparedness,response,playbook,sat,office,shelf,director,preparedness,response
328.0,provision,senate,bill,providing,unemployment,people,financial,trouble,sen,provision,senate,bill,providing,unemployment,people,financial
331.0,aide,unconscious,hearse,attack,response,aide,unconscious,hearse,attack
332.0,harm,chloroquine,covid,kill,long,time,high,harm,chloroquine,covid,kill,long,time
333.0,great,article,path,forward,great,article,path,forward
335.0,donate,salary,help,fight,corona,virus,donate,salary,help,fight,corona,virus
336.0,providing,critical,support,response,state,local,tribal,providing,critical,support,response,state,local,tribal
337.0,left,trump,plan,follow,plan,hidden,trump,find,book,left,trump,plan,follow,plan,hidden,trump,find,book
338.0,national,bank,employee,fired
339.0,maybe,read
340.0,apartheid,era,people,based,race,national,curtail,spread,deadly,virus,apartheid,era,people,based,race,national,curtail,spread,dead
343.0,light,covid,operating,limited,team,longer,usual
344.0,expect,social,expect,social
348.0,university,hospital,covid,treatment,university,hospital,covid,treatment
349.0,handful,said,head,medical
350.0,propaganda,swing,china,help,help,push,causing,economically,costly,help,buy,time,prevent
351.0,question,flawed,ways,flawed
352.0,mark,covid,image,group,basque,refugee,mark,covid,image,group,basque,refugee
353.0,said,princess,said,princess
354.0,actor,politician,donated,crore,fight,crore,relief,actor,politician,donated,crore,fight,crore
356.0,flu,like,entire,world,shutdown,flu,like,illness,repeat,flu,like,entire,world,shutdown,flu,like,illness,repeat
358.0,police,shoot,dead,people
359.0,gem,close,look,like,covering,sen
361.0,believe,world,overcome,covid,believe,world,overcome,covid
362.0,permit,caught,permit,fine,permit,caught,permit,fine
364.0,good,morning,stay,home,stay,safe,grand,piano,home,good,morning,stay,home,stay,safe,grand,piano,home
369.0,president,trump,restricted,travel,china,response,flu,lunatic,president,trump,restricted,travel,china,response,flu,lunatic
372.0,actor,politician,donated,crore,fight,crore,relief,actor,politician,donated,crore,fight,crore
374.0,restore,covid,stay,home,restore,covid,stay,home
375.0,vacate,hospital,staff,treating,chi,vacate,hospital,staff
376.0,medical,received,yuan,daily,subsidy,medical,received,yuan,daily,subsidy
379.0,sit,dharna,beat,doctor,sit,dharna,beat,doctor
380.0,men,men
382.0,place,stop,spread,disease,place,stop,spread,disease
383.0,outbreak,relief,fund,support,daily
384.0,read,remember,trump,holding,aid,new,york,spite,criticism,leadership,read,remember,trump,holding,aid,new,york,spite,criticism,leader
385.0,actor,politician,donated,crore,fight,crore,relief,actor,politician,donated,crore,fight,crore
386.0,pray,protect,covid,pray,protect,covid
387.0,happy,birthday,stay,safe,anti,corona,virus,god,bless
388.0,army,stay,home
389.0,finally,got,social,tan,finally,got,social,tan
390.0,problem,dead,problem,dead
392.0,medical,staff,contribute,pool,public,health,training,prompt,medical,medical,staff,contribute,pool,public,health,training,prompt
393.0,remember,said,covid,way,cleanse,world,remember,said,covid,way,cleanse,world
394.0,era,corona,want
395.0,world,covid,pandemic,global,economy,convene,world,covid,pandemic,global,economy
399.0,unsold,past,getting,interest,need,fast,content,apple,unsold,past,getting,interest,need,fast,content
402.0,diversity,action,jack,mar,new,usual,thing
406.0,said,princess,said,princess
407.0,time,drink,water,eat,healthy,corona,festive,blind,time,drink,water,eat,healthy,corona,festive,blind
409.0,wishing,deployment,wishing,deployment
410.0,look,lady,riding,foot,scooter,kamias,road,city,wearing,placard,calling,free,look,lady,riding,foot,scooter,kamias,road,city,wearing,placard,calling
411.0,eaten,pubes,piss,hair,vomit
412.0,protect,stay,safe,share,information,help,help,protect,stay,safe,share,information,help
413.0,want,mate,swear,day,longer,going
416.0,editorial,board,piece,credit,leading,opposition
418.0,glad,family,stay,home,initially,permission,wife
419.0,stop,calling,virus,china,seriously,stop,raw,health,need,come,stop,calling,virus,china,seriously,stop,raw,health,nee
420.0,influencer,reportedly,licking,toilet,influencer,reportedly,licking,toilet
421.0,jeff,man,net,worth,billion,inter,million,jeff,man,net,worth,billion,inter,million
426.0,thank,appreciate,pro,active,gesture,corona,relief,thank,appreciate,pro,active,gesture,corona,relief
428.0,tell,think,government,share,town,hall,tell,think,government,share,town,hall
429.0,ani,china,dragged,international,court,stripped,veto,power,crime,humanity,covid,ani,china,dragged,international,court,stripped,veto,power,crime
430.0,know,south,deep,red,like,year,graham,sneering,know,south,deep,red,like,year,graham,sneering
431.0,think,trump,stupid,president,went,live,tell,people,corona,think,trump,stupid,president,went,live,tell,people
435.0,ani,amazed,ridiculous,logic,budget,allocation,time
436.0,death,toll,death,toll
437.0,thought,settle,think,spend,money,government,need,thought,settle,think,spend,money,government,need
441.0,karma,wheel,singer,taken
442.0,hospital,admit,patient,want,zero,new,case,record,upset,family,fight,wit,hospital,admit,patient,want,zero,new,case,record,upset,family
444.0,vote,aid,going,vote,aid,going
446.0,mental,pandemic,mental,library,bathroom,test,later,day
449.0,wholehearted,gratitude,sri,ram,fight,corona,wholehearted,gratitude,sri,ram,fight
455.0,national,action,plan,covid,public,health,crisis,retired,high,national,action,plan,covid,public,health,crisis,retired
456.0,globally,globally
459.0,careful,wash,possible,aware,touching,stay,home,safe
462.0,dear,note,branch,opening,notice
463.0,pay,covid,pay,covid,pay,covid,pay
464.0,offering,special,package,poor,day,offering,special,package,poor,day
466.0,chief,donate,crore,prime,national,relief,fund,chief,donate,crore,prime,national,relief,fund
469.0,stay,home,safe,gain,profit,epidemic,stop,work,affect,business
470.0,kept,horrible,cross,kept,horrible,cross,con
474.0,climbing,col,quarantine,today,tomorrow,seriously,climbing,col,quarantine,today,tomorrow,serio
475.0,lost,friend,today,tweet,lost,friend,today,tweet
476.0,specialist,medical,supporting,tory,like,specialist,medical,supporting,tory,like
479.0,spore,invent,covid,test,tell,infected,spore,invent,covid,test,tell,infected
481.0,nurse,lost,battle,treating,infected,nurse,away
482.0,necessary,important,humane,considerate,necessary,important,humane
484.0,people,respond,contrast,lot,people,respond,contrast,lot
485.0,specialist,medical,supporting,tory,like,specialist,medical,supporting,tory,like
486.0,follow,government,advice,home,test,covid,boots,follow,government,advice,home,test,covid,boots
489.0,donated,money,covid,relief,fund,far,donated,money,covid,relief,fund,far
492.0,murder,murder,murder,murder,murder,murder,murder,murder,murder,murder,murder,murder,murder,murder
495.0,ani,breaking,help,instead,inject,sleeping,ani,breaking,help,instead,inject,sleep
496.0,important,following,recent,guidance,stop,spread,virus,temporarily,closed,important,following,recent,guidance,stop,spread,virus,temporarily,closed,practic
501.0,playbook,sat,office,shelf,director,preparedness,response,playbook,sat,office,shelf,director,preparedness,response
503.0,giving,good,practice,giving,good,practice
504.0,think,conspiracy,miscalculation,maybe,think,approach,critical,think,conspiracy,miscalculation,maybe,think,approach,critical
508.0,number,pandemic,heart,people,number,pandemic,heart
510.0,lot,talk,recent,days,face,alcohol,based,hand,far,lot,talk,recent,days,face,alcohol,based,hand,far
513.0,alongside,case,tracker,site,update,number,alongside,case,tracker,site,update,number
516.0,visit,work,cause,throated,big,dick
517.0,covid,radically,alter,urban,life,covid,radically,alter,urban,life
519.0,government,miss,big,opportunity,change,course,epidemic,stupidity,intent,government,miss,big,opportunity,change,course,epidemic,stupidity
520.0,live,prime,minister,isolation,center,live,prime,minister,isolation,center
522.0,covid,temporary,drip,queen,impeccable,covid,temporary,drip,queen,impeccable
525.0,china,blamed,chaos,spreading,fear,consulate,staff,fro,china,blamed,chaos,spreading,fear,consulate
527.0,hell,head,ministry,health,treat,infected,hell,head,ministry,health,treat
528.0,new,police,wellington,paranormal,team,provide,important,little,bit,new,police,wellington,paranormal,team,provide,important,little
529.0,self,congratulation,feature,daily,news,white,house,especially,pronounced,tod,self,congratulation,feature,daily,news,white,house,especially
530.0,time,stand,need,relief,fund,fight,time,stand,need,relief,fund
532.0,think,trying,power,grab,legislation,think,trying,power,grab,legislation
535.0,high,court,free,risk,right,high,court,free,risk,right
536.0,miss,life,miss,life
537.0,sorry,dressing,dog,day,day,social,sorry,dressing,dog,day,day,social
538.0,stay,safe,solidarity,home,social,calling
539.0,absolute,disgrace,ignorance,importance,adherence
540.0,floor,covid,undiagnosed,sick,impossible
545.0,update
548.0,amid,travel,contain,spread,year,old,daily,amid,travel,contain,spread,year
549.0,simple,rule,tested,self,quarantine,simple,rule,tested,self,quarantine,con
550.0,important,message,alert,bin,ovation,pass,important,message,alert,bin,ovation
553.0,time
556.0,holy,hell,nursing,manager,hospital,hospital,holy,hell,nursing,manager,hospital
557.0,stuck,isolation,stuck,isolation
558.0,successful,treatment,covid,breathing,successful,treatment,covid
560.0,sen,sonny,positive,covid,senator,hit,virus
562.0,inside,corporate,covid,commission,inside,corporate,covid,commission
563.0,university,hospital,covid,treatment,university,hospital,covid,treatment
564.0,stand,gain,new,economic,relief,package,size,family,stand,gain,new,economic,relief,package,size,family
565.0,today,new,york,city,past,president,nee,today,new,york,city,past
567.0,insensitive,difficult,times,carrying,essential,right,shou,insensitive,difficult,times,carrying,essential,right
568.0,khan,leading,party,standing,khan,leading,party,standing
570.0,scheme,pandemic,situation,allow,non,advance
573.0,far,donated,million,face,million,official,far,donated,million,face,million
574.0,pray,survive,pandemic,kindly,tweet,pray,survive,pandemic,kindly,tweet
576.0,taking,right,right,time,vital,slow,spread,disease,stay,home,taking,right,right,time,vital,slow,spread,disease,stay,home
583.0,getting,time,check,cover,covid,unemployment,canada,getting,time,check,cover,covid,unemployment,canada
585.0,calling,today,launch,covid,community,response,fund,calling,today,launch,covid,community,response,fund
587.0,german,remote,currently,german,remote,currently
588.0,option,testing,difficult,study,fast,supplementary,option,testing,difficult,study,fast
589.0,throttle,corona,crisis,based,typical,speed,way,throttle,corona,crisis,based,typical,speed
590.0,stop,charging,pass,stop,charging,pass
591.0,virus,virus,restriction
595.0,potential,game,changer
597.0,saying,saying
602.0,join,quarantine,edition,late,late,join,quarantine,edition,late,late
604.0,ready,stay,home,new,special,march,ready,stay,home,new,special,march
610.0,comrade,salute,comrade,salute
611.0,spread,covid,way,world,ready,adapt,cha
612.0,trump,campaign,cease,desist,letter,demanding,immediately,pull,trump,campaign,cease,desist,letter,demanding,immediately,pull
613.0,covid,covid
614.0,medio,coincide,mal,medio,coincide,mal
615.0,infected,naik,orang,naik,orang,naik,orang,update,corona
616.0,yes,need,crowded,turning,broken,record,public,information,campaign,social
619.0,covid,scare,death,mount
620.0,thank,appreciate,golden,people,follow,time,thank,appreciate,golden,people,follow
621.0,report,people,outside,report,people,outside
622.0,willing,wasted,severe,senate,seat,willing,wasted,severe,senate
623.0,judge,release,founder,prison,outbreak,independent,judge,release,founder,prison,outbreak,independent
625.0,man,taught,world,definition,treat,brought,man,taught,world,definition,treat,brought
627.0,breathe,breathe
628.0,took,took
629.0,social
630.0,pray,protect,covid,pray,protect,covid
632.0,hospital,admit,patient,want,zero,new,case,record,upset,family,fight,wit,hospital,admit,patient,want,zero,new,case,record,upset,family
634.0,talk,soon,news
635.0,need,start,roi,staff,working,protective,clothing,treating,covid
637.0,cool,productivity,explore,newly,remote,team,won,cool,productivity,explore,newly,remote,team
638.0,relief,funds,fight,corona,pandemic,relief,funds,fight,corona,pandemic
639.0,director,relief,funds,fight,corona,pandemic
642.0,wait,complete,lock,working,point,tweet,wait,complete,lock,working,point,tweet
643.0,china,shift,blame,conspiracy,savior
645.0,extraordinary,statistic,extraordinary,statistic
646.0,link,school,bulletin,office
648.0,going,live,pst,subscribe,daily,live,going,live,pst,subscribe,daily
650.0,year,old,lawyer,vital,revive,economy,save,people,pro,year,old,lawyer,vital,revive,economy,save,people
651.0,princess,heaven,reading,news,prince,tested,positive,princess,heaven,reading,news,prince,tested,positive
653.0,work,plastics,factory,photographic,evidence,social
655.0,rapid,change,tack,government,interaction,science
656.0,going,midnight,hog,attention,going,midnight,hog,attention
658.0,help,family,member,orange,county,vent,critical,condition,urgently,seeking,help,family,member,orange,county,vent,critical,condition,urgently
660.0,tweet,group,donate,needy,people,affected,tweet,group,donate,needy,people,affected
661.0,president,mura,president,mura
662.0,person,medical
664.0,solution,saving,covid,stay,home
668.0,chairman,contracted,trip,life,chairman,contracted,trip,life
669.0,silly,tweet,money,budget,spent,juvenile,silly,tweet,money,budget,spent,juvenile
670.0,great,sixth,country,world,beg,personal,protective,equipment,great,sixth,country,world,beg,personal,protective,equipment
671.0,slogan,tun,stay,home,sentence,slogan,tun,stay,home,sentence,stay,home
675.0,company,kept,filling,suspicious,epidemic,company,kept,filling,suspicious
676.0,sit,dharna,beat,doctor,sit,dharna,beat,doctor
677.0,excuse
678.0,disgrace,humanity,release,view,covid,disgrace,humanity,release,view,covid
682.0,ram,ram,china,blocking,discussion,led,discuss,ram,ram,china,blocking,discussion,led,disc
683.0,superpower,help,hand,superpower,help,hand
686.0,infantile,irresponsible,media,trying,best,god
688.0,going,worse,black,medical,system,like,pain,real,going,worse,black,medical,system,like,pain,real
690.0,sure,need,stay,home,advice,club
692.0,want,stop,pandemic,important,hold,fire,ensure,meaningful,want,stop,pandemic,important,hold,fire,ensure,meaningful
694.0,super,spreader,entire,world,super,spreader,entire,world
695.0,visible,far,social,political,reformer,love,visible,far,social,political,reformer,love
697.0,breaking,economic,relief,package,lak,medical,insurance,cover
698.0,propaganda,machine,going,throttle,twitter,subjected,hatred,troll,propaganda,machine,going,throttle,twitter,subjected,hat
700.0,latest,unified,daily,thanks
701.0,need,worry,affected,blame,need,worry,affected
702.0,boy,hey,baby,like,corona,enter,shutdown,girl,boy,hey,baby,like,corona,enter,shutdown,girl
706.0,good,friend,taken,making,preventative,let,know,need
708.0,total,total
710.0,contact,right,help,contact,right,help
711.0,politician,tested,positive,covid,taken,primary,health,care,facility,constituency,politician,tested,positive,covid,taken,primary,health,care,facility,constituency
712.0,prince,high,government,testing,positive,wit,prince,high,government,testing,positive
713.0,interesting,ways,manage,team,social
714.0,wash,brain,unused,brain,man,corona,virus,drama,like,demonetization
715.0,better,maybe
716.0,tell,enjoying
717.0,action,cooking,people,curfew,resp,action,cooking,people,curfew
718.0,breaking,trump,team,exercise,pandemic,taking,office,breaking,trump,team,exercise,pandemic,taking,office,wer
721.0,health,struggling,hold,people,tested,health,struggling,hold,people,tested
723.0,market,shop,municipal,corporation,come,market,shop,municipal,corporation,come
724.0,right,think,getting,million,shield,right,think,getting,million,shield
725.0,hero,shame,curler,wright,hospital,help,fight
727.0,incredible,situation,upsetting,important,incredible,situation,upsetting,import
732.0,received,covid,sex,worker,emergency,support,fund,rea,received,covid,sex,worker,emergency,support,fund
733.0,people,come,searching,food,stay,home,stay,safe,deliver,mouth,watering,people,come,searching,food,stay,home,stay,safe,deliver,mouth
736.0,getting,protect,stay,home,border,force,welcome,getting,protect,stay,home,border,force
737.0,specialization,treating,thing,specialization,treating,thing
738.0,non,story,non,journalism,deal,won,super
740.0,attack,trump,crisis,key,attack,trump,crisis,key
741.0,warning,care,voter,fraud,voting,provision,final,relief,package,warning,care,voter,fraud,voting,provision,final,relief,pac
742.0,tired,man,family,help,unemployed
744.0,provide,free,cost,help,people,stay,home
747.0,running,ground,nearly,running,ground,nearly
748.0,morning,middle,pandemic,people,dying,economy,morning,middle,pandemic,people,dying,economy
749.0,beautiful,cherry,come,cherry,tree,garden,central,hen,beautiful,cherry,come,cherry,tree,garden,central,china
750.0,insurance,cover,personnel,health,sanitation,hospital,management,directly,dealing,patient,insurance,cover,personnel,health,sanitation,hospital,management,directly,dealing
751.0,hospital,hospital
758.0,emergency,physician,exposure,chosen,isolate,family,safe,emergency,physician,exposure,chosen,isolate,family
