2.0,social,man,hero,social,man,hero
163.0,begging,help,need,use,advocate,protect,covid,begging,help,need,use,advocate,protect,covid
164.0,real,silent,killer,corona,virus,real,silent,killer,corona,virus
165.0,vision
167.0,rise,week,government,adviser
170.0,outbreak,west,people,coming,quarantine,outbreak,west,people,coming,quarantine
171.0,thing,keeping,positive,global,pandemic
173.0,corona,virus,turned,bunch,word
174.0,social,social
175.0,live,press,briefing,task,force,live,press,briefing,task,force
176.0,pandemic,vital,stay,wary,peddling,miracle,natural,pandemic,vital,stay,wary,peddling,miracle,natural
177.0,believe,god,fill,wallet,pandemic,believe,god,fill,wallet,pandemic
179.0,social,important,patriot
181.0,good,interpretation,actual,situation,glad,good,interpretation,actual,situation
183.0,yesterday,lost,dad,broken,mum,brother,sister,fought,health,yesterday,lost,dad,broken,mum,brother,sister,fought,health
185.0,great,sadness,announce,member,nursing,family,sadly,great,sadness,announce,member,nursing,family,sadly
186.0,think,support,china,despite,damning,evidence,think,support,china,despite,damning,evidence
187.0,sorry,understanding,non,medical,cause,pneumonia
189.0,literally,lim,deadly,disease,contracted,got,literally,lim,deadly,disease,contracted
190.0,important,tweet,place,time,dress,like
191.0,need,create,need,create
192.0,impulse,authoritarianism,strong,little,country,impulse,authoritarianism,strong,little
193.0,hanging,tweet,day,row,starting,think,biggest,fan,hanging,tweet,day,row,starting,think
194.0,expect,refund,tax,change,recovery,continue,expect,refund,tax,change,recovery
197.0,talk,bucking,system,police,officer,hand,chopped,sword,covid
198.0,nancy,visiting,san,late,telling,stop,nancy,visiting,san,late,telling,stop
199.0,governor,said,later,week,economic,resiliency,task,force,governor,said,later,week,economic,resiliency,task,force
200.0,speech,global,pandemic
202.0,actually,crime,extend,lock,clear,direction,survive,actually,crime,extend,lock,clear,direction,survive
203.0,covid,update,latest,smith,covid,update,latest,smith
208.0,hey,patent,virus,like,deadly,virus
209.0,decision,fire,fine,unconscionable,effort,avoid,accountability,corruption,decision,fire,fine,unconscionable,effort,avoid,accountability,cor
211.0,love,biggest,send,love,biggest,send
212.0,thanks,appeal,stop,thanks,appeal,stop
215.0,hate,problem,beard,taunt,saying,spit,food,spread,hate,problem,beard,taunt,saying,spit,food
216.0,relief,fund,relief,fund
217.0,damn,man,sending,love,way,damn,man,sending,love,way
220.0,important,journalism,absolute,agony,watch,mum,care,home,care,home,hidden,crisis
221.0,feeling,going,lot,use,death,feeling,going,lot,use
223.0,let,disciplinary,action,let,disciplinary,action
224.0,remember,continue,social,people,drain,energy,remember,continue,social,people,drain,energy
225.0,president,doctor,know,disease,know,thanks,stepping
226.0,know,life,way,right,talk,pandemic
228.0,exclusive,government,united,kingdom,pay,covid,test,precondition,exclusive,government,united,kingdom,pay,covid,test,precondition
229.0,virtual,field,house,thanks,seesaw,week,virtual,field,house,thanks,seesaw,wee
230.0,new,outbreak,heartland,alliance,facility,south,outbreak,new,outbreak,heartland,alliance,facility,south,outbreak
231.0,stay,home,save
232.0,stuck,home,try,self,care,sanity,bath,cuddle,stuck,home,try,self,care,sanity,bath
234.0,president,enforced,proper,care,people,starved,president,enforced,proper,care,people,starved,atta
235.0,letter,request,bop,immediately,transfer,letter,request,bop,immediately,transfer
236.0,china,black,people,condemn,racism,suit,china,black,people,condemn,racism
238.0,lying,public,world,document,posterity,stop
240.0,provide,debt,relief,help,address,pandemic,provide,debt,relief,help,address,pandemic
241.0,involved,mildly,number,looking,cut,million,involved,mildly,number,looking,cut,million
243.0,fair,play,stay,home,massive,respect,key
245.0,presidential,disaster,presidential,disaster
248.0,social,social
249.0,pentagon,rare,public,rebuke,claim,white,house,pandemic
250.0,social,social
251.0,thanks,opportunity,share,hope,thanks,opportunity,share,hope,tha
254.0,society,truth,hate,speak,technology
256.0,imagine,substantially,increasing,student,financially,pandemic,imagine,substantially,increasing,student,financially,pandemic
258.0,rep,homeland,public,health,council,interest,rep,homeland,public,health,council,interest
259.0,council,open,alongside,bankruptcy,king,ross,said,council,open,alongside,bankruptcy,king,ross,said
260.0,refuse,optimistic,hope,refuse,optimistic,hope
262.0,shameful,xenophobia,stop,abuse,living,china,shameful,xenophobia,stop,abuse,living
263.0,massive,new,agency,recently,funded,project,bat,included,massive,new,agency,recently,funded,project,bat,included
264.0,sadly,government,remains,unable,admit,remains,condemned,repeat,sadly,government,remains,unable,admit,remains,condemned,repeat
266.0,awful,news,department,education,awful,news,department,education
268.0,people,praising,soft,approach,raw,taking,account,people,praising,soft,approach,raw,taking
270.0,miss,working,sad,excavation,corona
272.0,going,stream,come,join,stream,art,going,stream,come,join,stream,art
273.0,president,promising,security,president,promising,security
274.0,stay,home,unbutton,enjoy,blue,moment,stay,home,unbutton,enjoy,blue,moment
275.0,state,commissioner,police,saying,going,said,mischief,state,commissioner,police,saying,going,said,mischief
276.0,president,trade,advisor,peter,suggestion,catastrophic,president,trade,advisor,peter,suggestion,catastrophic
277.0,broke,barrier,law,black,female,graduate,school,went,broke,barrier,law,black,female,graduate,school
278.0,exclusive,china,linked,leader,communist,party,family,exclusive,china,linked,leader,communist,party,family
279.0,written,real,life,going,deal,isolation
282.0,south,trial,formally,test,effectiveness,south,trial,formally,test,effectiveness
283.0,building,meeting,needs,people,event,building,meeting,needs,people,eve
284.0,fighting,covid,blocked,trump,policy,past,week,cayman,fighting,covid,blocked,trump,policy,past,week,cayman
285.0,gave,lab,million,grant,gave,lab,million,grant
286.0,testing,standstill,pop,robust,testing,standstill,pop
288.0,meet,power,throne,immensely,friend,grateful,leadership,meet,power,throne,immensely,friend,grateful,leadership
289.0,produce,covid,policy,male,domestic,abuse,place,key,policy,produce,covid,policy,male,domestic,abuse,place,key,policy
291.0,great,great
292.0,thinking,total,hospital
293.0,house,federal,watchdog,investigate,said,mismanagement,national,health,care,house,federal,watchdog,investigate,said,mismanagement,national
295.0,soldier,legendary,rick,covid,according,post,sniper,soldier,legendary,rick,covid,according,post,sniper
296.0,according,pediatric,treating,adult,primary,care,struggling,according,pediatric,treating,adult,primary,care,struggling
297.0,turn,huh,policy,longer,refund
298.0,president,green,financial,update,new,budget,president,green,financial,update,new,budget
299.0,said,need,voluntary,end,people,older,meaning,said,need,voluntary,end,people,older,meaning
301.0,fan,constitution,fan,constitution
303.0,nancy,house,return,amid,pandemic,aid,nancy,house,return,amid,pandemic
304.0,rick,voice,actor,star,fox,peppy,hare,away,rick,voice,actor,star,fox,peppy,hare,away
305.0,seen,seen
308.0,told,trust,seeing,lot,right,told,trust,seeing,lot,right
311.0,military,intelligence,unit,warning,outbreak,news,military,intelligence,unit,warning,outbreak,news
312.0,soldier,legendary,rick,covid,according,post,sniper,soldier,legendary,rick,covid,according,post,sniper
313.0,hypothesis,given,vaccine,form,relaxation,inevitable,hypothesis,given,vaccine,form,relaxation,inevitable
315.0,love,idea,work,different,times,feeling,unsure,cope,feeling,anxious,try,coping,menu,coping
316.0,famous,person,corona,virus,got,band,wagon,late,use
317.0,bush,said,global,pandemic,bush,said,global,pandemic
318.0,tip,lens,cap,journalist,tip,lens,cap,journalist
319.0,release,date,girl,pearl,earring,predator,release,date,girl,pearl,earring,predator
322.0,breaking,new,covid,total,breaking,new,covid,total
330.0,peak,peak,week,drop
332.0,thank,keeping,safe,getting,working,people,work,thank,keeping,safe,getting,working,people,work
333.0,covid,covid
334.0,seven,lost,sea,great,seven,lost,sea,great
335.0,reason,love,reason,love
336.0,lot,lot
337.0,best,common,best,common
339.0,china,china
341.0,voice,jack,dialect,coach,star,actor,away,voice,jack,dialect,coach,star,actor,away
342.0,restaurant,group,pandemic,work
344.0,making,forget,hobby,looking,restaurant,menu,anticipation,making,forget,hobby,looking,restaurant,menu,anticipation,eating
345.0,covid,covid
346.0,growing,evidence,spread,people,symptomatic,people,growing,evidence,spread,people,symptomatic,people
347.0,address,china,short,fall
350.0,reminder,drive,testing,site,open,tomorrow,maximum,lis,reminder,drive,testing,site,open,tomorrow,maximum
352.0,let,got,right,world,health,organization,human,human,transmission,let,got,right,world,health,organization,human,human,transmission
353.0,new,digital,battleground,today,strong,leadership,new,digital,battleground,today,strong,leadership,corona
355.0,smell,test,probably,tested,smell,test,probably,tested
356.0,usually,rant,social,media,week,service,like,chest,usually,rant,social,media,week,service,like
357.0,hello,twitter,family,given,plus,little,hello,twitter,family,given,plus,little,follow
359.0,new,president,macron,new,president,macron
362.0,simply,astonishing,mornings,news,provide,death,toll,simply,astonishing,mornings,news,provide,death,toll
364.0,area,funeral,director,way,new,york,city,help,funeral,people,area,funeral,director,way,new,york,city,help,funeral
365.0,sure,forget,trump
367.0,congress,legislation,similar,fund,deal
370.0,president,early,giant,pharmaceutical,company,ready,roll,antibody,medicine,president,early,giant,pharmaceutical,company,ready,roll,antibody
371.0,nice,demonstration,figure,social,works
373.0,allow,need,covid,antibody,card
374.0,added,free,art,idea,paper,plate,puffin,added,free,art,idea,paper,plate
375.0,making,forget,hobby,looking,restaurant,menu,anticipation,making,forget,hobby,looking,restaurant,menu,anticipation,eating
376.0,address,nation,president,spoke,response,place,gove,address,nation,president,spoke,response,place
377.0,social,social
378.0,right,wrong,powerful,catastrophically,wrong,china,right,wrong,powerful,catastrophically,wrong,china
379.0,like,said,consensus,know,people,right,listen,like,said,consensus,know,people,right,listen
380.0,got,wrong,office,province,spite,got,wrong,office,province
381.0,essential,authority,order,close,essential,authority,order,close,pandemic,gun
383.0,actual,doctor,apart,narrative,incredibly,actual,doctor,apart,narrative,incredibly
384.0,imagine,world,look,like,communist,china,tried,cover,imagine,world,look,like,communist,china,tried,cover
385.0,baseball,china,hope,baseball,china,hope
387.0,praying,kat,family,rough,time,stay,safe,love,family,praying,kat,family,rough,time,stay,safe,love
388.0,epidemiologist,video,epidemiologist,video
389.0,revealed,work,home,world,falling,apart,revealed,work,home,world,falling,apart
391.0,yes,lots,argument,form,outside,china
393.0,impulse,authoritarianism,strong,little,country,impulse,authoritarianism,strong,little
396.0,soldier,legendary,rick,covid,according,post,sniper,soldier,legendary,rick,covid,according,post,sniper
399.0,driven,home,south,china,judge,driven,home,south,china,judge
402.0,dependent,china,penicillin,addition,dependent,china,penicillin
403.0,briefing,watch,live,president,task,force,press,conference,briefing,watch,live,president,task,force,press,conference
404.0,nearly,approve,prime,minister,handling,crisis,nearly,approve,prime,minister,handling,crisis
405.0,looking,likely,film,festival,president,macron,ann,looking,likely,film,festival,president,macro
407.0,president,extended,days,president,extended,days
408.0,rip,announce
409.0,officially,going,calling,virus,officially,going,calling,virus
410.0,comes,goose,boot,begin,gone,comes,goose,boot,begin
411.0,nursing,home,people,tested,positive,nursing,home,people,tested,positive
412.0,covid,lost,main,source,income,print,store,try,help,cover,covid,lost,main,source,income,print,store,try,help,cover
413.0,spread,covid,led,death,seven
414.0,watch,matter,smoke,pandemic,perfect,time,quit,doctor
415.0,covid,revealed,system,number,covid,revealed,system,tha
418.0,havoc,economy,brace,period,pain
419.0,surgeon,general,said,maintain,social,vaccine,surgeon,general,said,maintain,social
420.0,team,social,distance,machine,prove,narrow,safe,physical,team,social,distance,machine,prove,narrow,safe
421.0,hello,need,quarantine,cook,use,talent,skill,gather,small,change,avail,hello,need,quarantine,cook,use,talent,skill,gather,small,change
422.0,covid,pandemic,pretext,continue,recent,anti,pogrom,new,covid,pandemic,pretext,continue,recent,anti,pogrom,new
423.0,oracle,speech,pandemic,summit,thing,oracle,speech,pandemic,summit,thing
424.0,long,account,car,wreck,suicide,heart,attack
425.0,clear,wet,market,money,received,world
427.0,people,berlin,streets,realizing,people,berlin,streets,realizing
429.0,corona,corona,corona,corona
430.0,correspondent,exclusive,special,report,police,disband,aboriginal,camp,rough,correspondent,exclusive,special,report,police,disband,aboriginal
431.0,racism,china,racism,china
432.0,evidence,vaccine,works
435.0,corona,serve,warning,stop,eating,living,corona,serve,warning,stop,eating,living
436.0,postal,service,crisis,millions,people,like,postal,service,crisis,millions,people
438.0,best,common,best,common
439.0,nice,hey,forced,work,pay
441.0,way,man,lofty,place,ago,way,man,lofty,place,ago
444.0,people,believe,response,matter,rest
445.0,turkey,set,example,strong,system,successful,social,timely,turkey,set,example,strong,system,successful,social,timely
447.0,got,phone,union,president,evening,employer,told,got,phone,union,president,evening,employer
448.0,agree,minister,champagne,minister,critical,protect,human,ensure,agree,minister,champagne,minister,critical,protect,human
449.0,covid,getting,working,home,super,horny,home,time,covid,getting,working,home,super,horny,home
453.0,getting,away,mayhem,bizarre,president,trade,advisor,peter,suggestion,catastrophic
454.0,order,face,mask,effective,spread,properly,check,order,face,mask,effective,spread,properly,check
455.0,rick,talented,voice,soldier,away,covid,rest,peace,rick,thank,rick,talented,voice,soldier,away,covid,rest,peace,rick
457.0,new,lung,injury,episode,public,health,fiasco,worse,comment,harsh,new,lung,injury,episode,public,health,fiasco,worse,comment
458.0,population,control,know,covid
460.0,covid,sign,petition
461.0,people,going,church,people,going,church
463.0,health,care,heroic,combat,covid,pandemic,health,care,heroic,combat,covid,pandemic
464.0,michigan,governor,michigan,governor,nob
465.0,word,spitting,word,spitting
466.0,marketing,pandemic
467.0,covid,president,federal,republic,day,covid,president,federal,republic
468.0,weigh,submit,pandemic
469.0,shutdown,end,unconstitutional,socialism,worst,shutdown,end,unconstitutional,socialism,worst
470.0,pointing,cover,big,donor,liberal,party,acquired,pointing,cover,big,donor,liberal,party,acquired
471.0,trump,mid,late,real,trouble
472.0,extended,money
476.0,breaking,sailor,tested,positive,covid,navy,breaking,sailor,tested,positive,covid
478.0,testing,stop,getting,covid,government,intelligent,testing,testing,stop,getting,covid,government,intelligent,testing
480.0,journalism,job,writing,boston,seen,like,journalism,job,writing,boston,seen,like
481.0,corona,social,corona,social
482.0,zimbabwe,especially,poor,health,service,zimbabwe,highest,death,confirmed,case,world,trailing
483.0,troubling,troubling
484.0,covid,work,goes,work,day,days,covid,work,goes,work,day,days
486.0,said,repeatedly,know,people,said,repeatedly,know,people
487.0,south,goes,pandemic
488.0,minority,involvement,underlying,disease,factor
489.0,white,house,daily,task,force,progress,infection,white,house,daily,task,force,progress,infection
491.0,media,gleeful,rattling,death,wha,media,gleeful,rattling,death
492.0,damn,away,honest,lordy,surgeon,general,tomorrow,surgeon,general,removed,briefing,staff,right
493.0,extending,palliative,murderous,tyrannical
495.0,pushing,test,carry,like,license,saying,pushing,test,carry,like,license,saying
497.0,cluster,went,bali,cause,sold,cheap,flight,partly,responsible,cluster,went,bali,cause,sold,cheap,flight,partly,responsible
498.0,estimate,fatality,rate
500.0,spread,covid,kent,plastic,ban,stopped,use
502.0,air,travel,going,stop,bigger,problem,going,thin
503.0,social,social
504.0,thank,rose,important,valuable,information,right,away,thank,covid,series,share,global,pandemic
505.0,interesting,way,showing,away,look,like,interesting,way,showing,away,look,like
506.0,colorado,extensive,antibody,testing,pretty,bad,regular,flu,times,swine,flu,pandemic
507.0,real,issue,link,virus,wisdom,communist,real,issue,link,virus,wisdom
509.0,auto
510.0,correct,family,major,funds,china,likely,correct,family,major,funds,china
512.0,new,york,covid,death,toll,governor
513.0,trump,message,time,disease,specialist,trump,message,time,disease,specialist
515.0,responsible,leading,absence,competent,white,house,leadership,responsible,leading,absence,competent,white,house,leadership
516.0,slam,overtime,record,slam,overtime,record
517.0,mention,soy,cash
518.0,shut,underground,san,surveillance,video,illegal,violation,shut,underground,san,surveillance,video,illegal
519.0,helping,administer,covid,drive,testing,facility,helping,administer,covid,drive,testing
520.0,trump,sign,stimulus,package,postal,voting,system,included,want,able,trump,sign,stimulus,package,postal,voting,system,included,want
521.0,man,blamed,stress,house,able,leave,crisis,man,blamed,stress,house,able,leave,crisis
522.0,leadership,trump,impending,pandemic,leadership,trump,impending,pandemic
523.0,announce,announce
525.0,price,far,delaying,blaming,price,far,delaying,blaming
526.0,explanation,care,home,covid,included,official,explanation,care,home,covid,included,official
527.0,told,way,hell,fired,direction,trump,ordered,firing,let,told,way,hell,fired,direction,trump,ordered,firing
528.0,new,economic,commerce,undersecretary,absolute,disaster,trump,spell,new,economic,commerce,undersecretary,absolute,disaster,trump
529.0,develop,new,sustainable,response,article,develop,new,sustainable,response,article
530.0,think,moment,government,corruption,going,stop,cover,think,moment,government,corruption,going,stop,cover
531.0,sit,stay,home,cover,face,stand
532.0,soldier,rick,away,covid,soldier,rick,away,covid
533.0,trump,job,equipment,figure,deal,covid,federal,government,trump,job,equipment,figure,deal,covid,federal,govern
534.0,pretty,lie,babe,pretty,lie,babe
535.0,imagine,china,clear,imagine,china,clear
536.0,pandemic,racial,tearing,launch,pandemic,racial,tearing
537.0,business,rose,small,set,covid,getting,therapy,rose,small,set,covid,getting,therapy
538.0,scorned,good,government,want,voting,easy,braze,scorned,good,government,want,voting,easy
539.0,music,keeping,sane,current,moment,fun,hope,enjoy,social
540.0,shed,impact
541.0,covid,blame,delaying,past,end,legislative,session,covid,blame,delaying,past,end,legislative,session
542.0,thing,covid,talking,mask,ago,people,thought,thing,covid,talking,mask,ago,people
543.0,article,burning,days,article,burning
544.0,killing,elderly,nursing,trump,nursing,home,safety,covid,showing,killing,elderly,nursing,trump,nursing,home,safety,covid,showing
545.0,message,health,minister,south,latest,message,health,minister,south
547.0,better,career,away,better,career,away
548.0,let,send,little,funds,let,send,little,funds
549.0,professor,presentation,click,link,presentation,professor,presentation,click,link,presentation
553.0,china,eating,bats,dogs,different,eating,pig,cow,china,eating,bats,dogs,different,eating,pig,cow
554.0,extend,state,emergency,days
555.0,new,trump,suing,local,station,running,virus,new,trump,suing,local,station,running,virus
556.0,week,public,health,week,public,health
560.0,think,eaten,past,year,like
561.0,pretty,lie,babe,pretty,lie,babe
564.0,task,force,hold,press,briefing
565.0,homeless,people,left,spread,homeless,people,left,spread
566.0,join,mayor,director,covid,virtual,town,hall,join,mayor,director,covid,virtual,town,hall
567.0,smith,infectious,disease,specialist,treat,smith,infectious,disease,specialist,treat
568.0,big,small,public,health,excuse,rule,law,growing,number,mayor,big,small,public,health,excuse,rule,law,growing,number
569.0,busy,plague,death,pandemic
570.0,kind,virus,use,brain,corona,virus,biological
571.0,think,think,daughter,china,rat,think,think,daughter,china,rat
572.0,professor,look,article,act,accordingly,maybe,depending
573.0,story,fake,like,paper,moving,fast,chi,story,fake,like,paper,moving,fast
575.0,politico,trump,administration,moving,delay,census,data,trump,administration,moving,delay,census
576.0,vinegar,kill,covid,vodka,accurate,information,vinegar,kill,covid,vodka,accurate,information
577.0,love,crisis,pandemic,tighten,grip,love,crisis,pandemic,tighten,grip
579.0,china,set,received,total,china,set,received,total
580.0,powerful,report,care,daily,covid,powerful,report,care,daily,covid,fig
581.0,rick,talented,voice,soldier,away,covid,rest,peace,rick,thank,rick,talented,voice,soldier,away,covid,rest,peace,rick
582.0,think,mad,know,racism,experienced,especially,situation,think,mad,know,racism,experienced,especially,sit
583.0,discover,nocturnal,discover,nocturnal
585.0,trump,chance,election,believe,handled,poorly,trump,chance,election,believe,handled,poor
586.0,social,social
587.0,pandemic,hard,severe,asthma,barely,left
589.0,today,dramatic,expansion,virtual,learning,system,sup,today,dramatic,expansion,virtual,learning
591.0,china,buy,china
592.0,heartbreaking,news,battle,mother,away,heartbreaking,news,battle,mother,away
595.0,stop,fighting,money,small,testing,state,local,govern,stop,fighting,money,small,testing,state,loca
596.0,dream,job,offer,pandemic,dream,job,offer,pandemic
597.0,said,need,voluntary,end,people,older,meaning,said,need,voluntary,end,people,older,meaning
599.0,took,market,march,took,market,march
603.0,knew,sure,got,winter,series,locked
604.0,social,social
607.0,funny,covid,stuff,embracing,went
608.0,answer,minute,survey,help,better,understanding,answer,minute,survey,help,better,understanding
609.0,covid,prisoner,release,plan,covid,prisoner,release,plan
611.0,middle,global,pandemic,need,president,actually,public,health,middle,global,pandemic,need,president,actually,public,health
612.0,china,impose,research,related,virus
614.0,con
615.0,leading,epidemiologist,expect,peak,covid,pandemic,health
616.0,covid,took,cancel,culture,level
617.0,covid,mitigation,saved,covid,mitigation,saved
618.0,penny,individual,social,penny,individual,social
620.0,good,news,hospital,easter,treatment,good,news,hospital,easter,treatment
622.0,swine,flu,outbreak,market,total
623.0,took,pandemic,common,sense,prevail,took,pandemic,common,sense,prevail
625.0,maybe,fine,print,president,immune
626.0,baba,extended,baba,office,burnt,money,baba,extended,baba,office,burnt
627.0,terrific,terrific
628.0,south,test,positive,amid,south,test,positive,amid
629.0,executive,order,making,vote,person,today,executive,order,making,vote,person
630.0,unfortunately,inform,public,days,unfortunately,inform,public,days
631.0,soldier,legendary,rick,covid,according,post,sniper,soldier,legendary,rick,covid,according,post,sniper
633.0,getting,desperately,need,fight,demanding
634.0,ministry,health,today,additional,confirmed,covid,ministry,health,today,additional,confirmed,covid
635.0,filing,lower,worried,study
