2.0,said,social,know,said,social,know
68.0,selected,striking,life,win,coverage,selected,striking,life,win,coverage
69.0,forget,covid,minute,talk,tell,different,crow,fam,forget,covid,minute,talk,tell,different
70.0,key,ensure,minimum,data,necessary,function
71.0,tour,tour
72.0,council,member,point,help,people,taken,council,member,point,help,people
73.0,state,want,hide,covid,sure,far,state,want,hide,covid,sure,far
74.0,breaking,taking,streets,outside,state,house,calling,governor,reopen,breaking,taking,streets,outside,state,house,calling,governor
78.0,hypocrite,gym,banning,new,mayor,went,salon,hypocrite,gym,banning,new,mayor,went
79.0,highest,death,rate,shame,highest,death,rate,shame
81.0,horn,horn
82.0,ago,small,number,wealthy,greedy,delay,said,ago,small,number,wealthy,greedy,delay,said
83.0,ready
86.0,media,shutdown,biggest,information,covid,right,thing,confront,media,shutdown,biggest,information,covid,right,thing
87.0,brilliant,social,public,nuisance,mosque,broadcast,prayer
88.0,stuck,check,plim,wind,water,earth,fire,light,dark
90.0,right,week,doctor,heart,storm,said,gunshot,right,week,doctor,heart,storm,said,gunshot
93.0,nonmedical,hospital,pandemic,security,nonmedical,hospital,pandemic,security,guar
94.0,want,premonitory,stop,demonstration
96.0,think,pandemic,going,ahead,convention
97.0,significant,breakthrough,antibody,defence,minister,significant,breakthrough,antibody,defence,minister
100.0,kerry,captain,fit,active,kerry,captain,fit,active
101.0,honestly,stage,day,leaving,honestly,stage,day,leaving
103.0,today,world,day,hand,washing,key,role,protecting,today,world,day,hand,washing,key,role,protecting
105.0,stay,health
106.0,major,turn,worse,facility,covid,gurgling,pneumonia
107.0,attack,virus,press,right,know,press,critical,role,timely,hold,attack,virus,press,right,know,press,critical,role,timely
109.0,choose,summons,campaign
113.0,today,cease,desist,order,close,media,today,cease,desist,order,close,media
114.0,voluntarily,day,salary,fund,voluntarily,day,salary
116.0,kang,son,work,buy,old,kang,son,work,buy,old
117.0,know,fellow,miscreant,june,know,fellow,miscreant
120.0,promote,hygiene,covid,japan,antibacterial,iconic,fish,shaped,soy,bot
121.0,hey,president,united,cause,china,virus,running,false,hey,president,united,cause,china,virus,running,false
123.0,watch,social,people,large,queue,outside,liquor,shop
124.0,summon,house,encourage,urgent,question,grant,summon,house,encourage,urgent,question,grant
125.0,shutdown,lost,information,country,shutdown,lost,information,country
126.0,today,new,video,mourning,sense,today,new,video,mourning,sense
127.0,important,impressive,change,urgent,morning,making,streets,future,follow
128.0,pay,attention,went,tip,iceberg,pay,attention,went,tip,iceberg
130.0,united,positive,rate,taper,currently,testing,currently
131.0,prime,minister,raised,prospect,hour,time,limit,shopping,help,curb
135.0,need,middle,pandemic,need,middle,pandemic
136.0,task,force,actually,stuff,task,force,actually,stuff
137.0,time,race,bubble,tea,sure,mention,race,time,race,bubble,tea,sure,mention,race
138.0,wear,mask,infected,spread,virus,absolutely
139.0,dad,home,went,covid,got,dad,home,went,covid,got
141.0,size,insufficient,cover,interest,cost,size,insufficient,cover,interest
144.0,recommend,wear,blindfold,protect,seeing,going,recommend,wear,blindfold,protect,seeing,going
146.0,thankful,day,missing,chart,currently,thankful,day,missing,chart,currently
147.0,covid,pandemic,push,huh,covid,pandemic,push,huh
148.0,nightingale,hospital,nurse,mary,nightingale,hospital,nurse,mary
149.0,city,mayor,expressed,disappointment,player,hurled,city,mayor,expressed,disappointment,player,hurled
150.0,addiction,necessary,country,progress,dream,wine,addiction,necessary,country,progress,dream,wine,sho
152.0,damn,lot,opening,economy,soon,reckless,frankly,suicidally,damn,lot,opening,economy,soon,reckless,frankly
153.0,based,ons,data,officially,highest,death,toll,need,clear,based,ons,data,officially,highest,death,toll,need,clear
155.0,finished,good,conversation,president,china,great,detail,finished,good,conversation,president,china,great,detail
156.0,rory,brother,arms,suicide,social,covid,pandemic,rory,brother,arms,suicide,social,covid
157.0,dad,got,taken,laid,covid,income,dad,got,taken,laid,covid,income
158.0,faith,humanity,read,famine,nation,sent,donation,help,faith,humanity,read,famine,nation,sent,donation,help,tho
159.0,likely,desk,working,fro,likely,desk
160.0,covid,criminal,federal,government,federal,law,covid,criminal,federal,government
161.0,united,slew,tentatively,easing,revive
163.0,focus,corona,virus
167.0,seven,getting,worse,better,country,uniform,seven,getting,worse,better,country,uniform
168.0,dad,home,went,covid,got,dad,home,went,covid,got
171.0,government,shut,instead,getting,act,fix,covid,crisis,government,shut,instead,getting,act,fix,covid,crisis
172.0,coming
173.0,pandemic,totally,unacceptable,inhumane,pandemic,totally,unacceptable,inhumane
174.0,senate,panel,question,pick,oversee,money,senate,panel,question,pick,oversee,money
176.0,delay,result,walloping,invoice,pay,covid,simply,afford,delay,result,walloping,invoice,pay,covid,simply,afford
178.0,official,morning,interview,official,morning,interview
180.0,pay,rise,point,pay,rise,point
181.0,china,populous,world,today,china,china,populous,world,today,china
182.0,evidence,lab,increasing,day,evidence,lab,increasing,day
183.0,graphic,graphic
184.0,document,foreign,trade,document,remain,confidential,document,foreign,trade,document,remain
185.0,look,clumsy,look,clumsy
186.0,count,covid,correctly,people,supposed,trust,counting,mail,bal,count,covid,correctly,people,supposed,trust,counting,mail
189.0,corona,word,series,titled,linguistics,etymology,corona,word,series,titled,linguistics,etymology
191.0,need,sad,story,people,sad,corona,lock
194.0,global,pandemic,feel,continue,carry,non,ecologist,wildlife,hedge,prior,cut
195.0,compliance,look,like,climate,join,compliance,look,like,climate,join
196.0,sexual,health,care,pandemic,source,global
197.0,covid,positive,people,eat,try,conduct,test,covid,positive,people,eat,try,conduct,test
198.0,action,slow,spread,wearing,cloth,face,covering,public,keeping,action,slow,spread,wearing,cloth,face,covering,public,keeping
200.0,use,network,surveillance,monitor,people,wearing,track,use,network,surveillance,monitor,people,wearing,track
202.0,health,ministry,comfortable,covid,laxity,field,level
203.0,related,today,heartbreaking,days,people,network,related,today,heartbreaking,days,people,network
205.0,rory,brother,arms,suicide,social,covid,pandemic,rory,brother,arms,suicide,social,covid
206.0,highest,ons,data,covid
208.0,pandemic,mistake,federal,government,unable,respond
209.0,red,dawn,key,faltering,response
210.0,wonder,thinking,state,planet,spotted,day,ground,pandemic,wonder,thinking,state,planet,spotted,day,ground
211.0,government,exploring,return
212.0,hey,look,minority,leftist,japan,refusing,important,deliberation,novel,hey,look,minority,leftist,japan,refusing,important,deliberation,novel
214.0,pro,life,party,pro,life,pro,life,party,pro,life
216.0,notice,big,set,fire,protest,stay,home,notice,big,set,fire,protest,stay,home
217.0,people,covid,frequent,hospital,people,covid,frequent,hospital
219.0,new,government,genuinely,think,permanently
220.0,legal,open,nomination,new,include,innovation,response,legal,open,nomination,new,include,innovation,response
221.0,wonder,like,live,care,home,pandemic,story,wonder,like,live,care,home,pandemic,story
225.0,test,trace,isolate,support,paying,far,working,hard,test,trace,isolate,support,paying,far,working,hard
226.0,apparently,report,highest,official,death,toll,apparently,report,highest,official,death,toll
227.0,kang,son,work,buy,old,kang,son,work,buy,old
228.0,stays,truth,train,tony,trump,evidence,covid,came,lab
229.0,damn,love,filter,look,damn,love,filter,look
230.0,corona,virus,temple,gurdwara,closed,liquor,led
232.0,copy,repost,period,especially,hard,people
233.0,informed,shut,government
235.0,breaking,highest,related,death,toll,country,second,worst,hit,breaking,highest,related,death,toll,country,second
236.0,sudden,news,outbreak,helping,classic,media,operation,sudden,news,outbreak,helping,classic,media,operation
237.0,training,unfortunate,ordered,transfer,old,training,institute,jam
239.0,highest,death,rate,clap,government,highest,death,rate,clap,government
241.0,heartfelt,thanks,helping,setting,bed,facility,heartfelt,thanks,helping,setting,bed,facility
242.0,michigan,governor,hacking,hack,cough,hand,mask,michigan,governor,hacking,hack,cough,hand,mask
246.0,news,update,minister,health,new,covid,today,national,tally,news,update,minister,health,new,covid,today,national,tally
248.0,cancer,slow,spread,cancer,slow,spread
249.0,kang,son,work,buy,old,kang,son,work,buy,old
250.0,university,involved,bill,research,bat,borne,corona
252.0,lost,closed,pandemic,lost,closed,pandemic
254.0,ons,saying,additional,excess,covid
255.0,today,burst,shop,sanitation,home,today,burst,shop,sanitation,home
256.0,ask,single,republican,suggesting,volunteer,family,member,guara,ask,single,republican,suggesting,volunteer,family,member,death
258.0,today,day,spread,love,mean
259.0,violence,spiking,action,best,knowledge,share,recommend,violence,spiking,action,best,knowledge,share,recommend
263.0,highest,death,toll,highest,death,toll
264.0,investigate,early,covid,investigate,early,covid
267.0,germ,attack,police,holly,michigan,public,identify,assault,suspect,caught,camera,germ,attack,police,holly,michigan,public,identify,assault,suspect,caught,camera
268.0,time,watch,contagion,bit,real,cause,literally,going
270.0,positive,handling,outbreak,latest,post,national,poll,president,trump,state,positive,handling,outbreak,latest,post,national,poll,president,trump
271.0,shutdown,lost,information,country,shutdown,lost,information,country
273.0,che,virus,che,virus
275.0,local,journalism,vital,continue,question,original,local,journalism,vital,continue,question
276.0,stay,home,version,stay,home,version
278.0,days,mill
279.0,left,playbook,office,prepare,chi,left,playbook,office,prepare
280.0,bad,shape,financially,national,wild,turkey,federation
281.0,government,day,include
282.0,going,infectious,disease,doctor,end,stay,home,mean,covid,going,infectious,disease,doctor,end,stay,home,mean,covid
283.0,global,solidarity,global,response,summit,nam,contact,group,global,solidarity,global,response,summit,nam,contact,group
284.0,happy,work,parliament,fight,difficult,happy,work,parliament,fight
285.0,surviving,critical,illness,start,rehabilitation,recovery,nutrition,fundamental,surviving,critical,illness,start,rehabilitation,recovery,nutrition,fundamental
288.0,fasting,immunity,covid,pandemic,read,bacteriology,fasting,immunity,covid,pandemic,read,bacteriology
289.0,curious,country,notice,coming,worst,death,rate,curious,country,notice,coming,worst,death,rate
292.0,trump,ignore,white,house,race,reopen
294.0,middle,pandemic,media,crucial,role,timely,relevant,middle,pandemic,media,crucial,role,timely,relevant
296.0,today,international,day,midwife,theme,demonstrate,mobilize,today,international,day,midwife,theme,demonstrate
297.0,newly,mortality,model,nearly,die,covid,early,august,newly,mortality,model,nearly,die,covid,early
298.0,year,kick,relax,vacation,home
300.0,help,rise,challenge,meet,growing,demand,protective,gear,help,rise,challenge,meet,growing,demand,protective,gear
302.0,market,amid,tough,team,working,separately,remain,market,amid,tough,team,working,separately
305.0,life,threatening,pandemic,forced,close,social,physical,life,threatening,pandemic,forced,close,social,physical
306.0,volunteer,tribute,volunteer,tribute
307.0,covid,record,county
309.0,university,recently,new,responder,scholarship,help,reduce,tuition,responde
310.0,important,notion,threat,fading,away,magical,thinking,odds,latest,important,notion,threat,fading,away,magical,thinking,odds
315.0,snapshot,far,people,food,support
316.0,despite,apple,strong,company,seeing,scaling,despite,apple,strong,company,seeing,scaling
317.0,practically,received,today,practically,received,today
321.0,death,toll,highest
323.0,think,happen,average,non,celebrity,got,caught
325.0,like,country,earth,channel,news,footage,like,country,earth,channel,news,footage
327.0,welcome,new,want,work,welcome,new,want,work
329.0,latest,sizeable,decline,new,today
330.0,result,infected,know,main,result,infected,know
332.0,thread,people,condemning,brazen,violation,mention,thread,people,condemning,brazen,violation,mention
334.0,use,untested,traditional,treatment
335.0,lunacy,police,door,advise,essential,travel,received,lunacy,police,door,advise,essential,travel,receive
337.0,jack,holocaust,beaten,covid,received,round,applause,jack,holocaust,beaten,covid,received,round,applause
338.0,economy,needs,economy,economy,needs,economy
340.0,international,day,salute,worker,country,lead,international,day,salute,worker,country
341.0,corona,corona
342.0,series,series
343.0,getting,thank,great,interview,watch,interview,getting,thank,great,interview,watch,interview
344.0,military,genocidal,innovation,second,non,military,genocidal,innovation,second,non
346.0,video,year,old,covid,death,state,government
347.0,connected,corona
349.0,ladies,let,present,supposed
351.0,brought,country,needs,immediately,step,provide,rel,brought,country,needs,immediately,step
353.0,anti,vaccine,die,flu,year
354.0,resign,dead,covid,ons,data,number,resign,dead,covid,ons,data,number
356.0,morning,speaking,face,testing,morning,speaking,face,testing
359.0,nope,normal,nope,normal
360.0,recommend,wear,blindfold,protect,seeing,going,recommend,wear,blindfold,protect,seeing,going
361.0,running,useless,cunning,government,know,supposed,running,useless,cunning,government,know
363.0,covid,slowly,reducing,staff,ground
365.0,national,news,livid,job,rejection
367.0,breaking,highest,death,toll,highest,world,breaking,highest,death,toll,highest,world
369.0,fast,fast,dis
374.0,tragedy,pray,end,sooner,normal,life
378.0,exclusive,interview,rush,reopen,believe,lab,exclusive,interview,rush,reopen,believe
380.0,college,science,college
381.0,terrifying,exposed,desert,like,heat,half,century,greenhouse,emission,terrifying,exposed,desert,like,heat,half,century,greenhouse
382.0,covid,pandemic,push,huh
384.0,world,rapidly,solve,current,crisis,need,aware,potential,impact,privacy,different,ways,artificial,intelligence,counter,pandemic
385.0,pushing,open,people,able,live,pushing,open,people,able,live
388.0,large,spike,past,gap,large,spike,past,gap,state
389.0,new,infectious,come,learn,affecting,nature,new,infectious,come,learn,affecting,nature
395.0,leading,role,covid,outbreak,helping,needful,mail,facilitate,medicine,procure
396.0,close,product,leading,search,covid,drug,close,product,leading,search,covid,drug
399.0,bootlicker,shilling,goodman,trump,cretin,good,relation,bootlicker,shilling,goodman,trump,cretin,good
400.0,twice,twice,dome,tour,dome,twice,twice,twice,dome,tour,dome,twice
401.0,donate,favorite,notice,year,donate,favorite,notice
402.0,definitely,business,usual,come,pandemic,time,definitely,business,usual,come,pandemic
403.0,path,covid,complicated,politics,covid
409.0,mask,mask
412.0,distribution
413.0,funded,covid,testing,start,reaching,funded,covid,testing,start,reaching
416.0,check,trump,went,cremation,check,trump,went,cremation
417.0,significantly,primary,care,wondering,spike,covid,significantly,primary,care,wondering,spike,covid
418.0,laura,hair,entire,family,stay,home,laura,told,tonight,scientific,evidence,social,distance,works
419.0,talking,seriously,mad,disrespectful,involved,going,talking,seriously,mad,disrespectful,involved,going
420.0,flower,drop,star,performance,ways,people,expressed,thanks,flower,drop,star,performance,ways,people,expressed,thanks
421.0,surgery,drive,child,clinic,people,whilst,social
422.0,million,plagued,seasonal,million,plagued,seasonal
426.0,yeah,count,covid,correctly,people,supposed,trust,counting,mail
428.0,overnight,pro,personnel,strike,past,likely,win,overnight,pro,personnel,strike,past,likely
429.0,unite,new,platform,connect,people,cultural,creative,unite,new,platform,connect,people,cultural,creative
430.0,told,wear,mask,long,know,told,wear,mask,long,know
432.0,damn,lot,opening,economy,soon,reckless,frankly,suicidally,damn,lot,opening,economy,soon,reckless,frankly
433.0,spat,hate,people,pandemic,spat,hate,people
434.0,catch,covid,days,moving,round,happen,blessed,sum,catch,covid,days,moving,round,happen,blessed,sum
438.0,covid,program,month,later
439.0,people,breaking,people,breaking
441.0,seriously,think,end,week,seriously,think,end,week
442.0,outrageous,callous,cruel,rip,trump,holding,covid,relief,hostage,push,threaten,social,sec,outrageous,callous,cruel,rip,trump,holding,covid,relief,hostage,push,threaten
443.0,going,damn,going,damn
444.0,hope,disinfect,anger,making,spit,repulsive,hope,disinfect,anger,making,spit,repulsive
445.0,urgent,matter,dictator,visit,world,lock,urgent,matter,dictator,visit,world
449.0,fear,job,scare,survey
451.0,breaking,death,toll,making,worst,country,second,worst,world,breaking,death,toll,making,worst,country,second,worst,world
452.0,international,press,world,afar,close,international,press,world,afar
453.0,fake,corona,curve,flattening
454.0,pizza
456.0,choose,enforce,beach,choose,admit,possible,covid,choose,enforce,beach,choose,admit
459.0,knew,die
460.0,vote,today,easing
462.0,today,burst,shop,sanitation,home,today,burst,shop,sanitation,home
464.0,immoral,unfair,irrational,unjust,illegal,national,interest,deprive,people,crucial,platform,immoral,unfair,irrational,unjust,illegal,national,interest,deprive,people,crucial
468.0,welsh,blood,service,visiting,lots,available,time,come,work,differently,today,new,video,explain
471.0,check,action,survival,help,check,action,survival
473.0,screened,corona,lady,las
474.0,finally,got,office,find,shall,stay,home,indefinitely,notice,wack
475.0,follow,people,routinely,spread,misinformation,specific,purpose,dividing,follow,people,routinely,spread,misinformation,specific,purpose
476.0,left,aggressively,opposed,voter,left,aggressively,opposed,voter
477.0,terrorize,social,end,terrorize,social,end
479.0,crisis,spotlight,acutely,agricultural,system,crisis,spotlight,acutely,agricultural,system
482.0,china,face,like,backlash,handling,covid,report,china,face,like,backlash,handling,covid,report
483.0,attack,virus,press,right,know,press,critical,role,timely,hold,attack,virus,press,right,know,press,critical,role,timely
484.0,insist,contract,half,insist,contract,half
487.0,resume,open,face
489.0,support,community,experience,job,loss,covid
490.0,folk,legend,raised,billion,rupiah,help,folk,legend,raised,billion,rupiah,help
491.0,sudden,news,outbreak,helping,classic,media,operation,sudden,news,outbreak,helping,classic,media,operation
492.0,took,action,early,situation,getting,lot,better
495.0,best,need
497.0,kudos,team,interesting,series,informative,interesting,kudos,team,interesting,series,informative,interesting
499.0,link,mysterious
500.0,attack,virus,press,right,know,press,critical,role,timely,hold,attack,virus,press,right,know,press,critical,role,timely
501.0,guess,know,president,united,night,dying,guess,know,president,united,night,dying
503.0,travel,locally,interstate
504.0,covid,profoundly,affect,poor,rural,depend,agriculture,covid,profoundly,affect,poor,rural,depend,agriculture
505.0,repeated,concerned,discover,ope
506.0,pertaining,covid,transmission,health,care,system,pertaining,covid,transmission,health,care
507.0,tong,pang,accusation,given
508.0,absolute,need,provide,social,use,debit,use,use,absolute,need,provide,social,use,debit,use
509.0,head,epidemiology,committee,health,ministry,white,head,epidemiology,committee,health,ministry,white
510.0,lot,anxiety,rooted,worrying,unknown,waiting,happen,macro,lot,anxiety,rooted,worrying,unknown,waiting,happen,macro,scale
512.0,waterboard,fired,forensic,investigation,revealed,corruption,waterboard,fired,forensic,investigation,revealed,corruption
513.0,usual,judicial,large,company,curtain,usual,judicial,large,company
515.0,dead,month,thirty,word,remorse,medieval,dead,month,thirty,word,remorse,medieval
516.0,intelligence,tell,morning,herald,lab,theory,write,intelligence,tell,morning,herald,lab,theory
517.0,check,latest,article,effect,covid,insurance,landscape
519.0,sobering,squat,look,like,cake
522.0,pandemic,world,arrive,moment,truth,break,vital,supply,pandemic,world,arrive,moment,truth,break,vital,supply
523.0,volunteer,bobby,days,hunger,strike,today,anniversary
525.0,wave,collected,turkey,wave,collected,turkey
526.0,set,new,record,affordable,quality,worth,set,new,record,affordable,quality,worth
528.0,decision,undergo,decision,undergo
530.0,hide,threatening,retaliate,threatening
531.0,soon,drink,soon,drink
532.0,fight,work,tirelessly,quality,relevant,information,time,pandemic,fight,work,tirelessly,quality,relevant,information,time,pandemic
534.0,death,toll,highest,ons,worst,hit,country
536.0,free,speech,transparency,accountability,regime,tyranny,free,speech,transparency,accountability,regime,tyranny
537.0,recent,notification,public,health,agency,canada,revealed,individual,tested,positive,covid,recent,notification,public,health,agency,canada,revealed,individual,tested,positive
538.0,wish,hope,stay,home,come,wish,hope,stay,home,come
540.0,national,relaxed,dire,impact,death,toll,warn,national,relaxed,dire,impact,death,toll,warn
541.0,summon,house,encourage,urgent,question,grant,summon,house,encourage,urgent,question,grant
542.0,pay,rise,point,pay,rise,point
543.0,know,people,look,time,life,lots,obvious,know,people,look,time,life,lots,obvious
544.0,prior,tweet,posted,virus,exploded,prior,tweet,posted,virus
545.0,tragedy,world,death,toll,tragedy,world,death,tol
546.0,guy,guy
547.0,huge,contribution,field,wow,brilliant,summary,choice
548.0,eerie,world,social
550.0,looking,magician,tell,bedtime,story,helping,raise,urgent,funds,looking,magician,tell,bedtime,story,helping,raise,urgent,funds
552.0,remember,stop,travel,china,day,closed,remember,stop,travel,china,day,closed
553.0,exposed,misinformation,week,joint,highest,weekly,news,research,week,remains,source
554.0,know,know,social,know,fresh,air,know,know,social,know,fresh
555.0,projecting,thousand,thousand,end,month,projecting,thousand,thousand,end,month
556.0,know,bit,surely
558.0,try,belatedly,place,slow,try,belatedly,place,slow
559.0,shutdown,middle,pandemic,need,media,shutdown,middle,pandemic,need
560.0,said,looking,learn,mean,highest,death,toll,said,looking,learn,mean,highest,death,tol
561.0,resigned,quit,dismay,firing,making,noise,warehouse,employ,resigned,quit,dismay,firing,making,noise,warehouse
562.0,wish,president,trump,rally,wish,president,trump,continued,building,like,wish,president,trump,rally,wish,president,trump,continued,building
564.0,national,emergency,operation,covid,death,national,emergency,operation,covid,death
565.0,congress,essential,foregoing,salary,pandemic
566.0,wow,perspective,best,thing,read,today,end,stay,home,mean,pandemic
567.0,knew,knew,knew,knew
569.0,today,join,hear,covid,clinical,assessment,service,today,join,hear,covid,clinical,assess
570.0,government,considering,electronic,bracelet,people,install,government,considering,electronic,bracelet,people
572.0,know,white,house,safe,hold,press,conference,test,know,white,house,safe,hold,press,conference,test
573.0,absolutely,positive,self,image
576.0,change,man,action,society,change,man,action,society
577.0,covid,policy,designed,number,stop,new,rising,ach,covid,policy,designed,number,stop,new,rising
578.0,ministry,state,security,told,need,prepare,armed,confrontation,unite,ministry,state,security,told,need,prepare,armed,confrontation
579.0,leader,party,abu,corona,tha
581.0,love,home,laughing,new
582.0,day,celebrate,home,join,nationwide,street,day,celebrate,home,join,nationwide
583.0,shutdown,lost,information,country,shutdown,lost,information,country
584.0,politico,propaganda,politico,propaganda
585.0,pontifex,today,pray,deceased,pandemic,today,pray,deceased,pandemic
588.0,good,news,hong,reopen,restrict,good,news,hong,reopen
589.0,question,work,service,level,imp
591.0,today,international,day,midwife,essential,provision,quality,care,today,international,day,midwife,essential,provision,quality,care
592.0,series,response,covid,week,exploring,works,adapt,instructional,mat,series,response,covid,week,exploring,works,adapt,instructional
594.0,wish,happy,birthday,spending,shed
595.0,ill,wind,bother,nonsense,mother,law,got,letter,guess,meeting,quota
598.0,midst,pandemic,koko,mocha,midst,pandemic,koko,mocha
599.0,video,massively,viral,social,media,false,claim,video,massively,viral,social,media,false
600.0,touched,complain,like,look,adapt,new,norm,touched,complain,like,look,adapt,new,norm
601.0,post,listening,way,pandemic,new,york
602.0,update,tracing,compatible,media,update,tracing,compatible,media
604.0,face,wave,lethal,according,grim,projection,face,wave,lethal,according,grim,projection
606.0,ani,today,protest,liquor,district,state,today,protest,liquor,district
607.0,help,hello,need,help,living
609.0,investigate,handling
610.0,comprehensive,dashboard,covid
612.0,recommend,wear,blindfold,protect,seeing,going,recommend,wear,blindfold,protect,seeing,going
613.0,poor,world,think,country,poor,world,think
614.0,press
616.0,new,evidence,mean,spread,disease,going,uncheck,new,evidence,mean,spread,disease,going
618.0,ago,said,black,channel,millions,ago,said,black,channel,mill
619.0,covid,future,clinical,research,uncertain,covid,future,clinical,research,uncertain
620.0,glad,speaker,said,parliament,place,coming,glad,speaker,said,parliament,place,coming
621.0,country,world,world,far,highest,covid,country,world,world,far,highest
622.0,project,quarantine
623.0,real,data,ocean,opinion,read,important,thread,week,strongly,lot,discussion,recently,transmission,dynamics,viral
624.0,stay,home,use,protective,gear,maintain,social,love,gra,stay,home,use,protective,gear,maintain,social,love
625.0,biggest,political,hoax,history,drop,times,covid,biggest,political,hoax,history,drop,times
626.0,look,matter,sir,leader,party,abu,corona,tha
627.0,midst,pandemic,koko,mocha,midst,pandemic,koko,mocha
629.0,meet,sports,commentator,found,novel,way,keeping,enter,meet,sports,commentator,found,novel,way,keeping
634.0,smith,time,end,challenge,lick,random,public,prove,smith,time,end,challenge,lick,random,public
635.0,know,people,look,time,life,lots,obvious,know,people,look,time,life,lots,obvious
638.0,global,leader,ago,today,position,lead,global,response,global,leader,ago,today,position,lead,global,response
639.0,hear,approach,youth,work,lock,chat
641.0,new,hospital
642.0,look,phenomenal,fight,covid,pandemic,far,leadership,look,phenomenal,fight,covid,pandemic,far,leadership
644.0,breaking,chain,making,chain,opening,wine,lock,longer,going,help
645.0,boss,meatworks,outbreak,told,boss,meatworks,outbreak,told,devast
648.0,testing,twice,calling,mass,testing,finding,community,rapid,test,survey,truck,mean
649.0,depressed,surrounded,poverty,joblessness,going,day,depressed,surrounded,poverty,joblessness,going,day
651.0,official,death,toll,risen,worst,hit,country,official,death,toll,risen,worst,hit,country
652.0,especially,president,united,raging,pandemic,killing,especially,president,united,raging,pandemic,killing,thou
653.0,stocks,rally,trial,covid,vaccine
655.0,scientific,evidence,lab,stepwise,evolution,scientific,evidence,lab,stepwise
656.0,working,day,week,thanks,reminder,real,man
657.0,yes,help,morning,beauti
660.0,ball,school,district,public,district,ball,school,district,public,district
661.0,nice,work,visit,policy,role,healthy,support,nice,work,visit,policy,role,healthy,support
664.0,russia,health,falling,window,week,surpass,russia,health,falling,window,week,sur
665.0,wonder,thinking,state,planet,spotted,day,ground,pandemic,wonder,thinking,state,planet,spotted,day,ground
666.0,dutch,new,describe,impact,virus,skin,hunger,longing,human,contact,dutch,new,describe,impact,virus,skin,hunger,longing
667.0,containment,zone,lady,leading,door,door,survey,containment,zone,lady,leading,door,door
668.0,close,wine,economy,log
670.0,jail,vulnerable,china,virus,dis
671.0,rory,brother,arms,suicide,social,covid,pandemic,rory,brother,arms,suicide,social,covid
675.0,update,today,site,understand,data,update,today,site,understand,data
677.0,read,important,update,pandemic,mudd,chief,executive,read,important,update,pandemic,mudd,chief
679.0,yes,thanks,daily,man
680.0,crazy,pandemic,work,sending,support,work,force,crazy,pandemic,work,sending,support
