5.0,going,need,buy,worth,panic
59.0,crazy,corona,totally,social,construct,crazy,corona,totally,social,construct
61.0,corona,cancel,accept,feeling,missing,corona,cancel,accept,feeling,missing
63.0,new,mar,total,new,mar,total
64.0,lab,pilgrim,lab,pilgrim
65.0,grateful,president,today,national,day,prayer,affected,grateful,president,today,national,day,prayer,affected
67.0,announcement,think,man,carrying,affair,gay,men,demand
68.0,big,jump,surprising,considering,event,mor,big,jump,surprising,considering,event,wha
70.0,spreading,fake,android,steal,spreading,fake,android,steal
72.0,justice,department,investigating,corp,possible,foreign,subject,justice,department,investigating,corp,possible,foreign,subject
76.0,non,look,away,tweet,imagine,pandemic,non,look,away,tweet,imagine
77.0,elect,clown,incompetent,extremely,dangerous,circus
78.0,use,money,fight,corona,virus,soccer,team,buy,soccer,team,taxpayer
80.0,information,advice,help,prevent,spread,found,information,advice,help,prevent,spread,found
84.0,new,tested,positive,corona,virus,total,number,new,tested,positive,corona,virus,total,number,sin
85.0,religious,event,sri,mosque,came,tested,religious,event,sri,mosque,came
91.0,wish
92.0,hey,tax,corona,virus,leave,like
93.0,neighborhood,singing,self,neighborhood,singing,self
95.0,dick
98.0,opinion,social,responsibility,protect,self,opinion,social,responsibility,protect,self
99.0,pandemic,finally,wash,huh,pandemic,finally,wash,huh
100.0,low,risk,covid,running,dog,cycling,dog,low,risk,covid,running,dog,cycling,dog
101.0,great,sarcasm,point
104.0,praise,gone,medical,bedside,praise,gone,medical,bedside
106.0,horny,ass,horny,ass
108.0,poetic,presidency,ending,germ,china,like,poetic,presidency,ending,germ,china,like,beer
110.0,stop,narrative,trying,like,patient,zero,know,gave,stop,narrative,trying,like,patient,zero,know
113.0,interesting,safety,level,lab,increasing,human,contagion
116.0,independent,people,people
119.0,gave,skittles,told,kill,sure,avoid,skittles,gave,skittles,told,kill,sure,avoid,skittles
120.0,ready,bill
123.0,news,second,state,postpone,primary,need,prepared,news,second,state,postpone,primary,need,prepared
129.0,post,corona
130.0,resist,tested,people,severe,respiratory,city,hot,resist,tested,people,severe,respiratory,city
131.0,trump,test,positive,covid,trump,test,positive,covid
133.0,neighborhood,singing,roar,perry,self,neighborhood,singing,roar,perry,self
135.0,matter,feel,fine,right,matter,feel,fine,right
136.0,goes,peter,psalm,luke,goes,peter,psalm,luke
137.0,miss,universe,set,winning,world,cup,come,miss,universe,set,winning,world,cup,come
139.0,chilling,chilling
140.0,trying,set,girl,neighborhood,singing,chun,self
141.0,dead,dead,thank,god,lying,awake,past,wondering,deal,corona,virus,finally
143.0,racist,bigoted,western,media,time,independent,suppress,story,racist,bigoted,western,media,time,independent,suppress,story
145.0,arrangement,hospital,covid,testing,arrangement,hospital,covid,testing
147.0,corona,cancel,accept,feeling,missing,corona,cancel,accept,feeling,missing
149.0,contrary,belief,trump,control
151.0,spread,good,like,spread,negative,spread,good,like,spread,negative
155.0,virus,strategy,virus,strategy
157.0,agenda,aside,fact,majority,easily,believe,story,like,worrying,think,agenda,aside,fact,majority,easily,believe,story,like,worrying,think
158.0,nasi,testing,overload,stay,home,self,nasi,testing,overload,stay,home
159.0,covid,volunteer,barred,restricted,nova,scotia
160.0,ask,hell,weekend,catastrophe,guessing,ask,hell,weekend,catastrophe,guessing
161.0,able,stop,thinking,company,potential,covid,vaccine,court,trying,able,stop,thinking,company,potential,covid,vaccine,court
162.0,childhood,fun,corona,childhood,fun,corona
165.0,official,true,official,true
169.0,pray,beautiful,planet,pray,beautiful,planet
173.0,national,day,testing,people,national,day,testing,people
174.0,radical,better,automatically,vote,mail,increase,radical,better,automatically,vote,mail
177.0,people,follow,instead,isolating,went,instead
179.0,need,remain,optimistic,laughing,smiling,good,immune,system,hope
181.0,white,blood,corona,body,white,blood,corona,body
185.0,government,taken,set,important,march,slow,government,taken,set,important,march
187.0,south,heroic,job,covid,adhere,south,heroic,job,covid,adhere
189.0,federal,response,like,lot,propaganda,money,spent,tell,federal,response,like,lot,propaganda,money,spent,tell
190.0,launch,ceremony,low,key,state,government,mass,view,launch,ceremony,low,key,state,government,mass,view
191.0,went,day,getting,spreading,elderly,think,went,day,getting,spreading,elderly
192.0,industry,billion,subsidy,pollute
193.0,apply,apply
194.0,spent,day,phone,talking,local,spent,day,phone,talking,local
196.0,wait,hear,gone,wait,hear,gone
197.0,state,people,close,contact,patient,state,people,close,contact,patient
201.0,perry,fake,video,neighborhood,singing,roar,perry,fake,video,neighborhood,singing,roar
202.0,lie,president,trump,negative
205.0,expert,indoors,keeping,clean,possible,expert,indoors,keeping,clean,possible
207.0,use,chloroquine,prophylaxis,worrying,times,lupus,mandatory,maintenance
209.0,non,corona
211.0,need,help,covid,medical,foundation,seeking,help,aid,need,help,covid,medical,foundation,seeking
213.0,open,curfew,open,curfew
214.0,foster,spread,virus,foster,spread,virus
215.0,government,like,providing,human,government,like,providing,human
221.0,wood,cancel,corona,virus,play,wood,cancel,corona,virus,play
222.0,absolutely,disgusting,people,upset,mad,president,people,sick,absolutely,disgusting,people,upset,mad,president,people,sick
223.0,neighborhood,singing,self,love,neighborhood,singing,self
224.0,night,try,peace,mind,real,rest,night,try,peace,mind,real,rest
230.0,forgetting,spring,people,actually,corona,forgetting,spring,people,actually,corona
232.0,good,news,weary,heart,covid,received,covid,test,good,news,weary,heart,covid,received,covid,test
233.0,low,risk,covid,running,dog,cycling,dog,low,risk,covid,running,dog,cycling,dog
234.0,federal,government,official,nominally,charge,response,crisis,federal,government,official,nominally,charge,response,crisis
235.0,real,right,real,right
238.0,raise,hand,know,raise,hand,know
239.0,finally,great,press,conference,social,dari,rum,finally,great,press,conference,social,dari
240.0,days,ago,concerned,sure,access,days,ago,concerned,sure,access
241.0,colleague,powerful,quote,end,impossible,know,colleague,powerful,quote,end,impossible,know
242.0,ani,breaking,ready,volunteer,massive,fund,fighting,corona
247.0,remember,raid,area,stuff,yep,caught,alien,virus,spread
248.0,implement,social,stipend,implement,social
251.0,gave,skittles,told,kill,sure,avoid,skittles,gave,skittles,told,kill,sure,avoid,skittles
252.0,basically,sleep,away,time,sure,let,use,excuse,cause
253.0,covid,sadness,covid,sadness
254.0,mobile,clean,bacteria,virus,bod
255.0,seriously,feeling,angry,lost,right,friend,trying,tested,covid,days,seriously,feeling,angry,lost,right,friend,trying,tested,covid
257.0,needs,social,seriously,feel,fine,needs,social,seriously,feel,fine
258.0,international,international
260.0,perry,fake,video,neighborhood,singing,roar,perry,fake,video,neighborhood,singing,roar
261.0,world,world
265.0,hey,support,taking,difficult,right,decision,close,list,spread,hey,support,taking,difficult,right,decision,close,list
268.0,absolutely,million,times,absolutely,million,times
270.0,amazing,liberal,media,spread,anti,trump,right,amazing,liberal,media,spread,anti,trump
273.0,perfect,sense,perfect,sense
275.0,witty,witty
277.0,boost,immune,system,covid,thread,boost,immune,system,covid,thread
278.0,absolutely,terrifying,comparison,age,covid,absolutely,terrifying,comparison,age,covid
279.0,close,recording,video,diary,life,like,living,close,recording,video,diary,life,like,living,epic
281.0,panic,corona,virus,got,survival,rate,country
283.0,casino,open,casino,open
284.0,thing,going,come,end,hit,peak,outbreak,health,official,said,number
285.0,turned,professional,high,octane,taut,terrifyingly,turned,professional,high,octane,taut
288.0,aware,private,company,hospital,community,aware,private,company,hospital,community
289.0,virus,bother,politically,correct,fool,communist,party,right,virus,bother,politically,correct,fool,communist
291.0,day,self,isolation,waiting,constant,result,opportunism,crippling,day,self,isolation,waiting,constant,result,opportunism
292.0,best,simulation,social,seen,best,simulation,social,seen
294.0,corona,corona
296.0,lest,forget,closed,lest,forget,closed
297.0,grocery,clearing,afraid,scary,grocery,clearing,afraid,scary
298.0,protecting,protecting
300.0,infighting,son,law,hungry,inside,trump
301.0,tomorrow,need,learn,school,face,time,teacher,recap,week
304.0,neighborhood,singing,self,love,neighborhood,singing,self
305.0,bravo,arsonist,burn,building,mind,fire,bravo,arsonist,burn,building,mind
307.0,spread,good,like,spread,negative,spread,good,like,spread,negative
310.0,talk,way,avoid,responsibility,talk,way,avoid,responsibility
313.0,disastrous,sign,hastily,poorly,terribly,executed,policy,disastrous,sign,hastily,poorly,terribly,executed,policy
314.0,ani,prime,minister,aware,prime,minister,keen,link,prime,minister,aware,prime,minister,keen,link
319.0,sitting,epicenter,covid,told,able,view,chest,ray,sitting,epicenter,covid,told,able,view,chest
321.0,believe,doc,trump,covid,look,believe,doc,trump,covid,look
323.0,yeah,similar,boat,live,working,remotely,near,future,yeah,similar,boat,live,working,remotely,near,fut
324.0,purpose,purpose
325.0,guardian,executive,clown,response,missing,executive,clown,response,missing
326.0,day,calling,racist,actual,day,calling,racist,actual
327.0,best,country,long,term,people,follow,example
329.0,laughing,finding,production,virus,laughing,finding,production,virus
332.0,grocery,clearing,afraid,scary,grocery,clearing,afraid,scary
334.0,orang,thought,impact,health,sector,people,orang,thought,impact,health,sector,people
339.0,electric,chair,surgeon,electric,chair,surgeon
343.0,executive,clown,response,missing,executive,clown,response,missing
344.0,train,train
345.0,outrageous,duty,sure,heathy,fed,pay,outrageous,duty,sure,heathy,fed,pay
346.0,train,train
349.0,useless,ass,hole,worth
350.0,harry,buck,president,responsibility,trump,don,harry,buck,president,responsibility,trump
355.0,president,trump,negative,president,trump,negative
360.0,actually,like
361.0,screening,hour,wait,crowded,screening,hour,wait,crowded
363.0,damn,right,scum,earth,kudos,man,calling,media,damn,right,scum,earth,kudos,man,calling,media
364.0,real,right,real,right
365.0,liberal,media,want,think,virus,racist,liberal,media,want,think,virus,racist
367.0,worked,supermarket,pharmacy,today,thank,million,need,worked,supermarket,pharmacy,today,thank,million,need
370.0,table,turned,breaking,considering,border,prevent
371.0,north,panic,buy
372.0,country,stupid,refusing,test,people,country,stupid,refusing,test,people
373.0,worked,supermarket,pharmacy,today,thank,million,need,worked,supermarket,pharmacy,today,thank,million,need
375.0,pandemic,alarmist,inadequate,pandemic,alarmist,inadequate,lea
376.0,respectfully,susceptible
379.0,official,conspiracy,theory,army,brought,official,conspiracy,theory,army,brought
380.0,excellent,confusion,good,advice,thinking,visiting,elderly,excellent,confusion,good,advice,thinking,visiting,elderly
382.0,isolation
383.0,customer,service,retail,getting,hazard,pay,pandemic,customer,service,retail,getting,hazard,pay,pandemic
384.0,travelled,yesterday,train,urgently,con,travelled,yesterday,train,urgently
385.0,clarify,isolation,tested,positive,virus,quarantine,contact,clarify,isolation,tested,positive,virus,quarantine,contact
386.0,bazaar,corona,end,soon,bazaar,corona,end,soon
387.0,read,medical,team,sent,fight,covid,experienced,read,medical,team,sent,fight,covid,experienced
388.0,covid,church,thread,man,went,church,gave,testimony,infected,covid,church,thread,man,went,church,gave,testimony,infected
389.0,trump,got,national,television,warning,gave,world,trump,got,national,television,warning,gave,world
392.0,calling,social,word,year
393.0,college,class,sorry,able,tour,spring,pay,special,attention,college,class,sorry,able,tour,spring,pay,special
395.0,rest,world,taking,corona,virus,rest,world,taking,corona,virus
396.0,bourbon,spring,football,real,shot,couple,bourbon,spring,football,real,shot,couple
397.0,hey,test,negative,corona,ill,love,corolla,hope,number,hey,test,negative,corona,ill,love,corolla,hope,number
399.0,notice,blotto,draw,suspended,foreseeable,future,covid,date
400.0,positive,stupidity,positive,stupidity
403.0,god,throat,sore,feel,maybe
404.0,time,government,daily,press,conference,handling,time,government,daily,press,conference,handling
405.0,university,self,quarantine,student,positive,covid,university,self,quarantine,student,positive
406.0,important,government,providing,clear,communication,public,important,government,providing,clear,communication,public
409.0,leader,hip,narrative,zero,concern,human,leader,hip,narrative,zero,concern
410.0,breaking,news,tested,positive,virus,quarantine,breaking,news,tested,positive,virus
411.0,sisi,laugh,cope,apart,basic,hygiene,keeping,sisi,laugh,cope,apart,basic,hygiene,keeping
412.0,order,slogan,help,cheering,kit,version,corona,little,prince
416.0,fast,covid
417.0,closed,essential,personnel,defined,role,report,work,uncertain,closed,essential,personnel,defined,role,report,work,uncertain
418.0,student,quarantine,week,tested,positive,student,quarantine,week,tested,positive
423.0,powerhouse,country,think,powerhouse,country,think
424.0,approve,returned,threaten,health,refuse,undergo,cor,approve,returned,threaten,health,refuse,unde
431.0,self,check,covid,self,check,covid
432.0,stop,stop,display,competent,leadership,ability,time,uncertain,stop,stop,display,competent,leadership,ability,time
436.0,fake,testing,airport,federal,warning,fake,fake,testing,airport,federal,warning,fake
438.0,clearing,clearing
439.0,way,old,feel,way,youth,feel,climate,crisis,way,way,old,feel,way,youth,feel,climate,crisis,way
442.0,far,ahead,league,corona,easy,decision
443.0,testing,south,drive,testing,station,stay,car,testing,south,drive,testing,station,stay,car,min
445.0,desperately,trying,practice,social,government,decided
448.0,count,vote,yes,legislation,count,vote,yes,legislation
454.0,true,revealed,address,nation,spun,record,briefing,true,revealed,address,nation,spun
458.0,neighborhood,singing,baby,self,neighborhood,singing,baby,self
459.0,china,helping,fight,china,helping,fight
461.0,world,health,declared,pandemic,potential,infect,kill,large,population,world,health,declared,pandemic,potential,infect,kill,large,population
468.0,collaborative,people,easily,eradicate,covid,sadly,sma,collaborative,people,easily,eradicate,covid,sadly
474.0,week,said,sound,good,panic,team,working
475.0,got,teary,watching,speech,blasted,trump,thank,god,got,teary,watching,speech,blasted,trump,thank,god
476.0,close,friend,researcher,public,health,major,told,week,close,friend,researcher,public,health,major,told
479.0,building,tool,fight,learn,importance,washing,building,tool,fight,learn,importance,washing
480.0,economy,suffering,hard,scare,according,salary,economy,suffering,hard,scare,according,salary
482.0,people,want,understand,major,taken,combat,economic,impact,covid
484.0,city,today,hard,city,today,hard
485.0,economy,suffering,hard,scare,according,salary,economy,suffering,hard,scare,according,salary
486.0,absolutely,ridiculous,panic,baby,formula
489.0,face,mozambique,large,precaution,ruling,face,mozambique,large,precaution
492.0,thought,lit,culture,real,world,applicability,solution,thought,lit,culture,real,world,applicability
493.0,government,immediately,requisition,private,hospital,help,cope,agree,government,immediately,requisition,private,hospital,help,cope,agree
496.0,waiting,panic,ran,shop,come,virus
497.0,married,finish,family,save,money,married,finish,family,save,money
500.0,photo,medical,law,enforcement,riding,remote,photo,medical,law,enforcement,riding,remote
502.0,article,reminder,undervalue,care,work,country,article,reminder,undervalue,care,work,country
503.0,virologist,know,carrying,virus,tested,expose,virologist,know,carrying,virus,tested,expose
504.0,stay,home,stay,home
505.0,panic,eating,thing,afford,buy,consume,panic,eating,thing,afford,buy,consume
506.0,ask,considerate,stop,ask,considerate,stop
509.0,going,tackle,outbreak,china,trave,going,tackle,outbreak,china
511.0,apply,apply
512.0,latest,die,thanks,corona
513.0,breaking,news,chief,seen,working,solution,covid,breaking,news,chief,seen,working,solution,covid
515.0,corona,sender,corona,sender
517.0,final,final
518.0,spread,tough,choice,close,country,risk,wrath,fed,spread,tough,choice,close,country,risk,wrath
522.0,widely,thought,medical,staff,widely,thought,medical
525.0,west,mistaking,big,response,open,west,mistaking,big,response,open
526.0,interview,people,intensive,care,people,virus,herd,immunity,interview,people,intensive,care,people,virus,herd
532.0,forget,responsible,pandemic,china,china,lied,world,outbreak,forget,responsible,pandemic,china,china,lied,world,outbreak
534.0,defeat,corona,let,panic,creep,aware,precautionary,defeat,corona,let,panic,creep,aware,precautionary
535.0,giving,company,man,money,sky,news,virgin,atlantic,write,letter,prime,minister,saying
538.0,sir,fit,water,train,number,currently
539.0,clarify,isolation,tested,positive,virus,quarantine,contact,clarify,isolation,tested,positive,virus,quarantine,contact
541.0,believe,lock,step,comes,believe,lock,step,comes
544.0,live,interaction,fighting,live,interaction,fighting
548.0,narrative,china,propaganda,push,tell,stop,narrative,china,propaganda,push,tell,stop
552.0,real,right,real,right
555.0,train,train
561.0,grocery,clearing,afraid,scary,grocery,clearing,afraid,scary
562.0,perspective,bit,high,risk,virus,like,son,healthy,count,perspective,bit,high,risk,virus,like,son,health
563.0,disgusting,close,sister,teacher,government
564.0,got,morale,got,morale
566.0,clarify,isolation,tested,positive,virus,quarantine,contact,clarify,isolation,tested,positive,virus,quarantine,contact
568.0,real,estate,tycoon,goes,missing,government,real,estate,tycoon,goes,missing,government
569.0,care,future,planet,reproductive,best,respond,care,future,planet,reproductive,best
570.0,scene,airport,traveler,took,photo,said,hour,wait,scene,airport,traveler,took,photo,said,hour,wait
573.0,customs,line,going,customs,line,going
577.0,international,month,possible,old,individual,came,march,tested,positive
584.0,buy,usual,advise,people,panic,afford,stock,buy,usual,advise,people,panic,afford
586.0,people,mar,trump,weekend,tested,positive,lawyer,people,mar,trump,weekend,tested,positive,lawyer
587.0,continue,mission,fight,pandemic,wonder,use,time,examine,continue,mission,fight,pandemic,wonder,use,time,examine
590.0,plan,activate,plan,screening,hour,wait,crowded
591.0,need,pray,sick,living,fear,anxiousness,need,pray,sick,living,fear,anxiousness
592.0,putrid,pure,evil,putrid,pure,evil
602.0,absolutely,disgusting,people,upset,mad,president,people,sick,absolutely,disgusting,people,upset,mad,president,people,sick
604.0,survive,covid,shower,water,way,hot,burn,virus,survive,covid,shower,water,way,hot,burn,virus,skin
605.0,drastic,yesterday,today,end,week,reach,drastic,yesterday,today,end,week,reach
606.0,country,stupid,refusing,test,people,country,stupid,refusing,test,people
608.0,great,way,teach,importance,healthy,thank,great,way,teach,importance,healthy,thank
609.0,far,quickly,term,pandemic,turns,selfish,far,quickly,term,pandemic,turns
610.0,electric,chair,surgeon,electric,chair,surgeon
611.0,probably,best,single,piece,advice,probably,best,single,piece,advice
612.0,thing
613.0,grocery,clearing,afraid,scary,grocery,clearing,afraid,scary
618.0,president,public,letter,world,help,saying,country,fight,corona,president,public,letter,world,help,saying,country
620.0,covid,covid,evidence,virus
621.0,amid,pandemic,news,hour,news,widely,available,amid,pandemic,news,hour,news,widely,available
623.0,twitter,know,corona,share,know,zero,twitter,know,corona,share,know,zero
625.0,transform,chain,infected,transform,chain,infected
627.0,declared,corona,pandemic,disease,sensible,politics
628.0,figured,self,isolation,thing,figured,self,isolation,thing
629.0,stop,telling,young,people,avoid,infection,protect,old,tell,protect,stop,telling,young,people,avoid,infection,protect,old,tell,protect
630.0,destroy,virus,destroy,virus
631.0,bought,shortage,surrounding,covid,bought,shortage,surrounding,covid
633.0,look,like,hubby,family,busy,cash,look,like,hubby,family,busy
634.0,message,president,response,covid,message,president,response,covid
635.0,german,government,confirming,report,newspaper,welt,trump,administration,tried,poach
636.0,let,administration,address,covid,like,national,gun,violence,epidemic,national,day,prayer,let,administration,address,covid,like,national,gun,violence,epidemic,national,day,pray
637.0,thinking,possibility,dying,thinking,possibility,dying
638.0,thanks,test,comes,negative,hedge,safety,trump,daily,thanks,test,comes,negative,hedge,safety,trump,daily
641.0,posted,shut,program,dangerous,animal,infect,posted,shut,program,dangerous,animal
644.0,real,right,real,right
646.0,positive,thing,global,pandemic,people,world,remember,positive,thing,global,pandemic,people,world,remember
648.0,read,long,read,huge,informed,content,important,listen,read,long,read,huge,informed,content,important,listen
649.0,corona,sender,corona,sender
651.0,range,days,meta,paper,specific,covid,stra
652.0,abortion,virus,true,killer,trump,abortion,virus,true,killer,trump
653.0,joe,set,virus,task,force,pick,lead,architect,joe,set,virus,task,force,pick,lead,architect
656.0,nice,poster,titled,covid,picture
657.0,press,needs,step,demand,accountability,government,communicating,major,policy,press,needs,step,demand,accountability,government,communicating,major,policy
658.0,forced,flu,shot,end,military,days,later,gnarly,ass,upper,anybody,nasty,ass,flu,beat,like,days,outbreak
659.0,shady,kept,distance,gathering,seen
660.0,thanks,thanks
661.0,probably,best,single,piece,advice,probably,best,single,piece,advice
664.0,hay,hay
665.0,approve,returned,threaten,health,refuse,undergo,approve,returned,threaten,health,refuse,unde
666.0,corona,double,tap,corona,double,tap
668.0,exposed,incompetent,western,man,intention,ship,testing,million
669.0,holy,porter,fire,commit,free,testing,holy,porter,fire,commit,free,testing,corona
671.0,days,hope,end,bazaar,fam,days,hope,end,bazaar
672.0,new,mar,total,new,mar,total
674.0,early,outbreak,covid,case,average,days,infection,early,outbreak,covid,case,average,days,infection
678.0,chemist,chemist
680.0,number,number
684.0,long,immunity,following,covid,infection,biggest,unknown,comparison,long,immunity,following,covid,infection,biggest,unknown,comparison
685.0,breaking,news,tested,positive,virus,quarantine,breaking,news,tested,positive,virus
686.0,boom,manufacturer,scientific,said,produce,million,new,china,virus,boom,manufacturer,scientific,said,produce,million,new,china,virus
690.0,tha,china
692.0,covid,toilet,paper,shortage,covid,toilet,paper,shortage
695.0,dado,presidente,serio
700.0,yes,know,read,biggest,crisis,people,die,tot,yes,know,read,biggest,crisis,people
704.0,talk,media,hysteria,talk,media,hysteria
706.0,worked,supermarket,pharmacy,today,thank,million,need,worked,supermarket,pharmacy,today,thank,million,need
708.0,thought,corona,virus,doctor,said,covid,thought,corona,virus,doctor,said,covid
709.0,corona,ass,house,leave,people,corona,ass,house,leave,people
710.0,working,facility,diagnosis,dam,sure,find,working,facility,diagnosis,dam,sure
714.0,protect,people,corona,virus,amin,protect,people,corona,virus,amin
715.0,panic,love,individualism,capitalism,possible,outcome,panic,love,individualism,capitalism,possible
723.0,trump,trust,china,trump,trust,china
732.0,trump,travel,ban,leading,flood,come,home,funneled,trump,travel,ban,leading,flood,come,home,funneled
733.0,bum,bum,weak,covid
734.0,number,number
735.0,ani,video,conference,member,like,thank,joining,video,conference,member,like,thank
736.0,breaking,live,video,conference,crisis,far,breaking,live,video,conference,crisis,far
737.0,idiot,idiot
740.0,donate,blood,local,blood,center,blood,facing,severe,need,donate,blood,local,blood,center,blood,facing,severe
742.0,disappointed,chance,help,good,human,social,self,quarantine,simply
743.0,neighborhood,singing,getting,swift,neighborhood,singing,getting,swift
745.0,help,difficult,time,extra,data,allowance,march,help,difficult,time,extra,data,allowance,march
746.0,amidst,panic,remember,bigger,picture,left
747.0,low,risk,covid,running,dog,cycling,dog,low,risk,covid,running,dog,cycling,dog
749.0,poll,approve,handling,disapprove,public,poll,approve,handling,disapprove,public
750.0,total,state,nursing,home,elder,total,state,nursing,home
752.0,control,guy,canned,pandemic,response,team,tried,suppress,case,control,guy,canned,pandemic,response,team,tried,suppress
758.0,physician,friend,driving,home,tonight,long,grueling,day,nearly,hospital,treating,physician,friend,driving,home,tonight,long,grueling,day,nearly,hospital,treating
759.0,huge,spike,stop,going,social,practice,social,huge,spike,stop,going,social,practice,social
760.0,enable,respond,epidemic,enable,respond
766.0,pandemic,finally,wash,huh,pandemic,finally,wash,huh
767.0,blame,corona,actually,life
768.0,press,release,update,covid,issue,rector,tan,sri,respond,issue,press,release,update,covid,issue,rector,tan,sri,respond
769.0,low,risk,covid,running,dog,cycling,dog,low,risk,covid,running,dog,cycling,dog
772.0,hard,hard
773.0,absolutely,reason,pandemic,unit,happen,absolutely,reason,pandemic,unit,happen
775.0,niece,baby,month,early,baby,thank,god
778.0,voluntary,china,leave,night,join,help,count,voluntary,china,leave,night,join
780.0,covid,ready,hurt
785.0,social,double,days,social,double,days
786.0,daybreak,talk,lots,question
788.0,toilet,paper,vanishing,fox,business,ask,people,went,crazy,toilet,paper,vanishing,fox,business,ask,people,went
789.0,vote,moment,know,personally,contracted,know,personally,contracted,covid,virus,share,poll
792.0,breaking,considering,border,prevent,breaking,considering,border,prevent
794.0,speech,man,presidency,speech,man,presidency
798.0,probably,best,single,piece,advice,probably,best,single,piece,advice
801.0,right,easier,test,kit,covid,right,easier,test,kit,covid
802.0,heavily,affected,day,heavily,affected,day
804.0,screwing,primary,screwing,primary
805.0,advice,dealing,advice,dealing
807.0,regularly,clean,regularly,clean
808.0,video,event,mar,elderly,woman,hospital,family,video,event,mar,elderly,woman,hospital,family
809.0,breaking,news,tested,positive,virus,quarantine,breaking,news,tested,positive,virus
810.0,actually,cancer,tumor,neurologist,gave,actually,cancer,tumor
812.0,sorry,sorry,frequent,use,word,breaking,public,service,announcement
813.0,streamline,global,pandemic,response,hold,accountable,streamline,global,pandemic,response,hold
817.0,listen,medical,advice,instead,constant,twitter,listen,medical,advice,instead,constant
818.0,scent,surely
819.0,government,like,providing,human,government,like,providing,human
821.0,going,tackle,outbreak,china,trave,going,tackle,outbreak,china
822.0,pray,beautiful,planet,pray,beautiful,planet
823.0,grocery,clearing,afraid,scary,grocery,clearing,afraid,scary
824.0,social,life,way,social,life,way
826.0,chief,justice,new,dealt,police,hearing,civil,chief,justice,new,dealt,police,hearing
828.0,bill,working,vaccine,mass,depopulation,bill,working,vaccine,mass,depopulation
829.0,article,helpful,article,helpful
831.0,corona,virus,corona,virus
832.0,bought,time,deal,covid,doctor,tried,warn,world,bought,time,deal,covid,doctor,tried,warn,world
833.0,place,country,consistently,shown,leadership,times,crisis,massively,place,country,consistently,shown,leadership,times,crisis,massive
834.0,taken,example,avoid,spread
835.0,university,self,quarantine,student,positive,covid,university,self,quarantine,student,positive
837.0,reminder,blame,president,bad,covid,fired,entire,reminder,blame,president,bad,covid,fired,entire
838.0,feeling,unwell,think,corona,virus,try,tell,feeling,unwell,think,corona,virus,try,tell
840.0,sole,responsibility,collective,effort,begun,sole,responsibility,collective,effort,begun,prep
842.0,kim,free,drive,testing,south,corrupt,president,greatly,free,drive,testing,south,corrupt,president,greatly
844.0,need,uncle,stop,covid,need,uncle,stop,covid
845.0,tell,stay,closed,tell,stay,closed
846.0,best,decision,government,consider,lot,announce,best,decision,government,consider,lot,announce
849.0,love,like,spread,exponentially,flatten,curve,washin,love,like,spread,exponentially,flatten,curve
851.0,business,thrown,prime,minister,benjamin,unexpected,lifeline,career,afloat,thrown,prime,minister,benjamin,unexpected,lifeline,career
852.0,country,stupid,refusing,test,people,country,stupid,refusing,test,people
854.0,working,develop,outline,guidance,video,primary,care,covid,crisis,fin,working,develop,outline,guidance,video,primary,care,covid,crisis
856.0,watch,watch
