5.0,year,disabled
76.0,tested,positive,covid,press,conference,social,tested,positive,covid,press,conference
77.0,woman,allegedly,baby,social,dispute,longer,job,school,district,woman,allegedly,baby,social,dispute,longer,job
78.0,global,health,warn,covid,transmission,world,health,organization,hold,briefing,global,health,warn,covid,transmission,world,health,organization,hold
79.0,ser,look,face,fine,taking,mask
84.0,herd,immunity,work,virus,secondly
86.0,breaking,president,positive,brazil
90.0,trump,probable,president,brazil,offer,condolence,covid,positive,test,told,trump,probable,president,brazil,offer,condolence,covid,positive,test,told
92.0,starting,find,groove,season,corona,tho
94.0,trump,buy,walking,street,instead,trump,buy,walking,street,instead
95.0,hotel,people,crowded,outside,generally,acting,like,hotel,people,crowded,outside,generally,acting,like
99.0,ice,threatening,deport,international,school,going,chose,ice,threatening,deport,international,school,going,chose
100.0,yes,unfortunately,dealing,group,criminal,hell,bent,removing,trump,cost,total,number,covid,small,equation
103.0,moral,reasoning,pandemic,need,right,new,philosopher,moral,reasoning,pandemic,need,right,new,philosopher
104.0,offer,million,replacement,football,offer,million,replacement,football
105.0,point,joe,protecting,virus,telling,point,joe,protecting,virus,telling
106.0,pan,health,organization,positive,covid,test,virus
110.0,positive,covid,tested,test
114.0,registered,nurse,longer,trust,longer,trust,longer,trust,registered,nurse,longer,trust,longer,trust,longer,trust
115.0,dade,county,seen,increase,number,past,dade,county,seen,increase,number,past
116.0,odd,joe,west,strike,outside,zone,odd,joe,west,strike,outside,zone
117.0,fake,news,media,refuse,china,virus,fake,news,media,refuse,china,virus
120.0,follow,honest,study
122.0,apology,finally,admit,right,apology,finally,admit,right
127.0,nei,brilliant,performance,dialogue,delivery,nei,brilliant,performance,dialogue,delivery
128.0,true,hope,leaves,good,like,win,sad,leaves
132.0,breaking,president,sought,repeatedly,minimize,breaking,president,sought,repeatedly,minimize
133.0,today,learned,new,let,health,deal,pandemic,pol,today,learned,new,let,health,deal,pandemic
134.0,giant,feather,shut,positive,covid
137.0,start,pandemic,mark,wealth,grown,percent,jeff,wealth,grown,start,pandemic,mark,wealth,grown,percent,jeff,wealth,grow
139.0,rise,white,covid,strain,going,way
144.0,president,positive
146.0,thank,goodness,able,tap,small,business,thank,goodness,able,tap,small,business
147.0,legal,check,amazing,important,video,series,ethnography,remotely,legal,check,amazing,important,video,series,ethnography,remotely
148.0,want,focus
150.0,consider,ill,effects,pandemic,mental,state,making,decision,consider,ill,effects,pandemic,mental,state,making,decision
153.0,today,learned,new,let,health,deal,pandemic,pol,today,learned,new,let,health,deal,pandemic
154.0,left,like,candidate,joe,amnesia,president,trump,create,came,china,left,like,candidate,joe,amnesia,president,trump,create,came
155.0,current,occupant,white,house,talk,instead,quick,reminder,current,occupant,white,house,talk,instead,quick,reminder
158.0,biggest,pandemic,fix,needs,biggest,pandemic,fix,needs,chi
159.0,right,believe,science,right,believe,science
160.0,teaser,shot,tomorrow
161.0,tucker,sold,share,daily,caller,daily,caller,received,emergency,covid,fro,tucker,sold,share,daily,caller,daily,caller,received,emergency,covid
162.0,new,video,sickening,new,video,sickening
163.0,education,minister,public,health,determine,open,education,minister,public,health,determine,open
167.0,covid,systemic,racism,common,lot,people,believe,exist,affected,covid,systemic,racism,common,lot,people,believe,exist,affected,personally
168.0,covid,china,virus,death,rate,peak,tenfold,decrease,mortality,times,covid,china,virus,death,rate,peak,tenfold,decrease,mortality,times
169.0,covid
173.0,parliamentary,drop,march,parliamentary,drop,march
174.0,race,develop,vaccine,receive,billion,race,develop,vaccine,receive,billion
175.0,slush,fund,pence,millions,aid,slush,fund,pence,millions,aid
176.0,central,fall,number,covid,central,fall,number
179.0,nursing,entire,state,large,nursing,entire,state
181.0,ago,gen,enjoying,labor,market,covid
182.0,herd,laura,medicine,cabinet,advised,trump,response
183.0,trump,river,nation,nation,relationship,trump,river,nation,nation,relationship
186.0,positive
187.0,initially,saw,reach,plummeted,far,listening,goes,initially,saw,reach,plummeted,far,listening,goes
190.0,people,dey,think,government,derive,pleasure,hardship,people,dey,think,government,derive,pleasure
191.0,governor,solution,increase,young,people,getting,covid,open,governor,solution,increase,young,people,getting,covid,open
192.0,fight,kill,hope,enjoy,ultimate,love,remember,stay,safe
194.0,blamed,blamed,blamed,blamed,blamed,blamed
196.0,minus,learn,law,enforcement,military,minus,learn,law,enforcement,military
197.0,eventually,opportunity,acknowledge,reality,pandemic,president,positive,covid,pandemic
199.0,pandemic,version,right,pandemic,version,right
200.0,million,federal,aid,major,million,federal,aid
203.0,breaking,president,brazil,tested,positive,covid,breaking,president,brazil,tested,positive,covid
204.0,movie,good,message,concept,old
205.0,man,needs,taken,custody,immediately,shouting,man,needs,taken,custody,immediately,shouting
210.0,starting,think,charge,look,face,fine,taking,mask
212.0,interesting,history,afternoon,smallpox,vaccine,interesting,history,afternoon,smallpox,vaccine
213.0,save,save
215.0,canary,wharf,people,social,hand,available,entry,monitor
216.0,united,totally,united,totally,discrimination
217.0,men,serving,life
222.0,saying,new,day,week,president,trump,needs,saying,new,day,week,president,trump
225.0,push,covid,assistance,extension,pandemic,going,cure,found,push,covid,assistance,extension,pandemic,going,cure
226.0,pandemic,version,right,pandemic,version,right
228.0,breaking,charging,covid,drug,spent,develop,drug,breaking,charging,covid,drug,spent,develop
229.0,new,morning,new,record,additional,new,new,morning,new,record,additional,new,rep
230.0,taking,mortgage,plus,loyal,customer
232.0,help,control,virus,prevent,onward,sexual,transmission,help,control,virus,prevent,onward,sexual,transmission
233.0,idea,simple,wear,mask,social,distance,wash,idea,simple,wear,mask,social,distance,wash
235.0,ice,threatening,deport,international,school,going,chose,ice,threatening,deport,international,school,going,chose
236.0,blessed,faithfulness,grateful,blessed,faithfulness,grateful
238.0,regular,propaganda,racism,bonus,effect,regular,propaganda,racism,bonus,effect
241.0,race,develop,vaccine,receive,billion,race,develop,vaccine,receive,billion
242.0,breaking,president,positive,breaking,president,positive
243.0,evidence,covid,hoax,test,virus,exist,covid,evidence,covid,hoax,test,virus,exist,covid
244.0,global,news,majority,comfortable,flying,seat,axed,poll
245.0,breaking,highest,positivity,rate,came,positive,total,breaking,highest,positivity,rate,came,positive
246.0,mask,casket,pick,mask,casket,pick
247.0,like,family,elaine,chao,got,massive,lots,neighborhood,like,family,elaine,chao,got,massive,lots,neighborhood
248.0,update,yesterday,came,positive,total,update,yesterday,came,positive,total
249.0,breaking,president,repeatedly,disease,tested,positive,covid,breaking,president,repeatedly,disease,tested,positive,covid
251.0,middle,pandemic,middle,pandemic
252.0,like,covid,death,rate,people,age,group,like,covid,death,rate,people,age,group
253.0,enemy,media,staging,hit,calling,unproven,enemy,media,staging,hit,calling,unproven
254.0,save,save
256.0,today,learned,new,let,health,deal,pandemic,pol,today,learned,new,let,health,deal,pandemic
257.0,trump,care,infected,carelessness,trump,care,infected,carelessness,herma
260.0,acute,shortage,city,pandemic,fortunate,happy,acute,shortage,city,pandemic,fortunate
261.0,need,think,design,corona
262.0,urge,avoid,closed,crowded,close,contact,urge,avoid,closed,crowded,close,contact
263.0,virus,big,boy,virus,big,boy
264.0,hey,pandemic,going,inside,possible
267.0,morning,received,test,going,morning,received,test,going,request
268.0,big,push,let,know,china,virus,like,crazy,big,push,let,know,china,virus,like,crazy
269.0,latest,plexus,post,thanks,news,latest,plexus,post,thanks,news
270.0,update,yesterday,came,positive,total,update,yesterday,came,positive,total
271.0,listen,trump,administration,interest,fighting,pandemic,helping,people,suffering,economic,listen,trump,administration,interest,fighting,pandemic,helping,people,suffering
272.0,worst,mortality,covid,million,population,san,worst,mortality,covid,million,population,san,bel
273.0,keeping,staff,safe,keeping,safe,wear,mask,thanks,keeping,staff,safe,keeping,safe,wear,mask,thanks
274.0,find,encouraging,functional,unresponsive,patient,find,encouraging,functional,unresponsive,patient
275.0,write,opinion,inaction,china,corona,write,opinion,inaction,china
280.0,informative,warm,meeting,secretary,state,international,development,informative,warm,meeting,secretary,state,international,development
282.0,pandemic,version,right,pandemic,version,right
284.0,testing,lab,tested,onus,testing,lab,tested,onus
287.0,mayor,video,contracted,mayor,video,contracted
288.0,news,anchor,said,health,system,cope,year,old,news,anchor,said,health,system,cope,year
289.0,latest,status,glance,latest,status,glance
290.0,covid,china,virus,death,rate,peak,tenfold,decrease,mortality,times,covid,china,virus,death,rate,peak,tenfold,decrease,mortality,times
292.0,ice,threatening,deport,international,school,going,chose,ice,threatening,deport,international,school,going,chose
293.0,pandemic,currently,worst,united,stupid,march,pandemic,currently,worst,united,stupid,march
294.0,ice,threatening,deport,international,school,going,chose,ice,threatening,deport,international,school,going,chose
295.0,wale,hypothetically,woke,said,covid,gone,good,thing,hypothetically,woke,said,covid,gone,good,thing
296.0,herd,immunity,question,antibody,study
297.0,action,sign,letter,president,trump,congress,ice,sure
300.0,ice,threatening,deport,international,school,going,chose,ice,threatening,deport,international,school,going,chose
304.0,today,learned,new,let,health,deal,pandemic,pol,today,learned,new,let,health,deal,pandemic
305.0,state,people,test,positive,number,state,people,test,positive,number
306.0,covid,china,virus,death,rate,peak,tenfold,decrease,mortality,times,covid,china,virus,death,rate,peak,tenfold,decrease,mortality,times
307.0,president,positive,covid,pandemic,wearing,mask,president,positive,covid,pandemic,wearing
311.0,ice,threatening,deport,international,school,going,chose,ice,threatening,deport,international,school,going,chose
312.0,today,learned,new,let,health,deal,pandemic,pol,today,learned,new,let,health,deal,pandemic
313.0,focus,mile,logistics,deliver,end,user,fast,possible,focus,mile,logistics,deliver,end,user,fast,possible
314.0,tested,positive,covid,leadership,blindly,follow,trump,tested,positive,covid,leadership,blindly,follow
321.0,share,experience,traveling,past,week,highlight,right,share,experience,traveling,past,week,highlight
322.0,fake,news,media,refuse,china,virus,fake,news,media,refuse,china,virus
323.0,took,relief,program,worth,million,took,relief,program,worth,million
324.0,thank,god,knew,battle,world,wide,pandemic,montana,mad,distance,day
325.0,total,total
328.0,abolish,mass,begun,increase,homelessness,history,alongside
330.0,funder,resigned,respond,led,resigned,respond,led
333.0,stay,home,look,beautiful,fancy,stay,home,look,beautiful,fancy
335.0,experience,man,better,understand,deal,case,point,despite,hardship,experience,man,better,understand,deal,case,point,despite
336.0,pandemic,super,scary,know,close,people,know,testing,positive
338.0,allow,people,play,brain,homemade,vaccine,operation,warp,speed,federal,covid,vaccine,program,government
339.0,people,come,viscerally,understand,important
340.0,follow,maker,amazing,rap,battle,follow,maker,amazing,rap,battle
341.0,direct,covid,direct,covid
342.0,know,service,resume,covid,boring,know,service,resume,covid,boring
343.0,para,covid,para,covid
344.0,ice,threatening,deport,international,school,going,chose,ice,threatening,deport,international,school,going,chose
345.0,president,positive
347.0,think,business,getting,shutdown,maybe,director,prime,provide,clemency
348.0,said,significant,community,spread
349.0,wondering,feel,taught,killing,unarmed,men,wondering,feel,taught,killing,unarmed,men
350.0,han
351.0,breaking,president,positive,breaking,president,positive
352.0,non,perle,non,perle
353.0,anda,visita,covid,anda,visita,covid
354.0,today,learned,new,let,health,deal,pandemic,pol,today,learned,new,let,health,deal,pandemic
355.0,nice,nice
356.0,municipal,municipal
357.0,pega,covid,fake,fez,super,gad,pega,covid,fake,fez,super
358.0,bozo,covid,bozo,covid
359.0,hey,scaremongering,plague,went,away,found,world,year,hey,scaremongering,plague,went,away,found,world,year
360.0,arrest,bad,arrest,bad
361.0,petition,sign,distribute,wish,reversing,ban,petition,sign,distribute,wish,reversing,ban
362.0,refusing,wear,face,mask,covid,pandemic,socially,unacceptable,drunk,driving,driving,refusing,wear,face,mask,covid,pandemic,socially,unacceptable,drunk,driving
363.0,today,learned,new,let,health,deal,pandemic,pol,today,learned,new,let,health,deal,pandemic
364.0,testimonial,education,system,montana,mad,distance,day
366.0,thing,positive,breaking,president,positive
367.0,wear,mask,wear,mask
368.0,man,lately
370.0,middle,pandemic,middle,pandemic
371.0,encourage,sign,create,person,classes,dime,encourage,sign,create,person,classes
375.0,allow,stay,fall,semester,instruction,pandemic
377.0,covid,remain,closed,major,covid,remain,closed,major
379.0,government,blame,care,test,body,said,care,follow
380.0,funder,resigned,respond,led,resigned,respond,led
382.0,husband,project,manager,building,large,middle,school,today,contractor,charge,water,proofing,husband,project,manager,building,large,middle,school,today,contractor,charge,water,proofing
383.0,pause,pandemic,control,pause,pandemic,control
385.0,death,critical,new,death
388.0,affect,staff,reduction,close,posit,affect,staff,reduction,close
389.0,figure,life,pandemic,time,payment
396.0,look,picture,idiot,hospital,wear,mask
397.0,president,tested,positive,disease
399.0,wear,mask,wear,mask
401.0,refuse,wear,mask,outside,job,dental,office,wearing,mask,day,refuse,wear,mask,outside,job,dental,office,wearing,mask,day
402.0,believe,virus,real,trying,inflated,ugh
405.0,war,room,pandemic
406.0,independent,tested,positive,tested,positive
408.0,black,woman,income,covid,reliant,pay,rent,food,black,woman,income,covid,reliant,pay,rent,food
410.0,north,vote,mail,election,ballot,mail,sept,north,vote,mail,election,ballot,mail
413.0,peter,platform,obviously,acting,good,faith,racist,nonsense,peter,platform,obviously,acting,good,faith,racist
414.0,people,lost,said,eat,healthy,food,school,fine,trump,people,lost,said,eat,healthy,food,school,fine
417.0,read,post,days,ago,salon,read,post,days,ago,salon
423.0,think,people,practice,thing,like,week,social
424.0,share,experience,traveling,past,week,highlight,right,share,experience,traveling,past,week,highlight
427.0,father,vile,racist,tell,stop
428.0,today,learned,new,let,health,deal,pandemic,pol,today,learned,new,let,health,deal,pandemic
429.0,corona,thing,careful,system,attend,corona,thing,careful,system,attend,ail
430.0,novel,highly,infectious,striking,image,look,novel,highly,infectious,striking,image,look
431.0,best,trump,united,lied,step,best,trump,united,lied
433.0,learn,diagnose,manage,covid,interactive,learn,diagnose,manage,covid,interactive
434.0,breaking,news,president,brazil,tested,positive,serio,breaking,news,president,brazil,tested,positive
436.0,today,learned,new,let,health,deal,pandemic,pol,today,learned,new,let,health,deal,pandemic
437.0,tomorrow,free,covid,testing,referral,friendship,thank,working,tomorrow,free,covid,testing,referral,friendship,thank,working
439.0,ice,reformed,reformed,abolish,ice,yes,literally,abolish,reduction,training,ice,reformed,reformed,abolish,ice,yes,literally,abolish,reduction
443.0,pandemic,best,way,address,pandemic,best,way,address
446.0,today,learned,new,let,health,deal,pandemic,pol,today,learned,new,let,health,deal,pandemic
448.0,bloody,thought,stay,home
451.0,got,grocery,store,covid,world,fort,lea,got,grocery,store,covid,world,fort
452.0,push,covid,assistance,extension,pandemic,going,cure,found,push,covid,assistance,extension,pandemic,going,cure
453.0,anthrax,come
454.0,today,learned,new,let,health,deal,pandemic,pol,today,learned,new,let,health,deal,pandemic
458.0,close,covid,went,cheeky,pint,arse
463.0,saying,week,driven,organized,order,saying,week,driven,organized,order
464.0,breaking,brazil,president,positive,covid,breaking,brazil,president,positive,covid
465.0,man,fort,running,world,shirt,elderly,woman,wear,man,fort,running,world,shirt,elderly,woman
466.0,got,nerve,government,sent,covid,positive,care,got,nerve,government,sent,covid,positive,care
468.0,literally,therapist,night,situation,definitely,help,delay,covid,test,days,seriously,usefulness
469.0,biggest,churchy,folk,fact,jack,pence,millions,pandemic,aid
470.0,president,positive,president,positive
471.0,man,twitter,privacy
472.0,tested,positive,tested,positive
474.0,semester,wasted,semester,wasted,sept
475.0,good,reason,good,reason
476.0,fake,news,media,refuse,china,virus,fake,news,media,refuse,china,virus
479.0,covid,tonight,june,hospital,covid,tonight,june,hospital
481.0,black,people,counting,black,people,pua,money,black,people,counting,black,people,pua,money
482.0,looming,crisis,child,care,left,unaddressed,exacerbate,economic,crisis,looming,crisis,child,care,left,unaddressed,exacerbate,economic
483.0,following,obstacle
484.0,today,learned,new,let,health,deal,pandemic,pol,today,learned,new,let,health,deal,pandemic
485.0,authority,constitution,government,stick,needle,authority,constitution,government,stick,needle
487.0,wear,mask,wash,social,distance,got,respect,actor,wear,mask,wash,social,distance,got,respect,actor
489.0,today,study,herd,immunity,help,end,covid,pandemic,complete,today,study,herd,immunity,help,end,covid,pandemic
491.0,corona,virus,hold,disease,corona,virus,hold,disease
492.0,unchallenged,business,minister,said,care,giving,unchallenged,business,minister,said,care,giving
493.0,eighty,percent,small,business,open,overcome,pandemic
494.0,breaking,president,tested,positive
495.0,reopen,year,pandemic,reopen,year,pandemic
496.0,new,video,president,looking,scapegoat,calling,china,virus,new,video,president,looking,scapegoat,calling,china,virus
497.0,powerful,report,independent,sage,government,fundamentally,change,powerful,report,independent,sage,government,fundamentally,change
499.0,nice,nice
503.0,yeah,far,right,fact,covid,like,lying,cheat
504.0,protect,bloody,pandemic,mind,silly,little,man
505.0,survivor,respect,people,shun,basic,survivor,respect,people,shun,basic
508.0,hear,swamp,swamp,mean,treasury,slush,fund,pence,millions,aid
509.0,abjectly,horrible,wonder,subvert,tactic,classes,include,abjectly,horrible,wonder,subvert,tactic,classes,include
511.0,yesterday,told,lady,works,care,home,elderly,couple,days,yesterday,told,lady,works,care,home,elderly,couple,days
512.0,breaking,president,tested,positive,covid,breaking,president,tested,positive,covid
513.0,slush,fund,pence,millions,aid,slush,fund,pence,millions,aid
514.0,director,registered,covid,brazil
517.0,president,covid,positive,people,covid,seriously,sac,president,covid,positive,people,covid
519.0,affordable,care,act,millions,destruction,devastating,impact,low,affordable,care,act,millions,destruction,devastating,impact
520.0,vaccine,flip,flop,brilliant,cardiologist,vaccine,flip,flop,brilliant,cardiologist
522.0,president,tested,positive
523.0,sir,ignorant,man,mask,spit,elderly,woman,wear,mask
524.0,update,yesterday,came,positive,total,update,yesterday,came,positive,total
526.0,president,positive
527.0,luckily,covid,hoax,president,positive
528.0,gave,trillion,save,small,let,cabinet,business,gave,trillion,save,small,let,cabinet,business
532.0,man,mirror,quarantine,man,mirror,quarantine
533.0,matter,time,person,stupid,trump,matter,time,person,stupid,trump
534.0,spending,time,longer,avoid,seeking,spending,time,longer,avoid,seeking
535.0,guardian,president,positive,president,positive
536.0,unchallenged,business,minister,said,care,giving,unchallenged,business,minister,said,care,giving
537.0,stay,home,look,beautiful,fancy,stay,home,look,beautiful,fancy
538.0,spitting,people,considered,assault,battery
540.0,time,media,starting
541.0,help,black,woman,income,covid,reliant,pay,rent,food
543.0,disgrace,thought,public,park,close,public,park
545.0,glasses,upside,head,way,yelling,venture,guy,total,man,fort,running,world,shirt,elderly,woman
546.0,ministry,school,syllabus,citizenship,nationalism,secularism
547.0,forcing,covid,nursing,forcing,covid,nursing
548.0,certain,waiter,like,want,certain,waiter,like,want
550.0,hear,news,today,covid,going,hear,news,today,covid,going,win
551.0,actually,china,virus,covid
552.0,trump,president,positive,covid,repeatedly,flouting,public,health
553.0,said,stay,home,stay,safe,willing,pandemic,situation,gone,said,stay,home,stay,safe,willing,pandemic,situation
554.0,going,share,twitter,know,covid,test,dipped,water,came,going,share,twitter,know,covid,test,dipped,water,came
555.0,took,world,reach,weekend,took,world,reach,weekend
556.0,love,people,pandemic,read
557.0,media,story,covid,june,death,plunge,media,story,covid,june,death,plunge
559.0,mayor,protest,covid,safe,social,mayor,protest,covid,safe,social
562.0,thanks,job,average,age,people,covid,fallen,past,telling
564.0,covid,tonight,june,hospital,covid,tonight,june,hospital
566.0,trying,kill,wear,mask,outlive,stay,safe,stay,home,wear,mask
567.0,urge,corona,spreading,amendment,want,rid,covid
570.0,like,type,gentleman,plane,man,fort,running,world,shirt,elderly,woman
571.0,news,people,left,amid,tension,crises,news,people,left,amid,tension,crises
572.0,wake,wall,street,damn,vaccine,deep,state,vaccine,china,vaccine,wake,wall,street,damn,vaccine,deep,state,vaccine,china
574.0,positive,news,covid,helping,recover,disease,fight,anxiety,related,positive,news,covid,helping,recover,disease,fight,anxiety
575.0,thank,yesterday,posted,mild,laid,sicker
577.0,going,moving,safe,going,going,moving,safe,going
579.0,covid,literally,hit,home,tested,positive,covid,literally,hit,home,tested,positive
581.0,think,moment,covid,quiet,lab,unique,fight,think,moment,covid,quiet,lab,unique
583.0,day,join,live,collins,director,day,join,live,collins,director
584.0,incompetent,mayor,cracking,ecosystem,public,safety
585.0,brazil,president,tested,positive,covid,embassy,weekend,brazil,president,tested,positive,covid,embassy,weekend
586.0,got,corona,test,efficiency,yes,negative
588.0,island,island
591.0,fake,news,media,refuse,china,virus,fake,news,media,refuse,china,virus
594.0,white,people,know,exactly,feel,think,white,people,know,exactly,feel,think
597.0,covid,china,virus,death,rate,peak,tenfold,decrease,mortality,times,covid,china,virus,death,rate,peak,tenfold,decrease,mortality,times
598.0,able,discriminate,refuse,service,people,based,sexuality,able,discriminate,refuse,service,people,based,sexuality
599.0,covid,literally,hit,home,tested,positive,covid,literally,hit,home,tested,positive
600.0,president,positive,covid,pandemic,wearing,mask,president,positive,covid,pandemic,wearing
604.0,challenge,post,got
605.0,perspective,gave,lot,stop,pandemic,wasted,sacrifice,perspective,gave,lot,stop,pandemic,wasted,sacrifice
607.0,major,league,baseball,pandemic,schedule,season,opener
613.0,president,brazil,tested,positive,science,moron,president,brazil,tested,positive,science,moron
614.0,life,corona,life,corona
616.0,wait,hear,pubic,hair,force
617.0,shifting,blame,damn,cheek,look,record,cobra,cor,shifting,blame,damn,cheek,look,record,cobra
619.0,stand,watch,forehead,shiny,wait,thought,control,obvious,desperate,lock
621.0,beat,covid,need,national,response,federal,government,trump,beat,covid,need,national,response,federal,government,trump
622.0,joe,west,believe,heart,joe,west,believe,heart
626.0,away,like,miracle,taken,dark,cynical,turn,away,like,miracle,taken,dark,cynical,turn
629.0,covid,improving,health,guidance,safely,reopen
630.0,safe,flatten,curve,team
633.0,big,push,let,know,china,virus,like,crazy,big,push,let,know,china,virus,like,crazy
634.0,breaking,president,positive,breaking,president,positive
635.0,cool,fat,ass,hospital,visit
636.0,covid,racism,common,people,believe,affected,personally,covid,racism,common,people,believe,affected,personally
639.0,need,new,effective,facilitate,contact,tracing,protect,individual,privacy,need,new,effective,facilitate,contact,tracing,protect,individual,privacy
640.0,china,virus,great,testing,program,lead,world,far,china,virus,great,testing,program,lead,world,far
642.0,contest,country,sacrifice,genre,music,end,covid,country,music
645.0,blamed,blamed,blamed,blamed,blamed,blamed
646.0,today,learned,new,let,health,deal,pandemic,pol,today,learned,new,let,health,deal,pandemic
648.0,sacrifice,genre,music,end,covid,country,music,sacrifice,genre,music,end,covid,country,music
650.0,vermicelli,unclear,society,people,live,unclear,society,people,live
651.0,conservative,media,wear,liberal,media,embarrassing,conservative,media,wear,liberal,media,embarrassing
652.0,daughter,die,apart
653.0,covid,china,virus,death,rate,peak,tenfold,decrease,mortality,times,covid,china,virus,death,rate,peak,tenfold,decrease,mortality,times
654.0,reimpose,week,potential,second,wave
655.0,hope,address,huge,today,son,going,new,license,update,traveling,new,jersey,following,self,quarantine,days
656.0,day,tournament,open,new,covid,day,tournament,open,new,covid,infect
658.0,president,positive,president,positive
659.0,running,blame,nursing,dump,positive,running,blame,nursing,dump
661.0,insanity,care,spoken,flexibility,school
662.0,thank,god,greater,covid
663.0,beat,covid,need,national,response,federal,government,trump,beat,covid,need,national,response,federal,government,trump
664.0,man,needs,taken,custody,immediately,shouting,man,needs,taken,custody,immediately,shouting
666.0,robot,gollar,duty,hospital,food,water,robot,gollar,duty,hospital,food,water
667.0,covid,covid
670.0,yesterday,people,covid,media,time,report,yesterday,people,covid,media,time,report,number
671.0,covid,china,virus,death,rate,peak,tenfold,decrease,mortality,times,covid,china,virus,death,rate,peak,tenfold,decrease,mortality,times
672.0,climate,response,analogous,covid,time,scales,days,climate,response,analogous,covid,time,scales,days
674.0,covid,research,essential,saving,saving,economy,rushed,fact,poorly,covid,research,essential,saving,saving,economy,rushed,fact
675.0,slush,fund,pence,millions,aid,slush,fund,pence,millions,aid
676.0,left,like,candidate,joe,amnesia,president,trump,create,came,china,left,like,candidate,joe,amnesia,president,trump,create,came
679.0,soon,hotel,corona,exploring,unexpected,contemporary,music,hour
680.0,got,small,went,bankrupt
681.0,energy,trump,calling,china,virus,stop,energy,trump,calling,china,virus,stop
683.0,breaking,president,sought,repeatedly,minimize,breaking,president,sought,repeatedly,minimize
684.0,funder,resigned,respond,led,resigned,respond,led
686.0,series,short,share,tested
687.0,church,attendance,hit,hard
689.0,people,covid,care,went,staff,left,people,covid,care,went,staff,left
692.0,covid,covid
693.0,public,covid,tory,party,public,covid,tory,party
694.0,total,department
695.0,county,reportedly,latest,censure,pandemic,response,mask,order,county,reportedly,latest,censure,pandemic,response,mask,order
696.0,breaking,president,positive,breaking,president,positive
699.0,social,set,kissing,booth,social,set,kissing,booth,orc
701.0,hope
703.0,push,covid,assistance,extension,pandemic,going,cure,found,push,covid,assistance,extension,pandemic,going,cure
704.0,completely,unable,accept,responsibility,policy,completely,unable,accept,responsibility,policy
705.0,save,save
706.0,doctor,hospital,pandemic,languishing,jail,doctor,hospital,pandemic,languishing,jail
712.0,miss,president,positive
713.0,capitalism,productive,die,corona,unproductive,die,government,like,shou,capitalism,productive,die,corona,unproductive,die,government,like,die
714.0,today,learned,new,let,health,deal,pandemic,pol,today,learned,new,let,health,deal,pandemic
715.0,covid,surging,nation,trump,power,increase,access,testing,covid,surging,nation,trump,power,increase,access
717.0,huge,thank,membership,engagement,team,huge,thank,membership,engagement,team
719.0,new,video,president,looking,scapegoat,calling,china,virus,new,video,president,looking,scapegoat,calling,china,virus
720.0,insane,damn,prick
721.0,victim,virus,kill,constantly
