2.0,meet,meet
115.0,got,covid,fear,visit
117.0,president,phone,conversation,president,trump,today,president,phone,conversation,president,trump,today
118.0,simple,analogy,covid,outbreak,fire,testing,water,house,fire,south,simple,analogy,covid,outbreak,fire,testing,water,house,fire,south,kor
119.0,thread,early,covid,low,reduce,thread,early,covid,low
122.0,jointly,reject,accuse,jointly,reject,accuse
125.0,corona,free,right,corona,free,right
126.0,guest,generation,jihad,today,great,conversation,guest,generation,jihad,today,great,conversation
127.0,good,approach,government,business,prepared,adhere,good,approach,government,business,prepared,adhere
130.0,evil,chair,ward,anti,stay,home,dress,like,health,care,evil,chair,ward,anti,stay,home,dress,like,health,care
131.0,large,vessel,stroke,feature,covid,young
132.0,easing,potential,stress,health,medical,likewise,easing,potential,stress,health,medical,likewise
135.0,covid,pandemic,end,covid,pandemic,end
136.0,thank,interesting,probably,appropriate,drinking,running
137.0,looking,apparent,success,dealing,looking,looking,apparent,success,dealing,loo
138.0,working,different,personal,protective,equipment,working,different,personal,protective
139.0,secretory,said,evaluation,process,process,lock
142.0,south,suspend,world,tour
143.0,pandemic,bad,look,people,pandemic,bad,look,people
144.0,news,employee,branch,found,corona,positive,news,employee,branch,found,corona,positive
145.0,failure,lead,strong,global,response,covid,crisis,failure,lead,strong,global,response,covid,crisis
147.0,keeping,job,devastating,critique,government,think,keeping,job,devastating,critique,government,think
148.0,brand,new,series,coming,eventful,week,whilst,brand,new,series,coming,eventful,week,whilst
149.0,basic,comprehensive,practical,poor,people,prefer
152.0,endless,thanks,endless,thanks
153.0,floor,leader,continuous,commitment,serve,needy,people,handed,covid,floor,leader,continuous,commitment,serve,needy,people,handed
154.0,notable,chief,law,enforcement,officer,investigate,notable,chief,law,enforcement,officer,investigate
155.0,probably,extinct
156.0,evidence,weak,effect,small,deputy,chief,scientific,adviser,dame,public,evidence,weak,effect,small,deputy,chief,scientific,adviser,dame,public
157.0,showing,home,quarantine
158.0,dangerous,sing,red,zone,increase,orange,zone,increase,single,ward,green,zone,plea
159.0,personally,think,day
160.0,covid,discriminate,covid,discriminate
161.0,fantastic,king,street,pale,available
162.0,obey,tested,days,trump,use,photo,draft,obey,tested,days,trump,use,photo
164.0,brought,found,brought,found,neigh
165.0,asymptotic,elevated,asymptotic,elevated
167.0,company,million,resolve,justice,department,investigation,later,received,company,million,resolve,justice,department,investigation,later
168.0,covid,likely,people,covid,likely,people
170.0,ready,day,poem,wrote,new,blues
171.0,outbreak,thread,people,consider,outbreak,thread,people,consider
172.0,dan,accelerated,urgent,care,place,harm,good
173.0,corona,going,soon
174.0,actually,specific,covid,gold,test,actually,specific,covid,gold,test
177.0,sage,member,sir,happen,ago,track,worst,corona,sage,member,sir,happen,ago,track,worst
178.0,white,house,testing,strategy,work
182.0,big,hit,decision,reschedule,map,soul,world,tour,covid,big,hit,decision,reschedule,map,soul,world,tour,covid
183.0,censorship,display,send,link,stand,tyranny,censorship,display,send,link,stand,tyranny
184.0,nice,intended,tribute,want,line,health,care,apparently,cost,vicinity,mask,know
185.0,pandemic,bad,look,people,pandemic,bad,look,people
186.0,reporter,people,abiding,social,reporter,people,abiding,social
187.0,begin,testing,like,plan,test,defeat,test,day,starting,population,times,test
189.0,know,surprise,older,abiding,stay,home,order
190.0,chapel,hill,pug,positive,virus,covid,possibly,known,case,dog
191.0,past,covid,news,contradictory,feel,past,covid,news,contradictory
194.0,breaking,angle,challenge,official,covid,policy,breaking,angle,challenge,official,covid,policy
196.0,forming,community,interested,potentially,getting,forming,community,interested,potentially
197.0,great,sadness,announce,nurse,sadly,covid,great,sadness,announce,nurse,sadly,covid
198.0,response,suggestion,covid,treatment,absolutely,priceless
200.0,growing,evidence,spread,people,symptomatic,people,growing,evidence,spread,people,symptomatic,people
201.0,senator,touch,let,crushed,senator,touch,let
204.0,love,family,attend,funeral,family,member,today,gone,love,family,attend,funeral,family,member,today
206.0,people,destiny,salute,great,flag,people,destiny,salute,great,flag
207.0,watch,think,ill,bother,wrong,labour,activist,watch,think,ill,bother,wrong,labour,activist
208.0,west,coast,growing,democratic,conservative,rural,believe,uniform,stay,home,west,coast,growing,democratic,conservative,rural,believe
209.0,good,news,vigilance,majority,continue,sacrifice,list
210.0,let,turn,today
212.0,like,create,version,public,health,analyze
214.0,pig,farm,slaughter,farmer,apparently,want,pig,farm,slaughter,farmer,apparently,wan
216.0,person,represent,evil
218.0,think,support,pandemic,poor,overdraft,rate,offering
219.0,new,york,state,extend,shutdown,order,severely,impacted,new,york,state,extend,shutdown,order,severely,impacted
222.0,breaking,trump,administration,suspended,institute,virology,breaking,trump,administration,suspended,institute,virology
223.0,pandemic,bad,look,people,pandemic,bad,look,people
224.0,digital,technology,company,working,president,election,campaign,received,million,aid,digital,technology,company,working,president,election,campaign,received
228.0,warm,exchange,looking,canada,difficult,warm,exchange,looking,canada
229.0,new,total,number,according,tally,new,total,number,according,tally
230.0,covid,led
231.0,sex,pandemic,stayed,married
232.0,sketchy,government,existence,pandemic,sketchy,government,existence
235.0,killing,spreading,covid
236.0,china,stop,government,push,inquiry,origin,global,china,stop,government,push,inquiry,origin
237.0,know,people,looking,apparent,success,prime,minister,yesterday,know,people,looking,apparent,success,prime,minister,yesterday
238.0,video,took,reason,want,people,wonder,afraid,real,video,took,reason,want,people,wonder
240.0,best,stay,ass,home,seen,best,stay,ass,home,seen
244.0,dead,dead,covid,virus,thing,common,trump,fight,dead,dead,covid,virus,thing,common,trump,fight
245.0,pandemic,bad,look,people,pandemic,bad,look,people
246.0,south,company,species,covid,remedy,product,south,company,species,covid,remedy,pro
247.0,sunny,murder,tried,stop,forcefully,house,sunny,murder,tried,stop,forcefully,sunn
248.0,message,triumph,pandemic,stay,safe,stay,indoors,great,message,triumph,pandemic,stay,safe,stay,indoors,great
249.0,right,like,people,like,right,like,people,like
251.0,pack,everybody,crisis,navy,blue,air,force,fly,new,york,city,area,pay,tribute
255.0,landlord,locked,house,slept,car,days,found,landlord,locked,house,slept,car,days,foun
256.0,according,media,went,according,media,went
257.0,time,civil,briefing,turn,herd
258.0,year,old,social,teacher,long,fight,sister,year,old,social,teacher,long,fight,sister,con
259.0,silence,convenience,power,silence,convenience,power
261.0,days,seen,success,wonder,end,mess,turns,maybe,need,days,seen,success,wonder,end,mess,turns,maybe,need
262.0,tribune,new,home,isolation,people,mild
263.0,talk,opening,pain,people,forced,stay,home,work,refusal,talk,opening,pain,people,forced,stay,home,work
267.0,army,country,mobile,testing,expanded,armed,army,country,mobile,testing,expanded,armed
269.0,gee,imagine,number,likely,continue,rise,university,model,white,house,estimate
270.0,square,mall,woodland,mall,square,mall,woodland,mall
271.0,couple,quick,virus,unexpected,mugger,run,extensive,pandemic,couple,quick,virus,unexpected,mugger,run,extensive,pandemic,drill
273.0,hater,better,change,sin,spread,corona,criminal,conduct
274.0,governor,trump,popularity
275.0,court,rightly,extradition,hearing,court,rightly,extradition,hearing
277.0,drinking,way,social,stuck,inside,left,house,drinking,way,social,stuck,inside,left
278.0,skies,northeastern,perform
279.0,major,major
280.0,chicken,company,nearly,million,month,chicken,company,nearly,million,month
282.0,billion,loan,development,bank,immediate,response,finance,billion,loan,development,bank,immediate,response
284.0,ensure,key,continue,vital,increasing,testing,ensure,key,continue,vital,increasing,testing
285.0,people,world
287.0,grateful,providing,rice,migrant,worker,mani,grateful,providing,rice,migrant,worker
288.0,social,getting,point,begin,restart,savin,social,getting,point,begin,restart
289.0,finally,park,want,seat,bench,pick,ensure,optimal,physical,finally,park,want,seat,bench,pick,ensure,optimal,physical,dis
290.0,pandemic,bad,look,people,pandemic,bad,look,people
291.0,governor,charity,donated,medical,tent,city,central,park,shift,hospital,governor,charity,donated,medical,tent,city,central,park,shift,hospital
292.0,campaign,worked,people,leave,campaign,worked,people,leave
294.0,going,crusade,backdoor,campaign,going,crusade,backdoor,campaign
295.0,survive,pandemic,marijuana,funny
296.0,pandemic,bad,look,people,pandemic,bad,look,people
297.0,deeply,role,providing,citizen,centric,deeply,role,providing,citizen
298.0,remember,trip,moment,come,outside,remember,trip,moment,come,outside
299.0,today,wrote,husband,terrifying,experience,today,wrote,husband,terrifying,experience
300.0,truly,insufferable,ignoramus,fake,news,believe,actually,virus,truly,insufferable,ignoramus,fake,news,believe,actually
302.0,great,point,dead,dead,covid,virus,thing,common,trump,fight
303.0,senator,touch,let,crushed,senator,touch,let
305.0,people,heavy,price,bother
308.0,night,movie,series,stay,home,cinema
309.0,world,respond,covid,pandemic,develop,solution,world,respond,covid,pandemic,develop
310.0,rise,bicycle,post,covid,world,hope,follow,suite,rise,bicycle,post,covid,world,hope,follow,suite
311.0,watch,premier,risk,health,opening,soon,days,watch,premier,risk,health,opening,soon
313.0,line,disproportionate,color,history,polluted,thread,know,air,pollution,vulnerable,covid,today,release,new,report
314.0,president,administration,supporting,people,president,administration,supporting,people
316.0,president,trump,received,dozen,outbreak,daily
317.0,seriously,thinking
320.0,important,proposal,temporary,halt,big,economy,important,proposal,temporary,halt,big
321.0,attention,pandemia,special,award,new,jersey,citizen,pithy,war,attention,pandemia,special,award,new,jersey,citizen,pit
322.0,covid,new,covid,new
323.0,covid,currently,know,herd
324.0,population
325.0,bet,giant,dominate,crisis,virus,outbreak,supercharged,shift
326.0,helping,survive,right,decided,away,cheer,helping,survive,right,decided,away,cheer
327.0,thing,everyday,sleep,tomorrow,thing,everyday,sleep,tomorrow
329.0,convalescent,plasma,tested,overwhelmingly,positive,convalescent,plasma,tested,overwhelmingly,positive
331.0,election,board,covid,crisis,chance,work,election,board,covid,crisis,chance,work
333.0,life,corona
335.0,face,compulsory,public,transport,secondary,easing,face,compulsory,public,transport,secondary,easing
337.0,censorship,display,send,link,stand,tyranny,censorship,display,send,link,stand,tyranny
339.0,governor,charity,donated,medical,tent,city,central,park,shift,hospital,governor,charity,donated,medical,tent,city,central,park,shift,hospital
341.0,hope,sake,country,performance,trump,administration,radically,hope,sake,country,performance,trump,administration,radically
342.0,spreading,openly,government,taking,good,step,contain,stop,oil,stop,stop
345.0,hesitating,post,chart,depressing,represent,excess,major,hesitating,post,chart,depressing,represent,excess,major
346.0,tough,watch,congress,scolding,living,break,tough,watch,congress,scolding,living,break
348.0,curfew,open,covid,middle,east,rising
351.0,escape,quagmire,disease,death
352.0,great,relief,exclusive,going,forward,cost,lead,bankruptcy,ser
353.0,pandemic,got,waking,pandemic,got,waking
355.0,oval,office,received,threat,oval,office,received,threat
357.0,wer,fighting,time,wit,lot,hope,wer,fighting,time,wit,lot,hope
358.0,helping,feeding,needy,curb,helping,feeding,needy,curb
360.0,thankful,pandemic,learned,new,life,thankful,starting
361.0,photo,football,rushed,photo,football,rushed
364.0,view,morning,amy,literally,chug,bleach,treat,cor,view,morning,amy,literally,chug,bleach,treat
365.0,pandemic,bad,look,people,pandemic,bad,look,people
367.0,let,read,statement,matter,support,extremely,dangerous,new,york
368.0,lab,soon,looking,enroll,possible,treatment,promise,reduce,lab,soon,looking,enroll,possible,treatment,promise
369.0,sound,hear,afternoon,salute,bravery,stay,strong,sound,hear,afternoon,salute,bravery,stay
370.0,happy,big,big,essential,happy,big,big,essential
372.0,new,time,march,new,york,new,new,time,march,new,york,new
373.0,bread,bread,navy,blue,air,force,fly,new,york,city,area,pay,tribute
374.0,guess,right,guess,right
375.0,pandemic,bad,look,people,pandemic,bad,look,people
376.0,stupid,people,going,crowd,going,relapse,going,set,look,completely,different,week,reopen,county,open,beach
377.0,excellent,effort,wonderfully,covered,different,contribute,fight,aga,excellent,effort,wonderfully,covered,different,contribute,fig
378.0,study,link,fine,particle,air,pollution,covid
379.0,article,section,constitution,state,shall,consent,agreement,article,section,constitution,state,shall,consent
380.0,bill,covid,response,immediately,bill,covid,response,immediately
381.0,soon,state,federal,violate,immediately,soon,state,federal,violate
382.0,patient,let,early,face,worse,nee
383.0,miss,fitness
384.0,corona,staff,verbal
385.0,warm,exchange,looking,canada,difficult,warm,exchange,looking,canada
386.0,speaker,push,vote,mail,provision,congress,relief,package,speaker,push,vote,mail,provision,congress
387.0,dead,dead,covid,virus,thing,common,trump,fight,dead,dead,covid,virus,thing,common,trump,fight
388.0,mayor,goal,business,begin,open,week,strict,social,mayor,goal,business,begin,open,week,strict,social
389.0,new,public,health,working,slow,spread,covid,new,public,health,working,slow,spread,covid
391.0,student,survey,share,anonymous,survey,student,survey,share,anonymous
393.0,trump,usual,false,new,pence,reporter,public,blame,trump,usual,false,new,pence,reporter,public
394.0,point,fight,given,grant,crore,increase,point,fight,given,grant,crore,increase
396.0,personally,know,tested,positive,covid,people,need,close,personally,know,tested,positive,covid,people,need,close
397.0,new,york,badly,new,york,new,york,badly,new,york
398.0,world,day,safety,health,work,send,heartfelt,thanks,pandemic,world,day,safety,health,work,send,heartfelt,thanks,pandemic
399.0,position,paper,emergency,dementia,extensively,economist,today,thanks,position,paper,emergency,dementia,extensively,economist,today,tha
402.0,storming,news,beautifully,ambassador,musical,tri
403.0,warm,exchange,looking,canada,difficult,warm,exchange,looking,canada
406.0,days,hard,speed,magnitude,covid,plus,person
407.0,report,new,respiratory,disease,pandemic
408.0,know,family,member,love,eat,potatoes,directive,eat,twice,week,massive,potato,surplus
409.0,government,buy,body,pandemic,stockpile,despite,government,buy,body,pandemic,stockpile,despite
410.0,read,people,vivid,pandemic,happening,read,people,vivid,pandemic,happening
411.0,fight,wrote,worth,crore,fight,wrote,worth,crore
414.0,new,study,found,reach,breaking,point,stay,home,order,new,study,found,reach,breaking,point,stay,home,order
415.0,new,sue,libel,coverage,new,sue,libel,coverage
416.0,wow,person,mask,house,party,stripper,zero,social
417.0,check,shadow,briefing,thread,complete,explanation,incredibly,stupid,check,shadow,briefing,thread,complete,explanation,incredibly,stupid
418.0,ago,government,highly,infectious,consequential,disease,ago,government,highly,infectious,consequential,disease
419.0,national,deaf,blind,equipment,distribution,program,equipment,read,south,man,met,new,grandson,virtually,pandemic,remains,independent
420.0,eat,kim,start,worldly,pandemic
423.0,morning,survey,conduct,rapid,assessment,exercise,establish,prevalence,morning,survey,conduct,rapid,assessment,exercise,establish
425.0,state,private,sector,like,know,word,state,private,sector,like,know,word
427.0,yesterday,fed,decided,bail,corrupt,broken,democrat,tune,billion,money,yesterday,fed,decided,bail,corrupt,broken,democrat,tune,billion,money
428.0,trump,extend,work,self,trump,extend,work,self
432.0,wished,bugle,sooner,wished,bugle,sooner
433.0,pandemic,bad,look,people,pandemic,bad,look,people
434.0,food,supply,gardening,harvest,fine,breaking,trump,order,meat,stay,open,critical,infrastructure
435.0,stand,hero,stop,framed,lawless,corrupt,coup,run,stand,hero,stop,framed,lawless,corrupt,coup
436.0,wife,covid,meaning,stuck,indoors,foreseeable,walk,dog
437.0,public,health,expert,blamed,member,prominent,critic,public,health,expert,blamed,member,prominent,critic
439.0,ways,hope,provide,immunity,ways,hope,provide,immunity
444.0,postal,service,institution,older,constitution,need,postal,service,institution,older,constitution,need
445.0,good,catastrophe,bit,worrying,corona,mas
447.0,notable,chief,law,enforcement,officer,investigate,notable,chief,law,enforcement,officer,investigate
449.0,vote,vote
450.0,today,misleading,highest,today,misleading,highest
451.0,quarantine,covid,traveling,galaxy,quarantine,covid,traveling,galaxy
453.0,sad,world,narcissist,president,laughingstock,sad,world,narcissist,president
454.0,half,story,half,story
455.0,ask,like,stopped,going,seen,drive,line
457.0,wish,world,disaster,turning,millions,people,refugee,record,people
458.0,media,covid,drive
459.0,working,home,stay
460.0,mob,police,trying,enforce,crisis,west,mob,police,trying,enforce,crisis,west,beng
462.0,listening,right,repeated,testing,listening,right,repeated,testing
463.0,issue,chap,hopefully,edition,press
464.0,earning,ability,travel,impacted,covid,travel,require,additional,financial,earning,ability,travel,impacted,covid,travel,require,additional
465.0,sure,global,pandemic,south,infected,ear
466.0,tragically,corporate,manslaughter,need,tragically,corporate,manslaughter,need
467.0,prime,minister,pedro,end,june,country,new,normality,prime,minister,pedro,end,june,country,new,norma
468.0,seeing,people,locked,ability,herd,immunity,seeing,people,locked,ability,herd
471.0,new,federal,covid,data,canada,doubling,days,previously,days,new,federal,covid,data,canada,doubling,days,previously,days
472.0,party,corona,gon,hit,different,party,corona,gon,hit,different
473.0,agree,short,funds,sector,alive,support,agree,short,funds,sector,alive,support
474.0,trump,white,house,briefing,subdued,shameful
475.0,technology,test,millions,people,day,technology,review,technology,test,millions,people,day,technology,review
476.0,unwanted,check,people,thoroughly,transport,people,suffering
477.0,daily,currency,lost,half,value,parallel,market,control,soc,daily,currency,lost,half,value,parallel,market,con
478.0,tweet,covid
479.0,report,negative,positive,asymptomatic,stable,result,report,negative,positive,asymptomatic,stable,result
480.0,people,walking,driving,obedient,state,bill,wearing,people,walking,driving,obedient,state,bill,wearing
482.0,complex,new,york,city,doctor,continued,treat,covid,virus,suicide,new,york,city,doctor,continued,treat,covid,virus
483.0,literally,ice,fact,turned,away,free,care,safety,literally,ice,fact,turned,away,free,care,safe
485.0,billion,old,people,wait,billion,old,people,wait
488.0,continue,closely,monitor,received,prepare,continue,closely,monitor,received,prepare
489.0,crisis,protective,equipment,crisis,protective,equipment
490.0,pandemic,bad,look,people,pandemic,bad,look,people
492.0,concentration,horizon,concentration,horizon
493.0,giving,people,random,little,contribution,stay,home,relief,package,giving,people,random,little,contribution,stay,home,relief,package
495.0,bright,tape,social,public,architecture,colossal
496.0,woke,child,racist,ash,sarkar,duty,live,final,basically,shut,away,woke,child,racist,ash,sarkar,duty,live,final,basically,shut,away
498.0,covid,lied,sure,blame,trump
500.0,dey,need,dis,dey,need,dis
501.0,bulletin,fact,attention,covid,early,eve,bulletin,fact,attention,covid,early
502.0,level,plain,rank,incompetence,administration,staggering,hard,believe,level,plain,rank,incompetence,administration,staggering,hard,bel
504.0,unherd,try,flu,impact,year
506.0,covid,pandemic,good,friend,president,close,maritime,strategic,covid,pandemic,good,friend,president,close,maritime
507.0,number,covid,poor,metric,reopen,increase,number,covid,poor,metric,reopen,increase
508.0,pandemic,bad,look,people,pandemic,bad,look,people
509.0,pandemic,far,important,listen,carefully,ease,dom,pandemic,far,important,listen,carefully,ease
510.0,business,abide,social,work,clothes,washing
515.0,sell,stock,instead,warning,state,people,ill,belong,sell,stock,instead,warning,state,people,ill,bel
516.0,come,swimsuit,bikini
517.0,bought,learned,bit,attempt,dear,cover,bought,learned,bit,attempt,dear,cover
519.0,secret,ill,know,love,covid,girl,secret,ill,know,love,covid,girl
520.0,spend,refugee,resettlement,tell,millions,stay,home,let,spend,refugee,resettlement,tell,millions,stay,home
521.0,self,employed,run,small,business,consider,filling,survey,covid,self,employed,run,small,business,consider,filling,survey
522.0,entirely,asymptotic
523.0,familiar,historical,record,crises,new,lead,familiar,historical,record,crises,new,corp
524.0,good,relationship,china,rationally,cogently,good,relationship,china,rationally,cogently
525.0,diamond,silk,fox,news,strategy,corporate,accountability,diamond,silk,fox,news,strategy,corporate,accountability
526.0,number,week,help,supporting,vulnerable,number,week,help,supporting,vulnerable
527.0,time,shine,reckless,life,especially,reckless,time,shine,reckless,life,especially,reckless
528.0,celebrate,birthday,ahead,big,day,celebrate,birthday,ahead,big,day
529.0,crisis,protective,equipment,crisis,protective,equipment
531.0,forget,donate,plasma,coming,forward,forget,donate,plasma,coming,forward
532.0,based,want,remember,wear,face,able,travel,pandemic,sort
533.0,definitely,sense,instead,paying,making,sure,protect,definitely,sense,instead,paying,making,sure
534.0,judge,governor,stay,home,order,emergency,authority,civil,judge,governor,stay,home,order,emergency,authority,civil
535.0,north,vote,man,rid,reopen,north,vote,man,rid,reopen
536.0,local,news,follow,news,corona,love,local,news,follow,news,corona,love
538.0,obvious,reinvention,necessity,growth,delivery,obvious,reinvention,necessity,growth,delivery
539.0,covid,till,ration,covid,till
540.0,viewpoint,copper,covid,demand,shock,viewpoint,copper,covid,demand,shock
541.0,instead,seeking,merely,punish,proxy,recognize,instead,seeking,merely,punish,proxy
543.0,covering,lot,ground,train,social,covering,lot,ground,train,social
545.0,pick,protection,face,case,covid
547.0,salute,complete,refueling,heading,salute,complete,refueling,heading
548.0,president,administration,supporting,people,president,administration,supporting,people
550.0,pick,group,smoke,choosing
552.0,hope
554.0,fall,berlin,wall,tied,disintegration,tough,believe,biggest,life,recall
556.0,drew,comparison,new,bid,michigan,drew,comparison,new,bid,michigan
557.0,new,new,total,confirmed,total,new,new,total,confirmed,total
560.0,good,man,god,need,stop,turn,covid
563.0,vote,begin,taking,close,vote,begin,taking,close
565.0,happening,navy,blue,air,force,fly,new,york,city,honor,novel,happening,navy,blue,air,force,fly,new,york,city,honor,novel
566.0,check,priority,meter,money,feed,unreliable,check,priority,meter,money,feed,unreliable
567.0,total,willful,billion,times,total,willful,billion,times
568.0,bloody,bloody
569.0,miller,wife,tara,miller,response,different,ways,miller,wife,tara,miller,response
571.0,overall,zone,wise,detailed,status,covid,overall,zone,wise,detailed,status,covid
572.0,pandemic,exposed,vulnerable,international,supply,disruption,help,pandemic,exposed,vulnerable,international,supply,disruption,coul
573.0,stay,home,stay,safe
574.0,mission,social,good
575.0,essential,essential
576.0,best,stay,ass,home,seen,best,stay,ass,home,seen
580.0,learning,teaching,home,learning,china,look,research,learning,teaching,home,learning,china,look,research
584.0,government,buy,body,pandemic,stockpile,despite,government,buy,body,pandemic,stockpile,despite
586.0,rough,especially,cast,corona
587.0,new,york,badly,new,york,new,york,badly,new,york
588.0,today,worst,days,covid,crisis,data,driven,won
589.0,shinning,example,huge,heart,man,lost,nan,wow,thank,getting
590.0,new,coffee,social,new,coffee,social
592.0,breaking,angle,challenge,official,covid,policy,breaking,angle,challenge,official,covid,policy
593.0,corona
594.0,watch,inadvertent,contributor,forget
595.0,delusional,march,team,million,people
596.0,god,area,react,plan,reopen,pandemic
597.0,people,right,middle,people,right,mid
598.0,men,demand,end,start,home,improvement,men,demand,end,start,home,improvement
601.0,ruffled,outside,family,flouting,social,ruffled,outside,family,flouting,social
602.0,air,dropping
