2.0,said,currently,working,control,virus
67.0,post,determination,invest,social,protection,vulnerable,reduce,post,determination,invest,social,protection,vulnerable,reduce
68.0,interview,nancy,said,portion,covid,relief,bill,support,mail,interview,nancy,said,portion,covid,relief,bill,support
69.0,spore,man,stay,considered,suicide,turning,crime,losing,job,covid,spore,man,stay,considered,suicide,turning,crime,losing,job,covid
70.0,trial
71.0,brought,spread,staggering,brought,spread,staggering
73.0,end,semester,mass,promote,urge,administration,end,semester,mass,promote,urge,administration
74.0,crawl,uselessness,crawl,uselessness
75.0,brought,spread,staggering,brought,spread,staggering
76.0,check,new,pandemic,series,support,navigate,check,new,pandemic,series,support,navigate
77.0,dear,simple,rule,use,tax,corona,support,dear,simple,rule,use,tax,corona
79.0,new,china,additional,million,support,fight,pandemic,new,china,additional,million,support,fight,pandemic
80.0,dangerously,inept,fit,parliament,work,dangerously,inept,fit,parliament
81.0,manage,day,trying,create,issue
83.0,stand,solidarity,global,community,fight,pandemic,stand,solidarity,global,community,fight,pandemic
85.0,happy,share,covid,positive,case,happy,share,covid,positive,case
87.0,pandemic,great,government
88.0,new,guidance,pandemic,help,new,guidance,pandemic
89.0,time,finally,work,idiot,want,people,work,yanking,time,finally,work,idiot,want,people,work,yanking
91.0,additional,confirmed,additional,confirmed
92.0,rest,peace,rest,peace
93.0,bachelor,jab,lot,fine,care,family
96.0,think,cool,mayor,las,exactly,insane,think,mayor,las,think,cool,mayor,las,exactly,insane,think,mayor,las
97.0,prize,winner,virologist,confirm,covid,study,prize,winner,virologist,confirm,covid,study
100.0,praying,pandemic,praying,pandemic
103.0,genuine,essential,ward,work,genuine,essential,ward,work,home
105.0,madam,great,job,far,humble,request,extend
107.0,communist,party,oppressed,people,communist,party,oppressed,people
111.0,turkey,covid,movement
113.0,manage,day,trying,create,issue
115.0,job,vacancy,engineer,apply
116.0,current,statistics,covid
119.0,people,seen,praise,deserve,amazing,work,people,seen,praise,deserve,ama
121.0,people,job,retention,scheme,million,people,job,retention,scheme
122.0,phone,open,today,phone,open,today
125.0,involved,logistics,join,discussion,forum,food,logistic,involved,logistics,join,discussion,forum,food,logistic
126.0,ideology,incompetence,total,crazy,working,ideology,incompetence,total,crazy,working
129.0,sick,forcing,stay,home,sick,forcing,stay,home
132.0,founder,exceptional,leadership,dealing,founder,exceptional,leadership,dealing
133.0,gender,inequality,global,public,health,concern,home,worse,left,burden,gender,inequality,global,public,health,concern,home,worse,left,burden
134.0,people,came,china,restricted,travel,people,came,china,restricted
137.0,married,corona,mat,kind,witty,married,corona,mat,kind,witty
138.0,outbreak,covid,forecast,confidence,economy,evolve
139.0,incredible,watched,enormous,incredible,watched,enormous
140.0,people,risk,unable,leave,home,financial,pressure,access,food,difficult,people,risk,unable,leave,home,financial,pressure,access,food,difficult
142.0,new,study,spread,new,study,spread
145.0,feel,sorry,covid,pun,jack,suffer,like,rest,feel,sorry,covid,pun,jack,suffer,like,rest
146.0,maybe,highest,death,toll,pandemic,world
147.0,yawn,social,wilder,sports,boxing,news
148.0,got,knew,thing,quarantine,apparently,likely,wrote,kin,got,knew,thing,quarantine,apparently,likely
153.0,watch,bridge,information,gap,surrounding,disbursement
154.0,great,meeting,today,discuss,ongoing,response,covid,grateful,great,meeting,today,discuss,ongoing,response,covid,grateful
157.0,man,spent,entire,lifetime,pandemic,fired,scam,cure,man,spent,entire,lifetime,pandemic,fired,scam,cure
158.0,sen,demanding,investigation,rick,bright,vaccine,expert,role,fighting,covid,sen,demanding,investigation,rick,bright,vaccine,expert,role,fighting,covid
159.0,game,changer,god,bless,day,day,thank,game,changer,god,bless,day,day
160.0,wrote,story,far,pedagogical,development,times,wrote,story,far,pedagogical,development,times
161.0,middle,pandemic,middle,pandemic
163.0,lonely,lonely
164.0,pandemic,learning,new,monetize,able,knowledge
167.0,help,planet,home,taking,turn,help,planet,home,taking,turn
169.0,ending,covid,mean,freedom,news,ending,covid,mean,freedom,news
171.0,reminder,mein,reminder,mein
172.0,work,release,video,government,work,release,video,government
175.0,wait,glorious,job,turkey,protective,wait,glorious,job,turkey,protective
177.0,illuminating,blue,recognize,brave,health,care,covid,pandemic,share,blue,eve,illuminating,blue,recognize,brave,health,care,covid,pandemic,share
178.0,home,think,twice,costly,mortgage,new,daily
179.0,better,tell,president,said,better,tell,president,said
180.0,find,deeply,worrying,concerned,lack,adequate,unable,access,testing,find,deeply,worrying,concerned,lack,adequate,unable,access
181.0,drug,run,long,protect,health,safe,drug,run,long,protect,health
182.0,support,international,included,deeply,impacted,support,international,included,deeply,impacted
183.0,help,planet,home,taking,turn,help,planet,home,taking,turn
184.0,wir,die,paar
185.0,chief,architect,digital,transformation
186.0,new,story,china,handling,covid,outbreak
189.0,daily,tweet,broken,young
190.0,cause
191.0,mar,mar
192.0,communist,period,covid,loony,left,trying,capitalize,communist,period,covid,loony,left,trying
193.0,sincere,gratitude,consistently,patiently,working,round,clock,fighting,sincere,gratitude,consistently,patiently,working,round,clock,fighting
197.0,key,feature,paper,global,authorship,mental,health,common,people,key,feature,paper,global,authorship,mental,health,common,people
199.0,university,mere,baal,fake,news,grand,university,mere,baal,fake,news
204.0,result,pandemic,longer,pick,shipping
206.0,new,york,test,positive,covid,new,york,test,positive,covid
208.0,bar,birthday,times,hope,bar,birthday,times
209.0,nationwide,government,gave,stay,nationwide,government,gave
210.0,entire,town,sealed,people,infected,covid
212.0,home,running,help,bridge,social,distance,offer,home,running,help,bridge,social,distance
213.0,babbling,incoherent,press,direction,continue,babbling,incoherent,press,direction,continue
215.0,video,graphic,spread,needs,national,headline,video,graphic,spread,needs,national,headline
216.0,teach,building,consensus,democratize,food
218.0,salute,lady,time,stitch,needy,set,worthy,example,salute,lady,time,stitch,needy,set,worthy
219.0,video,graphic,spread,needs,national,headline,video,graphic,spread,needs,national,headline
220.0,major,lay,bare,truth,criminally,negligent,chaotic,handling,covid,major,lay,bare,truth,criminally,negligent,chaotic,handling
221.0,big,breaking,exclusive,china,covid,vaccine,going,receive,pretty,soon,making,big,breaking,exclusive,china,covid,vaccine,going,receive,pretty,soon
222.0,today,starting,record,radio,thinking
226.0,lead,covid,recent,study,lancet,found,lead,covid,recent,study,lancet,found
228.0,covid,foot,tech,revolution,covid,foot,tech,revolution
230.0,significant,extension,restriction,movement,concerning,significant,extension,restriction,movement,concerning
233.0,cried,encounter,shed,cried,encounter,shed,lynch
234.0,powerful,collaboration,thank,standing,global,health,powerful,collaboration,thank,standing,global,health
236.0,comes,comes
237.0,stay,home,shooting,luna,vow,stay,home,shooting,luna,vow
238.0,trump,authorized,deployment,drug,national,stockpile,scarcity,trump,authorized,deployment,drug,national,stockpile
239.0,late,trump,secretary,oust,nancy,chief,late,trump,secretary,oust,nancy,chief
240.0,wow,ignorant,cooper,las,mayor,goodman,wish,quickly,wow,ignorant,cooper,las,mayor,goodman,wish
241.0,streets,teeming,nocturnal,needs,drunken,streets,teeming,nocturnal,needs,drunken
244.0,hate,hate
245.0,head,tough,head,tough,fur
247.0,remove,state,trail,effect,immunity,people,affected
250.0,troll,type,question,die,covid,far
252.0,support,care,plus,thank
254.0,reminder,storm,boat,journey,reminder,storm,boat,journey
255.0,din,din,corona,chai
257.0,help,planet,home,taking,turn,help,planet,home,taking,turn
258.0,train,home,certainly,crowded,people,carriage,train,home,certainly,crowded,people,carriage
260.0,breaking,covid,country,near,health,department,new,breaking,covid,country,near,health,department,new
263.0,flip,like,actor,cooking,sweet,flip,like,actor,cooking,sweet
265.0,workout
266.0,covid,star,support,message,relay,prevention,important,covid,star,support,message,relay,prevention,important
267.0,risk,hospitalization,infection,new,zero
268.0,sant,world,book,day,read,lee
269.0,alternative,market,china,major,challenge,post,covid,era,safety,key,pursuit
270.0,surrounding,highly,unusual,trip,walter,reed,remain,white,house,pool,surrounding,highly,unusual,trip,walter,reed,remain,white,house,pool
272.0,lived,work,month,safe,want,golf,lived,work,month,safe,want,golf
275.0,role,battle,covid
280.0,vale,unroll
282.0,wonder,people,want,like,pandemic,shown,people,change,wonder,people,want,like,pandemic,shown,people,change
284.0,enjoy,home,possible,wait,open
286.0,glad,good,day,despite,going,yes,nice,weather,enjoy,outside
287.0,video,conference,member,discuss,video,conference,member,discuss
288.0,covid,intensive,care,induced,covid,intensive,care,induced
289.0,beech,mein,attack,turning,beech,mein,attack,turning
290.0,today,new,public,enhanced,today,new,public,enhanced
291.0,light,pandemic,key,public
292.0,suffering,covid,covid,test,test
294.0,thank,new,expanded,service,national
295.0,think,case,send,link
300.0,people,worrying,zoom,north,coincidentally,people,worrying,zoom,north
303.0,fit,management,work,fit,management
304.0,new,leader,opposition,support,universal,basic,income,crisis,new,leader,opposition,support,universal,basic,income,crisis
307.0,covid,update,minister,health,hold,covid,update,today,covid,update,minister,health,hold,covid,update,today
308.0,know,south,success,rate
309.0,nursing,told,treating,covid,given,stipend,nursing,told,treating,covid,given,stipend
310.0,great,creative,times,great,arrangement,impressive,great,creative,times,great,arrangement
311.0,lived,work,month,safe,want,golf,lived,work,month,safe,want,golf
312.0,story,covid,health,government,response,migrant,far,story,covid,health,government,response,migrant
314.0,period,getting,right,wait,office
315.0,new,cope,new,cope
317.0,great,question,reality,snapping,old,mean,old,great,question,reality,snapping,old,mean,old
318.0,people,win,las,mayor,city,control,group,offer,control,group,people,die
320.0,home,testing,help,track,spread,home,testing,help,track,spread
321.0,lack,coherent,national,plan,tackle,pandemic,thinly,veiled,dig,trump,lack,coherent,national,plan,tackle,pandemic,thinly,veiled,dig,trump
322.0,pursuit,deficit,shrinking,national,debt,pursuit,deficit,shrinking,national,debt
326.0,need,hindsight,know,care,highest,risk,environment,mass,need,hindsight,know,care,highest,risk,environment,mass
327.0,department,justice,disruption,covid,related,department,justice,disruption,covid,related
328.0,month,old,girl,tested,positive
329.0,germ,warfare,virus,need,continue
331.0,day,known,characteristically,slaying,day,known,characteristically,slaying
332.0,boots,ground,help,community,raised,mone,boots,ground,help,community,rais
335.0,regret,inform,demise,district,president,shah,brother,sha,regret,inform,demise,district,president,shah,brother
336.0,happy,earth,day,listen,stay,stress,home,happy,earth,day,listen,stay,stress,home
338.0,active
339.0,blessing,disguise,people,understand,tho,blessing,disguise,people,understand,tho
340.0,recently,read,based
343.0,protest,woman,playground,closed,protest,woman,playground,closed
345.0,know,pandemic,epidemic,high
346.0,home,home,ink,drawing
349.0,money,people,talking
350.0,thanks,tell,story,man,check,story,making,mask
351.0,jack,nearly,charity,billion,jack,nearly,charity,billion
353.0,second,wave,likely,inevitable,social,media,second,wave,likely,inevitable,social,media
354.0,new,workplace,tool,alert,apart,similar,new,workplace,tool,alert,apart
355.0,salary,deduction,march,upcoming,month
358.0,best,practice,infection,control,adopt,hospital,community
361.0,continually,election,cha,meeting,crore,lost,phase,unemployment,like
364.0,trained,surgeon,che,chosen,united,trained,surgeon,che,chosen,united
367.0,related,fatality,seemingly,wholesome,bay,space,girl
370.0,covid,grade,hospital,afternoon,covid,grade,hospital
372.0,tune,talk,conversation,tune,talk,conversation
374.0,bual,malaria,north,city,god,bless,stay,home
375.0,motivation,kind,people,garb,journalism,spread,hatred,pursue,communal,motivation,kind,people,garb,journalism,spread,hatred,pursue
380.0,hidalgo,county,wear,public,fire,police
381.0,know,country,covid,testing,clear,number,know,country,covid,testing,clear,number
384.0,month,old,baby,covid,person,country,survive,virus,month,old,baby,covid,person,country,survive
386.0,inspirational,statement,resident,newspaper,inspirational,statement,resident
388.0,lot,fine,care,family,lot,fine,care,family
391.0,lived,work,month,safe,want,golf,lived,work,month,safe,want,golf
392.0,truck,come,stand,soccer,field,people
393.0,paper,lot,people,observe,believe,pandemic,thing
394.0,stay,safe,lock,season,come
397.0,government,agreed,national,health,service,staff,providing,treatment,covid,pat,government,agreed,national,health,service,staff,providing,treatment,covid
398.0,inter,interview,inter,interview
401.0,transport,great,role,model,logistics,company,sent
403.0,permanently,adviser,government,permanently,adviser,government
406.0,regret,inform,demise,district,president,shah,brother,sha,regret,inform,demise,district,president,shah,brother
407.0,hear,covid,pandemic,impacted,business,fill
410.0,earth,testing,center,earth,testing,center
412.0,thank,life,baba,plus,solo,performance,today,handed,response
414.0,ulster,unionist,election,candidate,lost,daughter,car,accident,seven,ulster,unionist,election,candidate,lost,daughter,car,accident
416.0,imagine,case,number,going,happen,imagine,case,number,going,happen
417.0,brutally,honest,assessment,catastrophically,said,lock,dow,brutally,honest,assessment,catastrophically,said,lock
420.0,government,heavily,plan,right
425.0,stay,home,stay,home
426.0,cruise,oasis,crew,die,covid,days,cruise,oasis,crew,die,covid,days
427.0,twitter,guardian,click,link,twitter,warning,twitter,guardian,click,link,twitter
429.0,group,poster,session,latest,welcome,group,poster,session,latest
435.0,anniversary,earth,day,today,simple,ways,protect,local,anniversary,earth,day,today,simple,ways,protect
437.0,hospital,offering,covid,testing,known,cost,hospital,offering,covid,testing,known,cost
438.0,epidemic,prevention,control,railway,station,hospital,epidemic,prevention,control,railway,station,hospital
439.0,chilling,wave,sadness,life,chilling,wave,sadness,life
442.0,continue,continue
443.0,aim,brave,police,volunteer,aim,brave,police
444.0,trump,agree,response,incompetence,cos,trump,agree,response,incompetence
445.0,action,wildlife,wet,action,wildlife,wet
446.0,worker,positive,raised,worker,positive,raised
447.0,lots,analysis,essential,start,routinely,consider
448.0,senior,consultant,ration,construction,lab,senior,consultant,ration,construction
449.0,government,car,sell,deliver
450.0,check,book,find,contact,corona,crisis,order
451.0,live,twice,week,educational,interactive,post,live,food,live,twice,week,educational,interactive,post,live
452.0,forget,sign,alternative,ways,forget,sign,alternative,ways
454.0,maybe,cupboard
458.0,reading,night,people,parent,good,reading,night,people,parent,good
460.0,people,believe,end,june,come,june,people,believe,end,june,come,june
461.0,national,assembly,president,thanks,china,assistance,android
462.0,hotel,magnate,laid,staff,father,got,dividend,hotel,magnate,laid,staff,father,got,dividend
463.0,like,japan,china,people,worn,face,public,long,pandemic,like,japan,china,people,worn,face,public,long,pandemic
464.0,truth,self,evident,entire,world,praising,way,handling,covid,global,pandemic,taking,truth,self,evident,entire,world,praising,way,handling,covid,global,pandemic
465.0,warning,sign,despite,half,want,mail,new,warning,sign,despite,half,want,mail,new
467.0,truth,self,evident,entire,world,praising,way,handling,covid,global,pandemic,taking,truth,self,evident,entire,world,praising,way,handling,covid,global,pandemic
469.0,talking,turkey,tea
471.0,making,watch,relieved,way,making,watch,relieved,way
477.0,economic,downturn
478.0,crisis,end,time,soon,long,way,crisis,end,time,soon,long,way
480.0,post,host,nirvana,cover,concert,home,covid,relief,post,host,nirvana,cover,concert,home,covid,relief
482.0,love,image,happy,birthday,happy,birthday,prince,second,birthday,tomorrow,duke,duchess,share,new
483.0,point,spread,virus,communal,prejudice,point,spread,virus,communal,prejudice
484.0,like,wish,happy,differ
488.0,limited,position,national,health,believe,transfer,limited,position,national,health,believe,transfer
491.0,new,york,study,change,thought,knew,new,york,study,change,thought,knew
492.0,live,free,live,free
493.0,thing,covid,bring,obvious,way,pack,ultra,rich,thing,covid,bring,obvious,way,pack,ultra
494.0,new,covid,interview,architectural,office
496.0,good,morning,woke,hello,good,morning,woke,hello
497.0,progress,treat,latest,medical,advice,ask,pane,progress,treat,latest,medical,advice
498.0,earth,procurement,like,hokey,earth,procurement,like
501.0,response,cognitive,dissonance,people,taking,care,avoid,social
502.0,time,end,need,sen,time,end,need
504.0,away,patel,medical,practice,forest,gate,raj,away,patel,medical,practice,forest,gate
505.0,today,going,training,person
507.0,fine,thank,work,home,plan,trip
509.0,ignore,reason,somebody
510.0,indoors,definitely,simple,bit,support
513.0,rely,social,vaccine,treatment,chief,rely,social,vaccine,treatment
514.0,adapt,cope,pandemic,climate,change,force,far,adapt,cope,pandemic,climate,change,force,far
515.0,lost,lost
517.0,rapid,covid,testing,quality
518.0,government,unlike,herd,immunity,government,unlike,herd,immunity
520.0,chancellor,pandemic,biggest,challenge,world,war,chancellor,pandemic,biggest,challenge,world,war
523.0,end,end,end,extend,end,end,wait
525.0,know,important,relevant,cancer,diagnosis,hub,know,important,relevant,cancer,diagnosis
526.0,making,going,mean,mean,crazy,stupid,lots,post,media
530.0,month,old,today,simultaneously,like,days,month,old,today,simultaneously,like,days
534.0,happy,happy
535.0,covid,pneumonia,covid,pneumonia
537.0,faulty,testing,china,time,ask,faulty,testing,china,time,ask
538.0,video,day,video,day
539.0,step,government,laboratory,testing,capacity,day,step,government,laboratory,testing,capacity
540.0,lot,fine,care,family,lot,fine,care,family
541.0,power,attorney,face,face,meeting,need,know
544.0,sponsor,great,job,helping,support,liking,sponsor,great,job,helping,support,liking
545.0,best,social,thank,god,trump,best,social,thank,god,trump
547.0,need,energy,like,need,energy,like
553.0,march,worrying,public,image,march,worrying,public
554.0,post,pandemic,lift,come,join,berlin,latest,technology,industry
555.0,east,driving,movement,dead,response
556.0,government,stop,predatory,place,community
557.0,wealth,tax,rise,raise,tackle,covid,expert
558.0,cruise,ship,japan,cruise,ship,japan
561.0,hopeless,cabinet,hopeless,cabinet
562.0,existence,cover,covid,outbreak,celebrated,rang,existence,cover,covid,outbreak,celebrated
563.0,blamed,took,covid,papa,blamed,took,covid,papa
564.0,radio,mix,hip,hop
565.0,lancet,editorial,containment,covid,china,impressive,encouraging,example,lancet,editorial,containment,covid,china,impressive,encouraging,example
566.0,find,highest,government,release,virus,find,highest,government,release
568.0,trump,rally,street,fair,par,trump,rally,street,fair
569.0,twitter
571.0,running,running
572.0,country,saint,country,saint
573.0,stop,covid,act,opportunity,communist,china,court,demand,accountability,stop,covid,act,opportunity,communist,china,court,demand,accountability
575.0,busy,pandemic,sans,busy,pandemic,sans
576.0,social,tip,line,flooded,penis,dick,social,tip,line,flooded,penis,dick
577.0,crisis,repressive
578.0,issue,responsible,open,issue,responsible,open,cor
580.0,director,second,wave,winter,likely,worse,director,second,wave,winter,likely,worse
581.0,private,seeing,private,seeing
583.0,self,isolating,guide,dog,owner,shaw,brilliant,local,exercise,dog,frizz
585.0,breaking,law,condemnable,sympathy,breaking,law,condemnable,sympathy
588.0,fall,convinced,going,complicated
589.0,periodic,reminder,blame,periodic,reminder,blame
592.0,breaking,confirmed,new,covid,raising,total,number,capital,breaking,confirmed,new,covid,raising,total,number,capital
593.0,guise,covid,mitigation,personal,medical,guise,covid,mitigation,personal,medical
594.0,stop,outspread,covid,stop,outspread,covid
597.0,offer,troubling,time,fantastic,help,offer,troubling,time,fantastic,help
599.0,hong,political,crisis,despite,protest,lull,covid,hong,political,crisis,despite,protest,lull,covid
600.0,tapeline,quality,choice,social,distance,marking,times,times,durability,backing
601.0,know,people,social,media,know,covid,virus,know,people,social,media,know,covid,virus
603.0,aware,stay,home,street,urge,think,carefully
604.0,hello,latest,video,channel,page,broadcast,hello,latest,video,channel,page,broadcast
607.0,latest,adult,activity,current,pandemic,latest,adult,activity,current,pandemic
608.0,continue,wait,coherent,national,plan,navigate,pandemic,like,beginning,continue,wait,coherent,national,plan,navigate,pandemic,like,beg
609.0,childhood,dead,racist,system,black,ame,childhood,dead,racist,system,black
610.0,need,right,going,good,tried,big,basket,prior
613.0,people,dying,lack,treatment,going,happen,tid,people,dying,lack,treatment,going,happen
615.0,higher,institution,large,endowment,company,flush,cash,individual,comfortably,higher,institution,large,endowment,company,flush,cash,individual,comfort
616.0,university,convocation,ceremony,remote,university,convocation,ceremony,remote
617.0,thread,covid,testing,experience
618.0,contract,competitive,tender,contract,competitive,tender
620.0,project,movie,film,curator,project,movie,film,curator
624.0,department,struggling,health,care,care
625.0,praying,pandemic,praying,pandemic
627.0,dev,commissioner,situation,dev,commissioner,situation
628.0,aunt,away,mother,convinced,covid,test,gave,aunt,away,mother,convinced,covid,test,gave
629.0,best,support,people,especially,try,sympathetic
630.0,world,state,feel,connected,united,common,problem,world,state,feel,connected,united,common,problem,eve
631.0,legendary,vet,provide,crisis,legendary,vet,provide,crisis
632.0,lot,media,noise,covid,best,source,business,lot,media,noise,covid,best,source,business
634.0,situation,dramatically,situation,dramatically
636.0,wow,ignorant,cooper,las,mayor,goodman,wish,quickly,wow,ignorant,cooper,las,mayor,goodman,wish
637.0,business,conference,today,answer,business,related,listen,business,conference,today,answer,business,related,listen
640.0,teaching,sex,married,people,teaching,sex,married,people
641.0,open,wine,gin,beer,cider,needs,order
642.0,ralph,stay,home,order,reportedly,fly,vacation,home,north,ralph,stay,home,order,reportedly,fly,vacation,home,north
647.0,nights,ago,tell,cautious,stepping,house,nights,ago,tell,cautious,stepping,house
648.0,want,school,observe,social,examination,hall,want,school,observe,social,examination,hall
650.0,government,established,laboratory,international,center,chemical,biological,research,government,established,laboratory,international,center,chemical,biological
652.0,thank,kind,song,support,intensive,care,society,tried,thank,kind,song,support,intensive,care,society,tried
653.0,said,stay,home,injure,home,fight,said,stay,home,injure,home,fight
654.0,ludo,king,game,play,period,ludo,king,game,play,period
657.0,find,deeply,worrying,concerned,lack,adequate,unable,access,testing,find,deeply,worrying,concerned,lack,adequate,unable,access
658.0,agreed,saw,covid,reset,providing,new,agreed,saw,covid,reset,providing
659.0,stop,attack,health,care,star,ledger,editorial,board,stop,attack,health,care,star,ledger,editorial,board
660.0,writing,economist,future,vaccine,humankind,gone,writing,economist,future,vaccine,humankind
661.0,hear,corona,virus
662.0,loneliness,hospital,death,loneliness,hospital,death
663.0,fighting,covid,free,ration,comes,rescue,needy,amid
664.0,situation,dramatically,situation,dramatically
665.0,indicate,boom,northern,china,indicate,boom,northern,china
666.0,increase,twitter,increase,twitter
667.0,morning,mike,love,big,partial,lift,particularly
668.0,abundance,caution,ill,abundance,caution,ill
669.0,covid,going,come,high,cost
670.0,useful,rapid,response,survey,business,confident,financial,con,useful,rapid,response,survey,business,confident,financial
671.0,read,community,local,response,covid,south
673.0,subsidiary,outlet,village,district,distributed,food,kit,needy,subsidiary,outlet,village,district,distributed,food,kit
674.0,drug,use,anti,malarial,drug,trump,linked,higher
675.0,legendary,powered,survival
676.0,today,noted,case,alarming,latest,case,family,today,noted,case,alarming,latest,case,family
680.0,guy,friend,man,assured,guy,friend,man
681.0,breaking,death,toll
683.0,believe,international,higher,education,industry,canada,face,tuition,fee,loss,year
685.0,trump,science,chaos,response,trump,science,chaos,response
687.0,covid,prevention,covid
689.0,stay,home,shooting,luna,vow,stay,home,shooting,luna,vow
690.0,leftist,caudle,source,covid,caudle,risk
692.0,quit,clout,chasing,habit
694.0,listen,greenwood,talk,care,care,think
697.0,want,control,people,telling,stay,home,way,able
698.0,human,human,opposed,human,creature,trump,creature,human,human,opposed,human,creature,trump
699.0,week,inside,apartment,apartment,week,inside,apartment,apartment
701.0,vaccine,human,today,vaccine,human,today
702.0,happy,day,workout,going,bodywork
703.0,place,look,like,corona
706.0,mass,testing,covid,individual,testing,cost,self,isolation,cost,forced,quarantine,cost,mass,testing,covid,individual,testing,cost,self,isolation,cost,forced,quarantine
707.0,new,guidance,outlined,people,observe,keeping,safe
710.0,join,today,radio,air,today
712.0,realty,want,loose,cap
713.0,know,burn,living,separate,new,york,state,united,test,positive
718.0,lady,stitching,shelter,lady,stitching,shelter
721.0,entire,world,stay,home,entire,world,stay,home
722.0,funder,cross,tomorrow,trump,biggest,liar,fraud,earth,cross,tomorrow,trump,biggest,liar,fraud
724.0,home,eating,sleeping,living,factory,month,making,home,eating,sleeping,living,factory,month
727.0,amazing,try,advantage,system,amazing,try,advantage,system
731.0,latest,news,new,starting,emerge,outskirt,city,latest,news,new,starting,emerge,outskirt,city
736.0,covid,fatal,corona,virus,corona,cha,covid,fatal,corona,virus,cor
737.0,stay,home,shooting,luna,vow,stay,home,shooting,luna,vow
739.0,care,covid
740.0,provided,confirmed,covid,provided,confirmed,covid
743.0,making,watch,relieved,way,making,watch,relieved,way
744.0,happy,day
747.0,world,fighting,government,fighting,social,activist,world,fighting,government,fighting,social,activist
748.0,news,release,announce,strategic,partnership,amidst,pandemic,help,news,release,announce,strategic,partnership,amidst,pandemic,help
749.0,ban,comes,set,rule,citizenship,ban,comes,set,rule,citizenship
751.0,ill,hump,love,social,right
752.0,assistance,fixed,income,working,min,wage,today,initiative,remember,support,local
753.0,human,fad,want,scope,future,people,reading,supposedly,human,fad,want,scope,future,people,reading,supposedly
754.0,safe,safe
755.0,today,face,heart,worse,today,face,heart,worse
756.0,buy,restaurant,gave,food,poisoning,buy,restaurant,gave,food,poisoning
762.0,read,sentence,roadman,voice,read,sentence,roadman,voice
764.0,great,initiative,resulting,whisky,industry,coming,great,initiative,resulting,whisky,industry,coming,tog
768.0,war,fought,huge,army,war,fought,huge,army
771.0,social,till,end,year,scientist,saying,non
772.0,house,decide,want,said,want,house,decide,want,said,want
774.0,new,program,pandemic,stop,making,content,new,program,pandemic,stop,making,content
776.0,consume,boost,immune,covid,pandemic,recommend,consume,boost,immune,covid,pandemic
777.0,toby,piece,sacrifice,elderly,economy,toby,wife
778.0,story,outbreak,use,solve,story,outbreak,use,sol
779.0,left,birth,given,pandemic,paying,sin,left,birth,given,pandemic,paying
780.0,news,update,minister,health,new,covid,today,national,tally,news,update,minister,health,new,covid,today,national,tally
782.0,wrong,china,wrong,china
784.0,virus,happen,bad,flu,season,virus,virus,happen,bad,flu,season,virus
785.0,wear,mask,stage,mall,wear,mask,stage,mall
786.0,con,delighted,share,interview,central,spoke
789.0,interesting,read,covid,man,virus,discoverer,lab
792.0,stay,home,shooting,luna,vow,stay,home,shooting,luna,vow
793.0,crude,oil,price,reality,growth,enterprise,income,oil,wealth,economy,finance,business
794.0,urgent,share,covid,open,tomorrow,noon,week
795.0,careful
796.0,morning,corona,case,list,unofficial
799.0,key,congress,president,address,today,key,leadership,meeting,party,global,key,congress,president,address,today,key,leadership,meeting,party
